v_rest_mv,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
-40.0,5,240,0,-40.000,0.000000
-40.0,6,240,0,-40.000,0.000000
-40.0,7,240,1,35.428,1.000000
-40.0,8,240,1,36.081,1.000000
-40.0,9,240,1,34.206,1.000000
-40.0,0,270,1,34.545,1.000000
-40.0,1,270,2,37.247,2.000000
-40.0,2,270,1,34.830,1.000000
-40.0,3,270,3,37.044,3.000000
-40.0,4,270,2,36.389,2.000000
-40.0,5,270,3,35.941,3.000000
-40.0,6,270,1,35.937,1.000000
-40.0,7,270,1,36.549,1.000000
-40.0,8,270,2,35.259,2.000000
-40.0,9,270,1,34.642,1.000000
-40.0,0,300,3,35.928,3.000000
-40.0,1,300,3,34.996,3.000000
-40.0,2,300,3,37.025,3.000000
-40.0,3,300,3,37.930,3.000000
-40.0,4,300,2,35.426,2.000000
-40.0,5,300,4,36.039,4.000000
-40.0,6,300,2,35.654,2.000000
-40.0,7,300,4,36.906,4.000000
-40.0,8,300,4,36.039,4.000000
-40.0,9,300,2,37.325,2.000000
-40.0,0,330,4,36.607,4.000000
-40.0,1,330,6,37.419,6.000000
-40.0,2,330,5,36.228,5.000000
-40.0,3,330,5,36.594,5.000000
-40.0,4,330,6,36.782,6.000000
-40.0,5,330,6,37.357,6.000000
-40.0,6,330,5,37.237,5.000000
-40.0,7,330,5,36.876,5.000000
-40.0,8,330,6,35.947,6.000000
-40.0,9,330,5,36.806,5.000000
-30.0,0,0,8,36.576,8.000000
-30.0,1,0,7,36.684,7.000000
-30.0,2,0,8,36.828,8.000000
-30.0,3,0,6,36.930,6.000000
-30.0,4,0,7,37.084,7.000000
-30.0,5,0,8,37.221,8.000000
-30.0,6,0,8,35.863,8.000000
-30.0,7,0,8,37.614,8.000000
-30.0,8,0,8,36.911,8.000000
-30.0,9,0,6,36.623,6.000000
-30.0,0,30,6,36.817,6.000000
-30.0,1,30,7,37.102,7.000000
-30.0,2,30,7,36.717,7.000000
-30.0,3,30,6,37.134,6.000000
-30.0,4,30,7,36.793,7.000000
-30.0,5,30,6,36.650,6.000000
-30.0,6,30,7,36.547,7.000000
-30.0,7,30,7,36.335,7.000000
-30.0,8,30,4,36.893,4.000000
-30.0,9,30,6,37.143,6.000000
-30.0,0,60,7,37.191,7.000000
-30.0,1,60,7,36.169,7.000000
-30.0,2,60,6,36.689,6.000000
-30.0,3,60,6,36.532,6.000000
-30.0,4,60,6,36.220,6.000000
-30.0,5,60,5,37.198,5.000000
-30.0,6,60,6,36.217,6.000000
-30.0,7,60,4,36.594,4.000000
-30.0,8,60,6,36.587,6.000000
-30.0,9,60,4,36.727,4.000000
-30.0,0,90,2,36.081,2.000000
-30.0,1,90,4,36.787,4.000000
-30.0,2,90,2,37.302,2.000000
-30.0,3,90,3,36.250,3.000000
-30.0,4,90,3,36.231,3.000000
-30.0,5,90,2,36.676,2.000000
-30.0,6,90,1,34.330,1.000000
-30.0,7,90,4,36.635,4.000000
-30.0,8,90,2,36.055,2.000000
-30.0,9,90,2,36.324,2.000000
-30.0,0,120,0,-30.000,0.000000
-30.0,1,120,2,36.374,2.000000
-30.0,2,120,1,36.242,1.000000
-30.0,3,120,2,34.979,2.000000
-30.0,4,120,2,35.886,2.000000
-30.0,5,120,1,36.856,1.000000
-30.0,6,120,2,36.259,2.000000
-30.0,7,120,0,-30.000,0.000000
-30.0,8,120,2,36.798,2.000000
-30.0,9,120,2,36.568,2.000000
-30.0,0,150,1,36.531,1.000000
-30.0,1,150,1,37.001,1.000000
-30.0,2,150,0,-30.000,0.000000
-30.0,3,150,0,-30.000,0.000000
-30.0,4,150,1,36.602,1.000000
-30.0,5,150,0,-30.000,0.000000
-30.0,6,150,0,-30.000,0.000000
-30.0,7,150,1,34.995,1.000000
-30.0,8,150,2,36.031,2.000000
-30.0,9,150,0,-30.000,0.000000
-30.0,0,180,0,-30.000,0.000000
-30.0,1,180,0,-30.000,0.000000
-30.0,2,180,0,-30.000,0.000000
-30.0,3,180,0,-30.000,0.000000
-30.0,4,180,0,-30.000,0.000000
-30.0,5,180,1,35.525,1.000000
-30.0,6,180,0,-30.000,0.000000
-30.0,7,180,0,-30.000,0.000000
-30.0,8,180,0,-30.000,0.000000
-30.0,9,180,1,35.100,1.000000
-30.0,0,210,0,-30.000,0.000000
-30.0,1,210,0,-30.000,0.000000
-30.0,2,210,0,-30.000,0.000000
-30.0,3,210,0,-30.000,0.000000
-30.0,4,210,1,35.259,1.000000
-30.0,5,210,0,-30.000,0.000000
-30.0,6,210,0,-30.000,0.000000
-30.0,7,210,0,-30.000,0.000000
-30.0,8,210,0,-30.000,0.000000
-30.0,9,210,0,-30.000,0.000000
-30.0,0,240,0,-30.000,0.000000
-30.0,1,240,0,-30.000,0.000000
-30.0,2,240,1,34.550,1.000000
-30.0,3,240,0,-30.000,0.000000
-30.0,4,240,1,35.075,1.000000
-30.0,5,240,1,35.294,1.000000
-30.0,6,240,2,36.495,2.000000
-30.0,7,240,1,35.654,1.000000
-30.0,8,240,0,-30.000,0.000000
-30.0,9,240,0,-30.000,0.000000
-30.0,0,270,1,36.347,1.000000
-30.0,1,270,3,36.254,3.000000
-30.0,2,270,1,37.040,1.000000
-30.0,3,270,3,36.287,3.000000
-30.0,4,270,2,36.035,2.000000
-30.0,5,270,2,36.770,2.000000
-30.0,6,270,2,35.998,2.000000
-30.0,7,270,1,35.464,1.000000
-30.0,8,270,1,35.345,1.000000
-30.0,9,270,1,36.053,1.000000
-30.0,0,300,3,36.043,3.000000
-30.0,1,300,3,35.675,3.000000
-30.0,2,300,5,36.192,5.000000
-30.0,3,300,3,36.749,3.000000
-30.0,4,300,3,37.167,3.000000
-30.0,5,300,4,35.947,4.000000
-30.0,6,300,2,34.741,2.000000
-30.0,7,300,4,36.349,4.000000
-30.0,8,300,2,35.569,2.000000
-30.0,9,300,3,36.145,3.000000
-30.0,0,330,5,37.352,5.000000
-30.0,1,330,6,37.043,6.000000
-30.0,2,330,5,36.488,5.000000
-30.0,3,330,7,36.787,7.000000
-30.0,4,330,7,37.228,7.000000
-30.0,5,330,6,36.843,6.000000
-30.0,6,330,5,37.874,5.000000
-30.0,7,330,5,36.008,5.000000
-30.0,8,330,7,36.267,7.000000
-30.0,9,330,5,36.455,5.000000
-20.0,0,0,8,36.541,8.000000
-20.0,1,0,6,36.466,6.000000
-20.0,2,0,10,36.180,10.000000
-20.0,3,0,6,36.102,6.000000
-20.0,4,0,8,36.591,8.000000
-20.0,5,0,8,37.081,8.000000
-20.0,6,0,9,36.394,9.000000
-20.0,7,0,8,36.447,8.000000
-20.0,8,0,7,36.571,7.000000
-20.0,9,0,6,36.667,6.000000
-20.0,0,30,7,36.495,7.000000
-20.0,1,30,8,37.217,8.000000
-20.0,2,30,8,36.378,8.000000
-20.0,3,30,7,36.348,7.000000
-20.0,4,30,7,36.195,7.000000
-20.0,5,30,7,36.410,7.000000
-20.0,6,30,8,36.657,8.000000
-20.0,7,30,7,36.236,7.000000
-20.0,8,30,6,37.371,6.000000
-20.0,9,30,6,36.680,6.000000
-20.0,0,60,8,36.619,8.000000
-20.0,1,60,7,36.633,7.000000
-20.0,2,60,7,37.104,7.000000
-20.0,3,60,6,37.273,6.000000
-20.0,4,60,7,36.767,7.000000
-20.0,5,60,4,37.000,4.000000
-20.0,6,60,6,36.135,6.000000
-20.0,7,60,6,36.456,6.000000
-20.0,8,60,7,36.950,7.000000
-20.0,9,60,5,36.098,5.000000
-20.0,0,90,3,35.782,3.000000
-20.0,1,90,4,36.579,4.000000
-20.0,2,90,3,37.161,3.000000
-20.0,3,90,4,35.379,4.000000
-20.0,4,90,5,36.243,5.000000
-20.0,5,90,4,36.326,4.000000
-20.0,6,90,3,35.588,3.000000
-20.0,7,90,4,36.231,4.000000
-20.0,8,90,4,36.743,4.000000
-20.0,9,90,3,35.494,3.000000
-20.0,0,120,2,35.338,2.000000
-20.0,1,120,3,36.463,3.000000
-20.0,2,120,2,36.091,2.000000
-20.0,3,120,4,35.898,4.000000
-20.0,4,120,2,34.860,2.000000
-20.0,5,120,2,35.622,2.000000
-20.0,6,120,4,36.576,4.000000
-20.0,7,120,2,35.016,2.000000
-20.0,8,120,2,36.406,2.000000
-20.0,9,120,4,36.038,4.000000
-20.0,0,150,2,36.001,2.000000
-20.0,1,150,2,36.114,2.000000
-20.0,2,150,1,35.323,1.000000
-20.0,3,150,2,35.574,2.000000
-20.0,4,150,4,35.931,4.000000
-20.0,5,150,3,35.165,3.000000
-20.0,6,150,1,35.777,1.000000
-20.0,7,150,2,35.329,2.000000
-20.0,8,150,3,35.879,3.000000
-20.0,9,150,2,36.279,2.000000
-20.0,0,180,3,35.837,3.000000
-20.0,1,180,2,35.308,2.000000
-20.0,2,180,1,34.467,1.000000
-20.0,3,180,2,35.834,2.000000
-20.0,4,180,2,36.270,2.000000
-20.0,5,180,3,36.326,3.000000
-20.0,6,180,1,34.973,1.000000
-20.0,7,180,2,36.124,2.000000
-20.0,8,180,2,35.429,2.000000
-20.0,9,180,2,36.010,2.000000
-20.0,0,210,2,35.137,2.000000
-20.0,1,210,2,35.490,2.000000
-20.0,2,210,2,35.791,2.000000
-20.0,3,210,2,35.527,2.000000
-20.0,4,210,3,35.372,3.000000
-20.0,5,210,2,35.707,2.000000
-20.0,6,210,1,35.203,1.000000
-20.0,7,210,1,35.582,1.000000
-20.0,8,210,2,34.958,2.000000
-20.0,9,210,0,-20.000,0.000000
-20.0,0,240,0,-20.000,0.000000
-20.0,1,240,1,34.323,1.000000
-20.0,2,240,2,34.864,2.000000
-20.0,3,240,1,35.240,1.000000
-20.0,4,240,1,34.913,1.000000
-20.0,5,240,1,34.856,1.000000
-20.0,6,240,3,35.729,3.000000
-20.0,7,240,3,35.783,3.000000
-20.0,8,240,1,35.063,1.000000
-20.0,9,240,2,36.093,2.000000
-20.0,0,270,3,35.829,3.000000
-20.0,1,270,2,36.219,2.000000
-20.0,2,270,2,35.822,2.000000
-20.0,3,270,3,36.050,3.000000
-20.0,4,270,3,36.606,3.000000
-20.0,5,270,4,35.738,4.000000
-20.0,6,270,3,35.874,3.000000
-20.0,7,270,2,35.797,2.000000
-20.0,8,270,3,35.276,3.000000
-20.0,9,270,4,35.684,4.000000
-20.0,0,300,5,36.883,5.000000
-20.0,1,300,5,35.238,5.000000
-20.0,2,300,7,36.197,7.000000
-20.0,3,300,5,36.929,5.000000
-20.0,4,300,6,37.096,6.000000
-20.0,5,300,6,36.096,6.000000
-20.0,6,300,4,35.269,4.000000
-20.0,7,300,4,36.249,4.000000
-20.0,8,300,5,35.960,5.000000
-20.0,9,300,4,35.705,4.000000
-20.0,0,330,5,37.308,5.000000
-20.0,1,330,8,36.504,8.000000
-20.0,2,330,5,37.161,5.000000
-20.0,3,330,6,36.320,6.000000
-20.0,4,330,8,36.902,8.000000
-20.0,5,330,7,36.341,7.000000
-20.0,6,330,6,36.788,6.000000
-20.0,7,330,5,36.597,5.000000
-20.0,8,330,6,35.835,6.000000
-20.0,9,330,5,36.432,5.000000
