angle_deg,trial_seed,firing_rate_hz
0,10000004,5.000000
0,10000005,5.000000
0,10000006,6.000000
0,10000007,7.000000
0,10000008,6.000000
0,10000009,4.000000
0,10000010,6.000000
0,10000011,5.000000
0,10000012,5.000000
0,10000013,6.000000
30,10001004,5.000000
30,10001005,4.000000
30,10001006,6.000000
30,10001007,6.000000
30,10001008,5.000000
30,10001009,5.000000
30,10001010,7.000000
30,10001011,5.000000
30,10001012,5.000000
30,10001013,5.000000
60,10002004,3.000000
60,10002005,4.000000
60,10002006,3.000000
60,10002007,5.000000
60,10002008,4.000000
60,10002009,3.000000
60,10002010,4.000000
60,10002011,3.000000
60,10002012,2.000000
60,10002013,4.000000
90,10003004,2.000000
90,10003005,2.000000
90,10003006,1.000000
90,10003007,5.000000
90,10003008,1.000000
90,10003009,2.000000
90,10003010,2.000000
90,10003011,2.000000
90,10003012,2.000000
90,10003013,2.000000
120,10004004,1.000000
120,10004005,1.000000
120,10004006,1.000000
120,10004007,1.000000
120,10004008,1.000000
120,10004009,1.000000
120,10004010,2.000000
120,10004011,1.000000
120,10004012,2.000000
120,10004013,1.000000
150,10005004,0.000000
150,10005005,1.000000
150,10005006,1.000000
150,10005007,1.000000
150,10005008,2.000000
150,10005009,1.000000
150,10005010,0.000000
150,10005011,1.000000
150,10005012,1.000000
150,10005013,1.000000
180,10006004,1.000000
180,10006005,1.000000
180,10006006,1.000000
180,10006007,0.000000
180,10006008,0.000000
180,10006009,0.000000
180,10006010,1.000000
180,10006011,1.000000
180,10006012,1.000000
180,10006013,1.000000
210,10007004,1.000000
210,10007005,0.000000
210,10007006,1.000000
210,10007007,1.000000
210,10007008,1.000000
210,10007009,0.000000
210,10007010,1.000000
210,10007011,1.000000
210,10007012,2.000000
210,10007013,1.000000
240,10008004,1.000000
240,10008005,1.000000
240,10008006,1.000000
240,10008007,1.000000
240,10008008,1.000000
240,10008009,1.000000
240,10008010,1.000000
240,10008011,1.000000
240,10008012,1.000000
240,10008013,1.000000
270,10009004,2.000000
270,10009005,1.000000
270,10009006,4.000000
270,10009007,2.000000
270,10009008,2.000000
270,10009009,1.000000
270,10009010,2.000000
270,10009011,2.000000
270,10009012,1.000000
270,10009013,2.000000
300,10010004,2.000000
300,10010005,4.000000
300,10010006,3.000000
300,10010007,3.000000
300,10010008,2.000000
300,10010009,3.000000
300,10010010,4.000000
300,10010011,4.000000
300,10010012,3.000000
300,10010013,3.000000
330,10011004,3.000000
330,10011005,4.000000
330,10011006,5.000000
330,10011007,3.000000
330,10011008,6.000000
330,10011009,5.000000
330,10011010,5.000000
330,10011011,4.000000
330,10011012,5.000000
330,10011013,4.000000
