angle_deg,trial_seed,firing_rate_hz
0,20000007,5.000000
0,20000008,6.000000
0,20000009,5.000000
0,20000010,6.000000
0,20000011,5.000000
0,20000012,6.000000
0,20000013,5.000000
0,20000014,6.000000
0,20000015,6.000000
0,20000016,4.000000
30,20001007,5.000000
30,20001008,6.000000
30,20001009,4.000000
30,20001010,6.000000
30,20001011,4.000000
30,20001012,5.000000
30,20001013,2.000000
30,20001014,4.000000
30,20001015,5.000000
30,20001016,4.000000
60,20002007,2.000000
60,20002008,2.000000
60,20002009,5.000000
60,20002010,4.000000
60,20002011,4.000000
60,20002012,6.000000
60,20002013,5.000000
60,20002014,4.000000
60,20002015,3.000000
60,20002016,5.000000
90,20003007,5.000000
90,20003008,3.000000
90,20003009,1.000000
90,20003010,1.000000
90,20003011,3.000000
90,20003012,3.000000
90,20003013,2.000000
90,20003014,2.000000
90,20003015,3.000000
90,20003016,2.000000
120,20004007,1.000000
120,20004008,1.000000
120,20004009,1.000000
120,20004010,2.000000
120,20004011,2.000000
120,20004012,1.000000
120,20004013,2.000000
120,20004014,2.000000
120,20004015,2.000000
120,20004016,1.000000
150,20005007,1.000000
150,20005008,1.000000
150,20005009,1.000000
150,20005010,1.000000
150,20005011,1.000000
150,20005012,0.000000
150,20005013,0.000000
150,20005014,1.000000
150,20005015,1.000000
150,20005016,0.000000
180,20006007,1.000000
180,20006008,0.000000
180,20006009,1.000000
180,20006010,1.000000
180,20006011,1.000000
180,20006012,1.000000
180,20006013,1.000000
180,20006014,0.000000
180,20006015,0.000000
180,20006016,1.000000
210,20007007,1.000000
210,20007008,0.000000
210,20007009,1.000000
210,20007010,1.000000
210,20007011,1.000000
210,20007012,1.000000
210,20007013,1.000000
210,20007014,1.000000
210,20007015,1.000000
210,20007016,0.000000
240,20008007,1.000000
240,20008008,2.000000
240,20008009,1.000000
240,20008010,1.000000
240,20008011,1.000000
240,20008012,1.000000
240,20008013,1.000000
240,20008014,1.000000
240,20008015,1.000000
240,20008016,1.000000
270,20009007,1.000000
270,20009008,1.000000
270,20009009,1.000000
270,20009010,2.000000
270,20009011,3.000000
270,20009012,2.000000
270,20009013,2.000000
270,20009014,2.000000
270,20009015,1.000000
270,20009016,2.000000
300,20010007,3.000000
300,20010008,3.000000
300,20010009,4.000000
300,20010010,3.000000
300,20010011,3.000000
300,20010012,4.000000
300,20010013,3.000000
300,20010014,4.000000
300,20010015,4.000000
300,20010016,3.000000
330,20011007,5.000000
330,20011008,4.000000
330,20011009,5.000000
330,20011010,6.000000
330,20011011,5.000000
330,20011012,4.000000
330,20011013,4.000000
330,20011014,4.000000
330,20011015,6.000000
330,20011016,6.000000
