angle_deg,trial_seed,firing_rate_hz
0,30000010,4.000000
0,30000011,5.000000
0,30000012,4.000000
0,30000013,5.000000
0,30000014,6.000000
0,30000015,5.000000
0,30000016,5.000000
0,30000017,5.000000
0,30000018,4.000000
0,30000019,5.000000
30,30001010,5.000000
30,30001011,3.000000
30,30001012,3.000000
30,30001013,4.000000
30,30001014,5.000000
30,30001015,5.000000
30,30001016,5.000000
30,30001017,4.000000
30,30001018,4.000000
30,30001019,4.000000
60,30002010,3.000000
60,30002011,5.000000
60,30002012,5.000000
60,30002013,4.000000
60,30002014,3.000000
60,30002015,4.000000
60,30002016,4.000000
60,30002017,3.000000
60,30002018,5.000000
60,30002019,7.000000
90,30003010,3.000000
90,30003011,2.000000
90,30003012,1.000000
90,30003013,2.000000
90,30003014,1.000000
90,30003015,2.000000
90,30003016,3.000000
90,30003017,1.000000
90,30003018,2.000000
90,30003019,1.000000
120,30004010,1.000000
120,30004011,1.000000
120,30004012,2.000000
120,30004013,1.000000
120,30004014,2.000000
120,30004015,1.000000
120,30004016,1.000000
120,30004017,1.000000
120,30004018,2.000000
120,30004019,2.000000
150,30005010,1.000000
150,30005011,1.000000
150,30005012,0.000000
150,30005013,1.000000
150,30005014,1.000000
150,30005015,1.000000
150,30005016,1.000000
150,30005017,0.000000
150,30005018,1.000000
150,30005019,2.000000
180,30006010,1.000000
180,30006011,1.000000
180,30006012,0.000000
180,30006013,1.000000
180,30006014,1.000000
180,30006015,1.000000
180,30006016,1.000000
180,30006017,0.000000
180,30006018,0.000000
180,30006019,1.000000
210,30007010,1.000000
210,30007011,1.000000
210,30007012,1.000000
210,30007013,1.000000
210,30007014,1.000000
210,30007015,1.000000
210,30007016,1.000000
210,30007017,1.000000
210,30007018,1.000000
210,30007019,1.000000
240,30008010,1.000000
240,30008011,1.000000
240,30008012,2.000000
240,30008013,1.000000
240,30008014,2.000000
240,30008015,2.000000
240,30008016,1.000000
240,30008017,1.000000
240,30008018,1.000000
240,30008019,2.000000
270,30009010,1.000000
270,30009011,3.000000
270,30009012,2.000000
270,30009013,1.000000
270,30009014,2.000000
270,30009015,1.000000
270,30009016,1.000000
270,30009017,1.000000
270,30009018,1.000000
270,30009019,0.000000
300,30010010,3.000000
300,30010011,2.000000
300,30010012,4.000000
300,30010013,3.000000
300,30010014,2.000000
300,30010015,3.000000
300,30010016,2.000000
300,30010017,3.000000
300,30010018,2.000000
300,30010019,3.000000
330,30011010,3.000000
330,30011011,4.000000
330,30011012,5.000000
330,30011013,4.000000
330,30011014,4.000000
330,30011015,5.000000
330,30011016,6.000000
330,30011017,3.000000
330,30011018,5.000000
330,30011019,5.000000
