angle_deg,trial_seed,firing_rate_hz
0,1,6.666667
0,2,6.666667
0,3,6.666667
0,4,6.666667
0,5,6.666667
0,6,6.666667
0,7,6.666667
0,8,6.666667
0,9,6.666667
0,10,6.666667
30,1001,6.666667
30,1002,6.666667
30,1003,6.666667
30,1004,6.666667
30,1005,6.666667
30,1006,6.666667
30,1007,6.666667
30,1008,6.666667
30,1009,6.666667
30,1010,6.666667
60,2001,6.666667
60,2002,6.666667
60,2003,6.666667
60,2004,6.666667
60,2005,6.666667
60,2006,6.666667
60,2007,6.666667
60,2008,6.666667
60,2009,6.666667
60,2010,6.666667
90,3001,6.666667
90,3002,6.666667
90,3003,6.666667
90,3004,6.666667
90,3005,6.666667
90,3006,6.666667
90,3007,6.666667
90,3008,6.666667
90,3009,6.666667
90,3010,6.666667
120,4001,6.666667
120,4002,6.666667
120,4003,6.666667
120,4004,6.666667
120,4005,6.666667
120,4006,6.666667
120,4007,6.666667
120,4008,6.666667
120,4009,6.666667
120,4010,6.666667
150,5001,6.666667
150,5002,6.666667
150,5003,6.666667
150,5004,6.666667
150,5005,6.666667
150,5006,6.666667
150,5007,6.666667
150,5008,6.666667
150,5009,6.666667
150,5010,6.666667
180,6001,6.0
180,6002,6.0
180,6003,6.0
180,6004,6.0
180,6005,6.0
180,6006,6.0
180,6007,6.0
180,6008,6.0
180,6009,6.0
180,6010,6.0
210,7001,6.666667
210,7002,6.666667
210,7003,6.666667
210,7004,6.666667
210,7005,6.666667
210,7006,6.666667
210,7007,6.666667
210,7008,6.666667
210,7009,6.666667
210,7010,6.666667
240,8001,6.666667
240,8002,6.666667
240,8003,6.666667
240,8004,6.666667
240,8005,6.666667
240,8006,6.666667
240,8007,6.666667
240,8008,6.666667
240,8009,6.666667
240,8010,6.666667
270,9001,6.666667
270,9002,6.666667
270,9003,6.666667
270,9004,6.666667
270,9005,6.666667
270,9006,6.666667
270,9007,6.666667
270,9008,6.666667
270,9009,6.666667
270,9010,6.666667
300,10001,6.666667
300,10002,6.666667
300,10003,6.666667
300,10004,6.666667
300,10005,6.666667
300,10006,6.666667
300,10007,6.666667
300,10008,6.666667
300,10009,6.666667
300,10010,6.666667
330,11001,6.666667
330,11002,6.666667
330,11003,6.666667
330,11004,6.666667
330,11005,6.666667
330,11006,6.666667
330,11007,6.666667
330,11008,6.666667
330,11009,6.666667
330,11010,6.666667
