gampa_ns,gaba_base_ns,angle_deg,trial_index,spike_time_s
2.000000,0.100000,120,4001,0.101929
2.000000,0.100000,120,4002,0.101929
2.000000,0.100000,120,4003,0.101929
2.000000,0.100000,120,4004,0.101929
2.000000,0.100000,120,4005,0.101929
2.000000,0.100000,120,4006,0.101929
2.000000,0.100000,120,4007,0.101929
2.000000,0.100000,120,4008,0.101929
2.000000,0.100000,120,4009,0.101929
2.000000,0.100000,120,4010,0.101929
2.000000,0.100000,150,5001,0.101710
2.000000,0.100000,150,5002,0.101710
2.000000,0.100000,150,5003,0.101710
2.000000,0.100000,150,5004,0.101710
2.000000,0.100000,150,5005,0.101710
2.000000,0.100000,150,5006,0.101710
2.000000,0.100000,150,5007,0.101710
2.000000,0.100000,150,5008,0.101710
2.000000,0.100000,150,5009,0.101710
2.000000,0.100000,150,5010,0.101710
2.000000,0.100000,180,6001,0.101787
2.000000,0.100000,180,6002,0.101787
2.000000,0.100000,180,6003,0.101787
2.000000,0.100000,180,6004,0.101787
2.000000,0.100000,180,6005,0.101787
2.000000,0.100000,180,6006,0.101787
2.000000,0.100000,180,6007,0.101787
2.000000,0.100000,180,6008,0.101787
2.000000,0.100000,180,6009,0.101787
2.000000,0.100000,180,6010,0.101787
2.000000,0.100000,210,7001,0.101750
2.000000,0.100000,210,7002,0.101750
2.000000,0.100000,210,7003,0.101750
2.000000,0.100000,210,7004,0.101750
2.000000,0.100000,210,7005,0.101750
2.000000,0.100000,210,7006,0.101750
2.000000,0.100000,210,7007,0.101750
2.000000,0.100000,210,7008,0.101750
2.000000,0.100000,210,7009,0.101750
2.000000,0.100000,210,7010,0.101750
2.000000,0.100000,240,8001,0.101945
2.000000,0.100000,240,8002,0.101945
2.000000,0.100000,240,8003,0.101945
2.000000,0.100000,240,8004,0.101945
2.000000,0.100000,240,8005,0.101945
2.000000,0.100000,240,8006,0.101945
2.000000,0.100000,240,8007,0.101945
2.000000,0.100000,240,8008,0.101945
2.000000,0.100000,240,8009,0.101945
2.000000,0.100000,240,8010,0.101945
2.000000,0.200000,120,4001,0.101929
2.000000,0.200000,120,4002,0.101929
2.000000,0.200000,120,4003,0.101929
2.000000,0.200000,120,4004,0.101929
2.000000,0.200000,120,4005,0.101929
2.000000,0.200000,120,4006,0.101929
2.000000,0.200000,120,4007,0.101929
2.000000,0.200000,120,4008,0.101929
2.000000,0.200000,120,4009,0.101929
2.000000,0.200000,120,4010,0.101929
2.000000,0.200000,150,5001,0.101710
2.000000,0.200000,150,5002,0.101710
2.000000,0.200000,150,5003,0.101710
2.000000,0.200000,150,5004,0.101710
2.000000,0.200000,150,5005,0.101710
2.000000,0.200000,150,5006,0.101710
2.000000,0.200000,150,5007,0.101710
2.000000,0.200000,150,5008,0.101710
2.000000,0.200000,150,5009,0.101710
2.000000,0.200000,150,5010,0.101710
2.000000,0.200000,180,6001,0.101787
2.000000,0.200000,180,6002,0.101787
2.000000,0.200000,180,6003,0.101787
2.000000,0.200000,180,6004,0.101787
2.000000,0.200000,180,6005,0.101787
2.000000,0.200000,180,6006,0.101787
2.000000,0.200000,180,6007,0.101787
2.000000,0.200000,180,6008,0.101787
2.000000,0.200000,180,6009,0.101787
2.000000,0.200000,180,6010,0.101787
2.000000,0.200000,210,7001,0.101750
2.000000,0.200000,210,7002,0.101750
2.000000,0.200000,210,7003,0.101750
2.000000,0.200000,210,7004,0.101750
2.000000,0.200000,210,7005,0.101750
2.000000,0.200000,210,7006,0.101750
2.000000,0.200000,210,7007,0.101750
2.000000,0.200000,210,7008,0.101750
2.000000,0.200000,210,7009,0.101750
2.000000,0.200000,210,7010,0.101750
2.000000,0.200000,240,8001,0.101945
2.000000,0.200000,240,8002,0.101945
2.000000,0.200000,240,8003,0.101945
2.000000,0.200000,240,8004,0.101945
2.000000,0.200000,240,8005,0.101945
2.000000,0.200000,240,8006,0.101945
2.000000,0.200000,240,8007,0.101945
2.000000,0.200000,240,8008,0.101945
2.000000,0.200000,240,8009,0.101945
2.000000,0.200000,240,8010,0.101945
2.000000,0.500000,120,4001,0.101929
2.000000,0.500000,120,4002,0.101929
2.000000,0.500000,120,4003,0.101929
2.000000,0.500000,120,4004,0.101929
2.000000,0.500000,120,4005,0.101929
2.000000,0.500000,120,4006,0.101929
2.000000,0.500000,120,4007,0.101929
2.000000,0.500000,120,4008,0.101929
2.000000,0.500000,120,4009,0.101929
2.000000,0.500000,120,4010,0.101929
2.000000,0.500000,150,5001,0.101710
2.000000,0.500000,150,5002,0.101710
2.000000,0.500000,150,5003,0.101710
2.000000,0.500000,150,5004,0.101710
2.000000,0.500000,150,5005,0.101710
2.000000,0.500000,150,5006,0.101710
2.000000,0.500000,150,5007,0.101710
2.000000,0.500000,150,5008,0.101710
2.000000,0.500000,150,5009,0.101710
2.000000,0.500000,150,5010,0.101710
2.000000,0.500000,180,6001,0.101787
2.000000,0.500000,180,6002,0.101787
2.000000,0.500000,180,6003,0.101787
2.000000,0.500000,180,6004,0.101787
2.000000,0.500000,180,6005,0.101787
2.000000,0.500000,180,6006,0.101787
2.000000,0.500000,180,6007,0.101787
2.000000,0.500000,180,6008,0.101787
2.000000,0.500000,180,6009,0.101787
2.000000,0.500000,180,6010,0.101787
2.000000,0.500000,210,7001,0.101750
2.000000,0.500000,210,7002,0.101750
2.000000,0.500000,210,7003,0.101750
2.000000,0.500000,210,7004,0.101750
2.000000,0.500000,210,7005,0.101750
2.000000,0.500000,210,7006,0.101750
2.000000,0.500000,210,7007,0.101750
2.000000,0.500000,210,7008,0.101750
2.000000,0.500000,210,7009,0.101750
2.000000,0.500000,210,7010,0.101750
2.000000,0.500000,240,8001,0.101945
2.000000,0.500000,240,8002,0.101945
2.000000,0.500000,240,8003,0.101945
2.000000,0.500000,240,8004,0.101945
2.000000,0.500000,240,8005,0.101945
2.000000,0.500000,240,8006,0.101945
2.000000,0.500000,240,8007,0.101945
2.000000,0.500000,240,8008,0.101945
2.000000,0.500000,240,8009,0.101945
2.000000,0.500000,240,8010,0.101945
2.000000,1.000000,120,4001,0.101929
2.000000,1.000000,120,4002,0.101929
2.000000,1.000000,120,4003,0.101929
2.000000,1.000000,120,4004,0.101929
2.000000,1.000000,120,4005,0.101929
2.000000,1.000000,120,4006,0.101929
2.000000,1.000000,120,4007,0.101929
2.000000,1.000000,120,4008,0.101929
2.000000,1.000000,120,4009,0.101929
2.000000,1.000000,120,4010,0.101929
2.000000,1.000000,150,5001,0.101710
2.000000,1.000000,150,5002,0.101710
2.000000,1.000000,150,5003,0.101710
2.000000,1.000000,150,5004,0.101710
2.000000,1.000000,150,5005,0.101710
2.000000,1.000000,150,5006,0.101710
2.000000,1.000000,150,5007,0.101710
2.000000,1.000000,150,5008,0.101710
2.000000,1.000000,150,5009,0.101710
2.000000,1.000000,150,5010,0.101710
2.000000,1.000000,180,6001,0.101787
2.000000,1.000000,180,6002,0.101787
2.000000,1.000000,180,6003,0.101787
2.000000,1.000000,180,6004,0.101787
2.000000,1.000000,180,6005,0.101787
2.000000,1.000000,180,6006,0.101787
2.000000,1.000000,180,6007,0.101787
2.000000,1.000000,180,6008,0.101787
2.000000,1.000000,180,6009,0.101787
2.000000,1.000000,180,6010,0.101787
2.000000,1.000000,210,7001,0.101750
2.000000,1.000000,210,7002,0.101750
2.000000,1.000000,210,7003,0.101750
2.000000,1.000000,210,7004,0.101750
2.000000,1.000000,210,7005,0.101750
2.000000,1.000000,210,7006,0.101750
2.000000,1.000000,210,7007,0.101750
2.000000,1.000000,210,7008,0.101750
2.000000,1.000000,210,7009,0.101750
2.000000,1.000000,210,7010,0.101750
2.000000,1.000000,240,8001,0.101945
2.000000,1.000000,240,8002,0.101945
2.000000,1.000000,240,8003,0.101945
2.000000,1.000000,240,8004,0.101945
2.000000,1.000000,240,8005,0.101945
2.000000,1.000000,240,8006,0.101945
2.000000,1.000000,240,8007,0.101945
2.000000,1.000000,240,8008,0.101945
2.000000,1.000000,240,8009,0.101945
2.000000,1.000000,240,8010,0.101945
2.000000,2.000000,120,4001,0.101929
2.000000,2.000000,120,4002,0.101929
2.000000,2.000000,120,4003,0.101929
2.000000,2.000000,120,4004,0.101929
2.000000,2.000000,120,4005,0.101929
2.000000,2.000000,120,4006,0.101929
2.000000,2.000000,120,4007,0.101929
2.000000,2.000000,120,4008,0.101929
2.000000,2.000000,120,4009,0.101929
2.000000,2.000000,120,4010,0.101929
2.000000,2.000000,150,5001,0.101710
2.000000,2.000000,150,5002,0.101710
2.000000,2.000000,150,5003,0.101710
2.000000,2.000000,150,5004,0.101710
2.000000,2.000000,150,5005,0.101710
2.000000,2.000000,150,5006,0.101710
2.000000,2.000000,150,5007,0.101710
2.000000,2.000000,150,5008,0.101710
2.000000,2.000000,150,5009,0.101710
2.000000,2.000000,150,5010,0.101710
2.000000,2.000000,180,6001,0.101787
2.000000,2.000000,180,6002,0.101787
2.000000,2.000000,180,6003,0.101787
2.000000,2.000000,180,6004,0.101787
2.000000,2.000000,180,6005,0.101787
2.000000,2.000000,180,6006,0.101787
2.000000,2.000000,180,6007,0.101787
2.000000,2.000000,180,6008,0.101787
2.000000,2.000000,180,6009,0.101787
2.000000,2.000000,180,6010,0.101787
2.000000,2.000000,210,7001,0.101750
2.000000,2.000000,210,7002,0.101750
2.000000,2.000000,210,7003,0.101750
2.000000,2.000000,210,7004,0.101750
2.000000,2.000000,210,7005,0.101750
2.000000,2.000000,210,7006,0.101750
2.000000,2.000000,210,7007,0.101750
2.000000,2.000000,210,7008,0.101750
2.000000,2.000000,210,7009,0.101750
2.000000,2.000000,210,7010,0.101750
2.000000,2.000000,240,8001,0.101945
2.000000,2.000000,240,8002,0.101945
2.000000,2.000000,240,8003,0.101945
2.000000,2.000000,240,8004,0.101945
2.000000,2.000000,240,8005,0.101945
2.000000,2.000000,240,8006,0.101945
2.000000,2.000000,240,8007,0.101945
