gampa_ns,gaba_base_ns,angle_deg,trial_seed,sample_idx,t_ms,voltage_mv
0.500000,0.100000,0,2,96,100.8782,-64.8936
0.500000,0.100000,0,2,104,101.0600,-64.9444
0.500000,0.100000,0,2,112,102.4799,-65.2594
0.500000,0.100000,0,2,120,102.7598,-65.3059
0.500000,0.100000,0,2,128,103.0824,-65.3537
0.500000,0.100000,0,2,136,104.0300,-65.4689
0.500000,0.100000,0,2,144,104.8350,-65.5427
0.500000,0.100000,0,2,152,105.9783,-65.6194
0.500000,0.100000,0,2,160,106.7028,-65.6552
0.500000,0.100000,0,2,168,107.6647,-65.6913
0.500000,0.100000,0,2,176,108.3400,-65.7105
0.500000,0.100000,0,2,184,108.6250,-65.7175
0.500000,0.100000,0,2,192,109.3246,-65.7321
0.500000,0.100000,0,2,200,109.9077,-65.7421
0.500000,0.100000,0,2,208,111.2250,-65.7587
0.500000,0.100000,0,2,216,111.5654,-65.7620
0.500000,0.100000,0,2,224,111.9950,-65.7656
0.500000,0.100000,0,2,232,112.2850,-65.7678
0.500000,0.100000,0,2,240,113.2050,-65.7736
0.500000,0.100000,0,2,248,113.6200,-65.7757
0.500000,0.100000,0,2,256,115.6950,-65.7832
0.500000,0.100000,0,2,264,116.2600,-65.7844
0.500000,0.100000,0,2,272,117.7350,-65.7869
0.500000,0.100000,0,2,280,119.3720,-65.7885
0.500000,0.100000,0,2,288,121.8750,-65.7900
0.500000,0.100000,0,2,296,124.1050,-65.7906
0.500000,0.100000,0,2,304,133.7550,-65.7913
0.500000,0.100000,0,2,312,276.0210,-65.7914
0.500000,0.100000,0,2,320,296.5831,-65.7914
0.500000,0.100000,0,2,328,299.0079,-65.7914
0.500000,0.100000,0,2,336,299.4735,-65.7673
0.500000,0.100000,0,2,344,300.4806,-65.5390
0.500000,0.100000,0,2,352,306.6069,-64.9002
0.500000,0.100000,0,2,360,316.7266,-64.7802
0.500000,0.100000,0,2,368,336.8993,-64.7736
0.500000,0.100000,0,3,0,0.0000,-65.0000
0.500000,0.100000,0,3,8,0.0654,-64.9915
0.500000,0.100000,0,3,16,0.7270,-64.9524
0.500000,0.100000,0,3,24,6.3810,-64.8070
0.500000,0.100000,0,3,32,24.0332,-64.7738
0.500000,0.100000,0,3,40,84.4137,-64.7735
0.500000,0.100000,0,3,48,99.8995,-64.7735
0.500000,0.100000,0,3,56,100.0450,-64.7737
0.500000,0.100000,0,3,64,100.0700,-64.7738
0.500000,0.100000,0,3,72,100.3250,-64.7833
0.500000,0.100000,0,3,80,100.4162,-64.7927
0.500000,0.100000,0,3,88,100.5500,-64.8138
0.500000,0.100000,0,3,96,100.8782,-64.8936
0.500000,0.100000,0,3,104,101.0600,-64.9444
0.500000,0.100000,0,3,112,102.4799,-65.2594
0.500000,0.100000,0,3,120,102.7598,-65.3059
0.500000,0.100000,0,3,128,103.0824,-65.3537
0.500000,0.100000,0,3,136,104.0300,-65.4689
0.500000,0.100000,0,3,144,104.8350,-65.5427
0.500000,0.100000,0,3,152,105.9783,-65.6194
0.500000,0.100000,0,3,160,106.7028,-65.6552
0.500000,0.100000,0,3,168,107.6647,-65.6913
0.500000,0.100000,0,3,176,108.3400,-65.7105
0.500000,0.100000,0,3,184,108.6250,-65.7175
0.500000,0.100000,0,3,192,109.3246,-65.7321
0.500000,0.100000,0,3,200,109.9077,-65.7421
0.500000,0.100000,0,3,208,111.2250,-65.7587
0.500000,0.100000,0,3,216,111.5654,-65.7620
0.500000,0.100000,0,3,224,111.9950,-65.7656
0.500000,0.100000,0,3,232,112.2850,-65.7678
0.500000,0.100000,0,3,240,113.2050,-65.7736
0.500000,0.100000,0,3,248,113.6200,-65.7757
0.500000,0.100000,0,3,256,115.6950,-65.7832
0.500000,0.100000,0,3,264,116.2600,-65.7844
0.500000,0.100000,0,3,272,117.7350,-65.7869
0.500000,0.100000,0,3,280,119.3720,-65.7885
0.500000,0.100000,0,3,288,121.8750,-65.7900
0.500000,0.100000,0,3,296,124.1050,-65.7906
0.500000,0.100000,0,3,304,133.7550,-65.7913
0.500000,0.100000,0,3,312,276.0210,-65.7914
0.500000,0.100000,0,3,320,296.5831,-65.7914
0.500000,0.100000,0,3,328,299.0079,-65.7914
0.500000,0.100000,0,3,336,299.4735,-65.7673
0.500000,0.100000,0,3,344,300.4806,-65.5390
0.500000,0.100000,0,3,352,306.6069,-64.9002
0.500000,0.100000,0,3,360,316.7266,-64.7802
0.500000,0.100000,0,3,368,336.8993,-64.7736
0.500000,0.100000,0,4,0,0.0000,-65.0000
0.500000,0.100000,0,4,8,0.0654,-64.9915
0.500000,0.100000,0,4,16,0.7270,-64.9524
0.500000,0.100000,0,4,24,6.3810,-64.8070
0.500000,0.100000,0,4,32,24.0332,-64.7738
0.500000,0.100000,0,4,40,84.4137,-64.7735
0.500000,0.100000,0,4,48,99.8995,-64.7735
0.500000,0.100000,0,4,56,100.0450,-64.7737
0.500000,0.100000,0,4,64,100.0700,-64.7738
0.500000,0.100000,0,4,72,100.3250,-64.7833
0.500000,0.100000,0,4,80,100.4162,-64.7927
0.500000,0.100000,0,4,88,100.5500,-64.8138
0.500000,0.100000,0,4,96,100.8782,-64.8936
0.500000,0.100000,0,4,104,101.0600,-64.9444
0.500000,0.100000,0,4,112,102.4799,-65.2594
0.500000,0.100000,0,4,120,102.7598,-65.3059
0.500000,0.100000,0,4,128,103.0824,-65.3537
0.500000,0.100000,0,4,136,104.0300,-65.4689
0.500000,0.100000,0,4,144,104.8350,-65.5427
0.500000,0.100000,0,4,152,105.9783,-65.6194
0.500000,0.100000,0,4,160,106.7028,-65.6552
0.500000,0.100000,0,4,168,107.6647,-65.6913
0.500000,0.100000,0,4,176,108.3400,-65.7105
0.500000,0.100000,0,4,184,108.6250,-65.7175
0.500000,0.100000,0,4,192,109.3246,-65.7321
0.500000,0.100000,0,4,200,109.9077,-65.7421
0.500000,0.100000,0,4,208,111.2250,-65.7587
0.500000,0.100000,0,4,216,111.5654,-65.7620
0.500000,0.100000,0,4,224,111.9950,-65.7656
0.500000,0.100000,0,4,232,112.2850,-65.7678
0.500000,0.100000,0,4,240,113.2050,-65.7736
0.500000,0.100000,0,4,248,113.6200,-65.7757
0.500000,0.100000,0,4,256,115.6950,-65.7832
0.500000,0.100000,0,4,264,116.2600,-65.7844
0.500000,0.100000,0,4,272,117.7350,-65.7869
0.500000,0.100000,0,4,280,119.3720,-65.7885
0.500000,0.100000,0,4,288,121.8750,-65.7900
0.500000,0.100000,0,4,296,124.1050,-65.7906
0.500000,0.100000,0,4,304,133.7550,-65.7913
0.500000,0.100000,0,4,312,276.0210,-65.7914
0.500000,0.100000,0,4,320,296.5831,-65.7914
0.500000,0.100000,0,4,328,299.0079,-65.7914
0.500000,0.100000,0,4,336,299.4735,-65.7673
0.500000,0.100000,0,4,344,300.4806,-65.5390
0.500000,0.100000,0,4,352,306.6069,-64.9002
0.500000,0.100000,0,4,360,316.7266,-64.7802
0.500000,0.100000,0,4,368,336.8993,-64.7736
0.500000,0.100000,0,5,0,0.0000,-65.0000
0.500000,0.100000,0,5,8,0.0654,-64.9915
0.500000,0.100000,0,5,16,0.7270,-64.9524
0.500000,0.100000,0,5,24,6.3810,-64.8070
0.500000,0.100000,0,5,32,24.0332,-64.7738
0.500000,0.100000,0,5,40,84.4137,-64.7735
0.500000,0.100000,0,5,48,99.8995,-64.7735
0.500000,0.100000,0,5,56,100.0450,-64.7737
0.500000,0.100000,0,5,64,100.0700,-64.7738
0.500000,0.100000,0,5,72,100.3250,-64.7833
0.500000,0.100000,0,5,80,100.4162,-64.7927
0.500000,0.100000,0,5,88,100.5500,-64.8138
0.500000,0.100000,0,5,96,100.8782,-64.8936
0.500000,0.100000,0,5,104,101.0600,-64.9444
0.500000,0.100000,0,5,112,102.4799,-65.2594
0.500000,0.100000,0,5,120,102.7598,-65.3059
0.500000,0.100000,0,5,128,103.0824,-65.3537
0.500000,0.100000,0,5,136,104.0300,-65.4689
0.500000,0.100000,0,5,144,104.8350,-65.5427
0.500000,0.100000,0,5,152,105.9783,-65.6194
0.500000,0.100000,0,5,160,106.7028,-65.6552
0.500000,0.100000,0,5,168,107.6647,-65.6913
0.500000,0.100000,0,5,176,108.3400,-65.7105
0.500000,0.100000,0,5,184,108.6250,-65.7175
0.500000,0.100000,0,5,192,109.3246,-65.7321
0.500000,0.100000,0,5,200,109.9077,-65.7421
0.500000,0.100000,0,5,208,111.2250,-65.7587
0.500000,0.100000,0,5,216,111.5654,-65.7620
0.500000,0.100000,0,5,224,111.9950,-65.7656
0.500000,0.100000,0,5,232,112.2850,-65.7678
0.500000,0.100000,0,5,240,113.2050,-65.7736
0.500000,0.100000,0,5,248,113.6200,-65.7757
0.500000,0.100000,0,5,256,115.6950,-65.7832
0.500000,0.100000,0,5,264,116.2600,-65.7844
0.500000,0.100000,0,5,272,117.7350,-65.7869
0.500000,0.100000,0,5,280,119.3720,-65.7885
0.500000,0.100000,0,5,288,121.8750,-65.7900
0.500000,0.100000,0,5,296,124.1050,-65.7906
0.500000,0.100000,0,5,304,133.7550,-65.7913
0.500000,0.100000,0,5,312,276.0210,-65.7914
0.500000,0.100000,0,5,320,296.5831,-65.7914
0.500000,0.100000,0,5,328,299.0079,-65.7914
0.500000,0.100000,0,5,336,299.4735,-65.7673
0.500000,0.100000,0,5,344,300.4806,-65.5390
0.500000,0.100000,0,5,352,306.6069,-64.9002
0.500000,0.100000,0,5,360,316.7266,-64.7802
0.500000,0.100000,0,5,368,336.8993,-64.7736
0.500000,0.100000,0,6,0,0.0000,-65.0000
0.500000,0.100000,0,6,8,0.0654,-64.9915
0.500000,0.100000,0,6,16,0.7270,-64.9524
0.500000,0.100000,0,6,24,6.3810,-64.8070
0.500000,0.100000,0,6,32,24.0332,-64.7738
0.500000,0.100000,0,6,40,84.4137,-64.7735
0.500000,0.100000,0,6,48,99.8995,-64.7735
0.500000,0.100000,0,6,56,100.0450,-64.7737
0.500000,0.100000,0,6,64,100.0700,-64.7738
0.500000,0.100000,0,6,72,100.3250,-64.7833
0.500000,0.100000,0,6,80,100.4162,-64.7927
0.500000,0.100000,0,6,88,100.5500,-64.8138
0.500000,0.100000,0,6,96,100.8782,-64.8936
0.500000,0.100000,0,6,104,101.0600,-64.9444
0.500000,0.100000,0,6,112,102.4799,-65.2594
0.500000,0.100000,0,6,120,102.7598,-65.3059
0.500000,0.100000,0,6,128,103.0824,-65.3537
0.500000,0.100000,0,6,136,104.0300,-65.4689
0.500000,0.100000,0,6,144,104.8350,-65.5427
0.500000,0.100000,0,6,152,105.9783,-65.6194
0.500000,0.100000,0,6,160,106.7028,-65.6552
0.500000,0.100000,0,6,168,107.6647,-65.6913
0.500000,0.100000,0,6,176,108.3400,-65.7105
0.500000,0.100000,0,6,184,108.6250,-65.7175
0.500000,0.100000,0,6,192,109.3246,-65.7321
0.500000,0.100000,0,6,200,109.9077,-65.7421
0.500000,0.100000,0,6,208,111.2250,-65.7587
0.500000,0.100000,0,6,216,111.5654,-65.7620
0.500000,0.100000,0,6,224,111.9950,-65.7656
0.500000,0.100000,0,6,232,112.2850,-65.7678
0.500000,0.100000,0,6,240,113.2050,-65.7736
0.500000,0.100000,0,6,248,113.6200,-65.7757
0.500000,0.100000,0,6,256,115.6950,-65.7832
0.500000,0.100000,0,6,264,116.2600,-65.7844
0.500000,0.100000,0,6,272,117.7350,-65.7869
0.500000,0.100000,0,6,280,119.3720,-65.7885
0.500000,0.100000,0,6,288,121.8750,-65.7900
0.500000,0.100000,0,6,296,124.1050,-65.7906
0.500000,0.100000,0,6,304,133.7550,-65.7913
0.500000,0.100000,0,6,312,276.0210,-65.7914
0.500000,0.100000,0,6,320,296.5831,-65.7914
0.500000,0.100000,0,6,328,299.0079,-65.7914
0.500000,0.100000,0,6,336,299.4735,-65.7673
0.500000,0.100000,0,6,344,300.4806,-65.5390
0.500000,0.100000,0,6,352,306.6069,-64.9002
0.500000,0.100000,0,6,360,316.7266,-64.7802
0.500000,0.100000,0,6,368,336.8993,-64.7736
0.500000,0.100000,0,7,0,0.0000,-65.0000
0.500000,0.100000,0,7,8,0.0654,-64.9915
0.500000,0.100000,0,7,16,0.7270,-64.9524
0.500000,0.100000,0,7,24,6.3810,-64.8070
0.500000,0.100000,0,7,32,24.0332,-64.7738
0.500000,0.100000,0,7,40,84.4137,-64.7735
0.500000,0.100000,0,7,48,99.8995,-64.7735
0.500000,0.100000,0,7,56,100.0450,-64.7737
0.500000,0.100000,0,7,64,100.0700,-64.7738
0.500000,0.100000,0,7,72,100.3250,-64.7833
0.500000,0.100000,0,7,80,100.4162,-64.7927
0.500000,0.100000,0,7,88,100.5500,-64.8138
0.500000,0.100000,0,7,96,100.8782,-64.8936
0.500000,0.100000,0,7,104,101.0600,-64.9444
0.500000,0.100000,0,7,112,102.4799,-65.2594
0.500000,0.100000,0,7,120,102.7598,-65.3059
0.500000,0.100000,0,7,128,103.0824,-65.3537
0.500000,0.100000,0,7,136,104.0300,-65.4689
0.500000,0.100000,0,7,144,104.8350,-65.5427
0.500000,0.100000,0,7,152,105.9783,-65.6194
0.500000,0.100000,0,7,160,106.7028,-65.6552
0.500000,0.100000,0,7,168,107.6647,-65.6913
0.500000,0.100000,0,7,176,108.3400,-65.7105
0.500000,0.100000,0,7,184,108.6250,-65.7175
0.500000,0.100000,0,7,192,109.3246,-65.7321
0.500000,0.100000,0,7,200,109.9077,-65.7421
0.500000,0.100000,0,7,208,111.2250,-65.7587
0.500000,0.100000,0,7,216,111.5654,-65.7620
0.500000,0.100000,0,7,224,111.9950,-65.7656
0.500000,0.100000,0,7,232,112.2850,-65.7678
0.500000,0.100000,0,7,240,113.2050,-65.7736
0.500000,0.100000,0,7,248,113.6200,-65.7757
0.500000,0.100000,0,7,256,115.6950,-65.7832
0.500000,0.100000,0,7,264,116.2600,-65.7844
0.500000,0.100000,0,7,272,117.7350,-65.7869
0.500000,0.100000,0,7,280,119.3720,-65.7885
0.500000,0.100000,0,7,288,121.8750,-65.7900
0.500000,0.100000,0,7,296,124.1050,-65.7906
0.500000,0.100000,0,7,304,133.7550,-65.7913
0.500000,0.100000,0,7,312,276.0210,-65.7914
0.500000,0.100000,0,7,320,296.5831,-65.7914
0.500000,0.100000,0,7,328,299.0079,-65.7914
0.500000,0.100000,0,7,336,299.4735,-65.7673
0.500000,0.100000,0,7,344,300.4806,-65.5390
0.500000,0.100000,0,7,352,306.6069,-64.9002
0.500000,0.100000,0,7,360,316.7266,-64.7802
0.500000,0.100000,0,7,368,336.8993,-64.7736
0.500000,0.100000,0,8,0,0.0000,-65.0000
0.500000,0.100000,0,8,8,0.0654,-64.9915
0.500000,0.100000,0,8,16,0.7270,-64.9524
0.500000,0.100000,0,8,24,6.3810,-64.8070
0.500000,0.100000,0,8,32,24.0332,-64.7738
0.500000,0.100000,0,8,40,84.4137,-64.7735
0.500000,0.100000,0,8,48,99.8995,-64.7735
0.500000,0.100000,0,8,56,100.0450,-64.7737
0.500000,0.100000,0,8,64,100.0700,-64.7738
0.500000,0.100000,0,8,72,100.3250,-64.7833
0.500000,0.100000,0,8,80,100.4162,-64.7927
0.500000,0.100000,0,8,88,100.5500,-64.8138
0.500000,0.100000,0,8,96,100.8782,-64.8936
0.500000,0.100000,0,8,104,101.0600,-64.9444
0.500000,0.100000,0,8,112,102.4799,-65.2594
0.500000,0.100000,0,8,120,102.7598,-65.3059
0.500000,0.100000,0,8,128,103.0824,-65.3537
0.500000,0.100000,0,8,136,104.0300,-65.4689
0.500000,0.100000,0,8,144,104.8350,-65.5427
0.500000,0.100000,0,8,152,105.9783,-65.6194
0.500000,0.100000,0,8,160,106.7028,-65.6552
0.500000,0.100000,0,8,168,107.6647,-65.6913
0.500000,0.100000,0,8,176,108.3400,-65.7105
0.500000,0.100000,0,8,184,108.6250,-65.7175
0.500000,0.100000,0,8,192,109.3246,-65.7321
0.500000,0.100000,0,8,200,109.9077,-65.7421
0.500000,0.100000,0,8,208,111.2250,-65.7587
0.500000,0.100000,0,8,216,111.5654,-65.7620
0.500000,0.100000,0,8,224,111.9950,-65.7656
0.500000,0.100000,0,8,232,112.2850,-65.7678
0.500000,0.100000,0,8,240,113.2050,-65.7736
0.500000,0.100000,0,8,248,113.6200,-65.7757
0.500000,0.100000,0,8,256,115.6950,-65.7832
0.500000,0.100000,0,8,264,116.2600,-65.7844
0.500000,0.100000,0,8,272,117.7350,-65.7869
0.500000,0.100000,0,8,280,119.3720,-65.7885
0.500000,0.100000,0,8,288,121.8750,-65.7900
0.500000,0.100000,0,8,296,124.1050,-65.7906
0.500000,0.100000,0,8,304,133.7550,-65.7913
0.500000,0.100000,0,8,312,276.0210,-65.7914
0.500000,0.100000,0,8,320,296.5831,-65.7914
0.500000,0.100000,0,8,328,299.0079,-65.7914
0.500000,0.100000,0,8,336,299.4735,-65.7673
0.500000,0.100000,0,8,344,300.4806,-65.5390
0.500000,0.100000,0,8,352,306.6069,-64.9002
0.500000,0.100000,0,8,360,316.7266,-64.7802
0.500000,0.100000,0,8,368,336.8993,-64.7736
0.500000,0.100000,0,9,0,0.0000,-65.0000
0.500000,0.100000,0,9,8,0.0654,-64.9915
0.500000,0.100000,0,9,16,0.7270,-64.9524
0.500000,0.100000,0,9,24,6.3810,-64.8070
0.500000,0.100000,0,9,32,24.0332,-64.7738
0.500000,0.100000,0,9,40,84.4137,-64.7735
0.500000,0.100000,0,9,48,99.8995,-64.7735
0.500000,0.100000,0,9,56,100.0450,-64.7737
0.500000,0.100000,0,9,64,100.0700,-64.7738
0.500000,0.100000,0,9,72,100.3250,-64.7833
0.500000,0.100000,0,9,80,100.4162,-64.7927
0.500000,0.100000,0,9,88,100.5500,-64.8138
0.500000,0.100000,0,9,96,100.8782,-64.8936
0.500000,0.100000,0,9,104,101.0600,-64.9444
0.500000,0.100000,0,9,112,102.4799,-65.2594
0.500000,0.100000,0,9,120,102.7598,-65.3059
0.500000,0.100000,0,9,128,103.0824,-65.3537
0.500000,0.100000,0,9,136,104.0300,-65.4689
0.500000,0.100000,0,9,144,104.8350,-65.5427
0.500000,0.100000,0,9,152,105.9783,-65.6194
0.500000,0.100000,0,9,160,106.7028,-65.6552
0.500000,0.100000,0,9,168,107.6647,-65.6913
0.500000,0.100000,0,9,176,108.3400,-65.7105
0.500000,0.100000,0,9,184,108.6250,-65.7175
0.500000,0.100000,0,9,192,109.3246,-65.7321
0.500000,0.100000,0,9,200,109.9077,-65.7421
0.500000,0.100000,0,9,208,111.2250,-65.7587
0.500000,0.100000,0,9,216,111.5654,-65.7620
0.500000,0.100000,0,9,224,111.9950,-65.7656
0.500000,0.100000,0,9,232,112.2850,-65.7678
0.500000,0.100000,0,9,240,113.2050,-65.7736
0.500000,0.100000,0,9,248,113.6200,-65.7757
0.500000,0.100000,0,9,256,115.6950,-65.7832
0.500000,0.100000,0,9,264,116.2600,-65.7844
0.500000,0.100000,0,9,272,117.7350,-65.7869
0.500000,0.100000,0,9,280,119.3720,-65.7885
0.500000,0.100000,0,9,288,121.8750,-65.7900
0.500000,0.100000,0,9,296,124.1050,-65.7906
0.500000,0.100000,0,9,304,133.7550,-65.7913
0.500000,0.100000,0,9,312,276.0210,-65.7914
0.500000,0.100000,0,9,320,296.5831,-65.7914
0.500000,0.100000,0,9,328,299.0079,-65.7914
0.500000,0.100000,0,9,336,299.4735,-65.7673
0.500000,0.100000,0,9,344,300.4806,-65.5390
0.500000,0.100000,0,9,352,306.6069,-64.9002
0.500000,0.100000,0,9,360,316.7266,-64.7802
0.500000,0.100000,0,9,368,336.8993,-64.7736
0.500000,0.100000,0,10,0,0.0000,-65.0000
0.500000,0.100000,0,10,8,0.0654,-64.9915
0.500000,0.100000,0,10,16,0.7270,-64.9524
0.500000,0.100000,0,10,24,6.3810,-64.8070
0.500000,0.100000,0,10,32,24.0332,-64.7738
0.500000,0.100000,0,10,40,84.4137,-64.7735
0.500000,0.100000,0,10,48,99.8995,-64.7735
0.500000,0.100000,0,10,56,100.0450,-64.7737
0.500000,0.100000,0,10,64,100.0700,-64.7738
0.500000,0.100000,0,10,72,100.3250,-64.7833
0.500000,0.100000,0,10,80,100.4162,-64.7927
0.500000,0.100000,0,10,88,100.5500,-64.8138
0.500000,0.100000,0,10,96,100.8782,-64.8936
0.500000,0.100000,0,10,104,101.0600,-64.9444
0.500000,0.100000,0,10,112,102.4799,-65.2594
0.500000,0.100000,0,10,120,102.7598,-65.3059
0.500000,0.100000,0,10,128,103.0824,-65.3537
0.500000,0.100000,0,10,136,104.0300,-65.4689
0.500000,0.100000,0,10,144,104.8350,-65.5427
0.500000,0.100000,0,10,152,105.9783,-65.6194
0.500000,0.100000,0,10,160,106.7028,-65.6552
0.500000,0.100000,0,10,168,107.6647,-65.6913
0.500000,0.100000,0,10,176,108.3400,-65.7105
0.500000,0.100000,0,10,184,108.6250,-65.7175
0.500000,0.100000,0,10,192,109.3246,-65.7321
0.500000,0.100000,0,10,200,109.9077,-65.7421
0.500000,0.100000,0,10,208,111.2250,-65.7587
0.500000,0.100000,0,10,216,111.5654,-65.7620
0.500000,0.100000,0,10,224,111.9950,-65.7656
0.500000,0.100000,0,10,232,112.2850,-65.7678
0.500000,0.100000,0,10,240,113.2050,-65.7736
0.500000,0.100000,0,10,248,113.6200,-65.7757
0.500000,0.100000,0,10,256,115.6950,-65.7832
0.500000,0.100000,0,10,264,116.2600,-65.7844
0.500000,0.100000,0,10,272,117.7350,-65.7869
0.500000,0.100000,0,10,280,119.3720,-65.7885
0.500000,0.100000,0,10,288,121.8750,-65.7900
0.500000,0.100000,0,10,296,124.1050,-65.7906
0.500000,0.100000,0,10,304,133.7550,-65.7913
0.500000,0.100000,0,10,312,276.0210,-65.7914
0.500000,0.100000,0,10,320,296.5831,-65.7914
0.500000,0.100000,0,10,328,299.0079,-65.7914
0.500000,0.100000,0,10,336,299.4735,-65.7673
0.500000,0.100000,0,10,344,300.4806,-65.5390
0.500000,0.100000,0,10,352,306.6069,-64.9002
0.500000,0.100000,0,10,360,316.7266,-64.7802
0.500000,0.100000,0,10,368,336.8993,-64.7736
0.500000,0.100000,30,1001,0,0.0000,-65.0000
0.500000,0.100000,30,1001,8,0.0654,-64.9915
0.500000,0.100000,30,1001,16,0.7270,-64.9524
0.500000,0.100000,30,1001,24,6.3810,-64.8070
0.500000,0.100000,30,1001,32,24.0332,-64.7738
0.500000,0.100000,30,1001,40,84.4137,-64.7735
0.500000,0.100000,30,1001,48,100.0000,-64.7735
0.500000,0.100000,30,1001,56,100.0533,-64.7737
0.500000,0.100000,30,1001,64,100.1267,-64.7744
0.500000,0.100000,30,1001,72,100.3849,-64.7870
0.500000,0.100000,30,1001,80,100.9625,-64.9025
0.500000,0.100000,30,1001,88,101.5938,-65.0563
0.500000,0.100000,30,1001,96,101.9823,-65.1360
0.500000,0.100000,30,1001,104,102.6650,-65.2543
0.500000,0.100000,30,1001,112,103.3556,-65.3497
0.500000,0.100000,30,1001,120,103.8693,-65.4080
0.500000,0.100000,30,1001,128,104.2781,-65.4480
0.500000,0.100000,30,1001,136,104.9807,-65.5057
0.500000,0.100000,30,1001,144,105.9039,-65.5646
0.500000,0.100000,30,1001,152,107.1630,-65.6215
0.500000,0.100000,30,1001,160,107.6140,-65.6367
0.500000,0.100000,30,1001,168,108.0499,-65.6494
0.500000,0.100000,30,1001,176,108.2918,-65.6557
0.500000,0.100000,30,1001,184,108.5153,-65.6611
0.500000,0.100000,30,1001,192,109.1902,-65.6753
0.500000,0.100000,30,1001,200,110.6730,-65.6979
0.500000,0.100000,30,1001,208,111.0477,-65.7020
0.500000,0.100000,30,1001,216,111.4501,-65.7060
0.500000,0.100000,30,1001,224,112.7624,-65.7158
0.500000,0.100000,30,1001,232,114.1903,-65.7228
0.500000,0.100000,30,1001,240,116.4794,-65.7293
0.500000,0.100000,30,1001,248,117.2827,-65.7306
0.500000,0.100000,30,1001,256,118.0739,-65.7316
0.500000,0.100000,30,1001,264,119.2914,-65.7328
0.500000,0.100000,30,1001,272,122.4733,-65.7345
0.500000,0.100000,30,1001,280,123.0222,-65.7346
0.500000,0.100000,30,1001,288,124.5330,-65.7350
0.500000,0.100000,30,1001,296,127.8098,-65.7354
0.500000,0.100000,30,1001,304,207.2961,-65.7357
0.500000,0.100000,30,1001,312,293.3528,-65.7357
0.500000,0.100000,30,1001,320,299.0358,-65.7356
0.500000,0.100000,30,1001,328,299.5669,-65.7022
0.500000,0.100000,30,1001,336,300.4360,-65.5108
