b2gnmda_ns,direction,t_ms,v_mv
0.0,PD,950.25,-60.030008652847336
0.0,PD,950.5,-60.02999756769277
0.0,PD,950.75,-60.029997076256414
0.0,PD,951.0,-60.030000366807506
0.0,PD,951.25,-60.030005780153026
0.0,PD,951.5,-60.03000827537491
0.0,PD,951.75,-60.03000954406336
0.0,PD,952.0,-60.030014013524614
0.0,PD,952.25,-60.030007842036966
0.0,PD,952.5,-60.02999914905833
0.0,PD,952.75,-60.03000117227096
0.0,PD,953.0,-60.02999933425139
0.0,PD,953.25,-60.030005630713944
0.0,PD,953.5,-60.03000532052795
0.0,PD,953.75,-60.03002143650685
0.0,PD,954.0,-60.02999862877757
0.0,PD,954.25,-60.03000260381621
0.0,PD,954.5,-60.03000969112432
0.0,PD,954.75,-60.02999791075543
0.0,PD,955.0,-60.03000187016327
0.0,PD,955.25,-60.03000472338284
0.0,PD,955.5,-60.030010306976635
0.0,PD,955.75,-60.030001011478454
0.0,PD,956.0,-60.02999915844407
0.0,PD,956.25,-60.02999795265132
0.0,PD,956.5,-60.02999583323881
0.0,PD,956.75,-60.030009947204285
0.0,PD,957.0,-60.030010363160486
0.0,PD,957.25,-60.030015428628694
0.0,PD,957.5,-60.030001797810705
0.0,PD,957.75,-60.02999550037007
0.0,PD,958.0,-60.02999864462824
0.0,PD,958.25,-60.02999654201554
0.0,PD,958.5,-60.0299990066557
0.0,PD,958.75,-60.03001519763167
0.0,PD,959.0,-60.030019896063514
0.0,PD,959.25,-60.02999839400838
0.0,PD,959.5,-60.02999618614061
0.0,PD,959.75,-60.029998611988965
0.0,PD,960.0,-60.029999032404405
0.0,PD,960.25,-60.03000856478415
0.0,PD,960.5,-60.030005374220075
0.0,PD,960.75,-60.03000151868656
0.0,PD,961.0,-60.0299983923279
0.0,PD,961.25,-60.02999392282854
0.0,PD,961.5,-60.02999224921712
0.0,PD,961.75,-60.03000792654785
0.0,PD,962.0,-60.03000188746779
0.0,PD,962.25,-60.03000724868024
0.0,PD,962.5,-60.02999197181183
0.0,PD,962.75,-60.02999260834573
0.0,PD,963.0,-60.029996970679434
0.0,PD,963.25,-60.02999227065919
0.0,PD,963.5,-60.03001973344894
0.0,PD,963.75,-60.029993703078375
0.0,PD,964.0,-60.030000617434744
0.0,PD,964.25,-60.02999469240787
0.0,PD,964.5,-60.02999945029091
0.0,PD,964.75,-60.029996295430074
0.0,PD,965.0,-60.03000049687263
0.0,PD,965.25,-60.03000156034209
0.0,PD,965.5,-60.03000524880326
0.0,PD,965.75,-60.030004599725174
0.0,PD,966.0,-60.03000698579605
0.0,PD,966.25,-60.0300097659517
0.0,PD,966.5,-60.03000059619077
0.0,PD,966.75,-60.03001838427633
0.0,PD,967.0,-60.03000663614868
0.0,PD,967.25,-60.030003982965724
0.0,PD,967.5,-60.030006593181916
0.0,PD,967.75,-60.0300080215891
0.0,PD,968.0,-60.03000294567539
0.0,PD,968.25,-60.03000499238337
0.0,PD,968.5,-60.030005507895254
0.0,PD,968.75,-60.03000632049486
0.0,PD,969.0,-60.030001808648585
0.0,PD,969.25,-60.03000156513672
0.0,PD,969.5,-60.03000188103162
0.0,PD,969.75,-60.030001596689544
0.0,PD,970.0,-60.029991433061795
0.0,PD,970.25,-60.02999527643581
0.0,PD,970.5,-60.029995425025746
0.0,PD,970.75,-60.029998945869764
0.0,PD,971.0,-60.02999709052329
0.0,PD,971.25,-60.02999666828547
0.0,PD,971.5,-60.03000478108011
0.0,PD,971.75,-60.03000077001047
0.0,PD,972.0,-60.03000428792836
0.0,PD,972.25,-60.029998670129366
0.0,PD,972.5,-60.03000616269064
0.0,PD,972.75,-60.03000710615373
0.0,PD,973.0,-60.029993190361026
0.0,PD,973.25,-60.029996552861455
0.0,PD,973.5,-60.030000420238835
0.0,PD,973.75,-60.02999006397563
0.0,PD,974.0,-60.02999464811561
0.0,PD,974.25,-60.03000297558469
0.0,PD,974.5,-60.030006129328726
0.0,PD,974.75,-60.03000843549542
0.0,PD,975.0,-60.03000804252238
0.0,PD,975.25,-60.03000890405332
0.0,PD,975.5,-60.030006069787945
0.0,PD,975.75,-60.030000766903555
0.0,PD,976.0,-60.029998280445355
0.0,PD,976.25,-60.02999883954851
0.0,PD,976.5,-60.02999991610637
0.0,PD,976.75,-60.03000463690243
0.0,PD,977.0,-60.02999556248619
0.0,PD,977.25,-60.02999803399982
0.0,PD,977.5,-60.02999250469979
0.0,PD,977.75,-60.02998871622319
0.0,PD,978.0,-60.02999615545676
0.0,PD,978.25,-60.029990466447956
0.0,PD,978.5,-60.029998497864604
0.0,PD,978.75,-60.02999892285101
0.0,PD,979.0,-60.02999240158866
0.0,PD,979.25,-60.03001135521371
0.0,PD,979.5,-60.02999837531888
0.0,PD,979.75,-60.030008506784306
0.0,PD,980.0,-60.0300011486033
0.0,PD,980.25,-60.029997225850174
0.0,PD,980.5,-60.030006163148876
0.0,PD,980.75,-60.02999913557042
0.0,PD,981.0,-60.02998497984897
0.0,PD,981.25,-60.0299807623523
0.0,PD,981.5,-60.03000074534926
0.0,PD,981.75,-60.03001050687921
0.0,PD,982.0,-60.029994003503134
0.0,PD,982.25,-60.03000516617345
0.0,PD,982.5,-60.02998368208202
0.0,PD,982.75,-60.02999754935004
0.0,PD,983.0,-60.02999281290639
0.0,PD,983.25,-60.0300018245137
0.0,PD,983.5,-60.030005151798825
0.0,PD,983.75,-60.03000328869732
0.0,PD,984.0,-60.030000956399974
0.0,PD,984.25,-60.03000827969896
0.0,PD,984.5,-60.03000573728418
0.0,PD,984.75,-60.03000237986687
0.0,PD,985.0,-60.03000382240936
0.0,PD,985.25,-60.0299955313984
0.0,PD,985.5,-60.029997500368395
0.0,PD,985.75,-60.0299924908391
0.0,PD,986.0,-60.029993747944104
0.0,PD,986.25,-60.03000495216919
0.0,PD,986.5,-60.02999776622868
0.0,PD,986.75,-60.02999448081306
0.0,PD,987.0,-60.030005083614235
0.0,PD,987.25,-60.02999673315557
0.0,PD,987.5,-60.02999400718786
0.0,PD,987.75,-60.03000246356099
0.0,PD,988.0,-60.02999228141016
0.0,PD,988.25,-60.029993636721194
0.0,PD,988.5,-60.03000191505894
0.0,PD,988.75,-60.02999716976371
0.0,PD,989.0,-60.03000651717326
0.0,PD,989.25,-60.03001435175774
0.0,PD,989.5,-60.030001811562265
0.0,PD,989.75,-60.02998675428238
0.0,PD,990.0,-60.02998407352975
0.0,PD,990.25,-60.029987488358984
0.0,PD,990.5,-60.029996925569456
0.0,PD,990.75,-60.029992780049454
0.0,PD,991.0,-60.0300116872825
0.0,PD,991.25,-60.03001131822874
0.0,PD,991.5,-60.030007231782044
0.0,PD,991.75,-60.03000901145927
0.0,PD,992.0,-60.03001371285599
0.0,PD,992.25,-60.02999034126722
0.0,PD,992.5,-60.02999292329706
0.0,PD,992.75,-60.030010491635636
0.0,PD,993.0,-60.029995172550855
0.0,PD,993.25,-60.030008606507344
0.0,PD,993.5,-60.02999614650394
0.0,PD,993.75,-60.02999817251797
0.0,PD,994.0,-60.03000022089438
0.0,PD,994.25,-60.02999640592051
0.0,PD,994.5,-60.029998748417825
0.0,PD,994.75,-60.030010785589326
0.0,PD,995.0,-60.0300086701013
0.0,PD,995.25,-60.03000406685794
0.0,PD,995.5,-60.029995742472224
0.0,PD,995.75,-60.02999655030502
0.0,PD,996.0,-60.029988111083014
0.0,PD,996.25,-60.02999598801895
0.0,PD,996.5,-60.03001126215361
0.0,PD,996.75,-60.030002051418144
0.0,PD,997.0,-60.030011151768946
0.0,PD,997.25,-60.030007147343575
0.0,PD,997.5,-60.0299962577564
0.0,PD,997.75,-60.030001249466004
0.0,PD,998.0,-60.030009850365545
0.0,PD,998.25,-60.03000455057776
0.0,PD,998.5,-60.02999963408961
0.0,PD,998.75,-60.03000486918106
0.0,PD,999.0,-60.0300011046698
0.0,PD,999.25,-60.03000334516677
0.0,PD,999.5,-60.029992176249905
0.0,PD,999.75,-60.029997961925545
0.0,PD,1000.0,-60.02999686712974
0.0,ND,0.0,-65.0
0.0,ND,0.25,-64.36507360037717
0.0,ND,0.5,-63.81148975327209
0.0,ND,0.75,-63.32627167057695
0.0,ND,1.0,-62.9031928570616
0.0,ND,1.25,-62.53590292463788
0.0,ND,1.5,-62.21477380806965
0.0,ND,1.75,-61.9342119907413
0.0,ND,2.0,-61.69060580943335
0.0,ND,2.25,-61.47711950044545
0.0,ND,2.5,-61.29143485264629
0.0,ND,2.75,-61.12917556337342
0.0,ND,3.0,-60.98800845113943
0.0,ND,3.25,-60.86501039803735
0.0,ND,3.5,-60.757554972156
0.0,ND,3.75,-60.66385713748353
0.0,ND,4.0,-60.58223770694689
0.0,ND,4.25,-60.51127633460139
0.0,ND,4.5,-60.449097854732955
0.0,ND,4.75,-60.394922297888975
0.0,ND,5.0,-60.347751445147516
0.0,ND,5.25,-60.306663434815746
0.0,ND,5.5,-60.270861252540335
0.0,ND,5.75,-60.23960057082654
0.0,ND,6.0,-60.21231671895766
0.0,ND,6.25,-60.18861669445462
0.0,ND,6.5,-60.167951446169376
0.0,ND,6.75,-60.14987988200125
0.0,ND,7.0,-60.13425922833385
0.0,ND,7.25,-60.12054091419196
0.0,ND,7.5,-60.10861530167553
0.0,ND,7.75,-60.098258936183655
0.0,ND,8.0,-60.08917521212819
0.0,ND,8.25,-60.081248102976005
0.0,ND,8.5,-60.07439976262005
0.0,ND,8.75,-60.068400093743435
0.0,ND,9.0,-60.0632031633208
0.0,ND,9.25,-60.05865813336556
0.0,ND,9.5,-60.05469199745421
0.0,ND,9.75,-60.05124191494021
0.0,ND,10.0,-60.0482360267548
0.0,ND,10.25,-60.0456209168244
0.0,ND,10.5,-60.04331827126469
0.0,ND,10.75,-60.041333340383424
0.0,ND,11.0,-60.0396172321185
0.0,ND,11.25,-60.038122814623215
0.0,ND,11.5,-60.03682196579866
0.0,ND,11.75,-60.03567355113422
0.0,ND,12.0,-60.0346682783226
0.0,ND,12.25,-60.033812601707
0.0,ND,12.5,-60.033048865615996
0.0,ND,12.75,-60.03238128007822
0.0,ND,13.0,-60.0318130610338
0.0,ND,13.25,-60.03131690742663
0.0,ND,13.5,-60.030884206301785
0.0,ND,13.75,-60.03050191169802
0.0,ND,14.0,-60.03018285589273
0.0,ND,14.25,-60.02988550819255
0.0,ND,14.5,-60.029631751189314
0.0,ND,14.75,-60.02941935208538
0.0,ND,15.0,-60.02921050682892
0.0,ND,15.25,-60.029053445619134
0.0,ND,15.5,-60.02892936521361
0.0,ND,15.75,-60.02879483546666
0.0,ND,16.0,-60.02869051367987
0.0,ND,16.25,-60.02859859854195
0.0,ND,16.5,-60.02850994999586
0.0,ND,16.75,-60.02843852260573
0.0,ND,17.0,-60.02838212285151
0.0,ND,17.25,-60.02833484269094
0.0,ND,17.5,-60.028286505624834
0.0,ND,17.75,-60.02825170423738
0.0,ND,18.0,-60.0282092321033
0.0,ND,18.25,-60.028175369778914
0.0,ND,18.5,-60.028156866546105
0.0,ND,18.75,-60.02812930193257
0.0,ND,19.0,-60.028107792109545
0.0,ND,19.25,-60.0280964843349
0.0,ND,19.5,-60.02808678849427
0.0,ND,19.75,-60.02807083477845
0.0,ND,20.0,-60.0280588215279
0.0,ND,20.25,-60.02805038762647
0.0,ND,20.5,-60.02804593801534
0.0,ND,20.75,-60.02804320411602
0.0,ND,21.0,-60.0280257057852
0.0,ND,21.25,-60.02800621420136
0.0,ND,21.5,-60.0280124955822
0.0,ND,21.75,-60.028007115847714
0.0,ND,22.0,-60.02800955972593
0.0,ND,22.25,-60.0280147730945
0.0,ND,22.5,-60.028014738363275
0.0,ND,22.75,-60.02800062889165
0.0,ND,23.0,-60.02800621063681
0.0,ND,23.25,-60.02800730756445
0.0,ND,23.5,-60.028006450229405
0.0,ND,23.75,-60.02800410121595
0.0,ND,24.0,-60.028004055771824
0.0,ND,24.25,-60.02800422217027
0.0,ND,24.5,-60.02800841406776
0.0,ND,24.75,-60.02801440150928
0.0,ND,25.0,-60.0280103196087
0.0,ND,25.25,-60.02801484097817
0.0,ND,25.5,-60.028012575708665
0.0,ND,25.75,-60.02802181388122
0.0,ND,26.0,-60.028023639412275
0.0,ND,26.25,-60.02802619086154
0.0,ND,26.5,-60.02802027424959
0.0,ND,26.75,-60.02802417277453
0.0,ND,27.0,-60.02801967564051
0.0,ND,27.25,-60.02802800352445
0.0,ND,27.5,-60.02802699504804
0.0,ND,27.75,-60.02804124895652
0.0,ND,28.0,-60.02804221579615
0.0,ND,28.25,-60.02644439052506
0.0,ND,28.5,-60.017724403964884
0.0,ND,28.75,-60.00439805312191
0.0,ND,29.0,-59.990367828624265
0.0,ND,29.25,-59.97767800226856
0.0,ND,29.5,-59.967609933810444
0.0,ND,29.75,-59.96009382135118
0.0,ND,30.0,-59.95470549888999
0.0,ND,30.25,-59.95033226767463
0.0,ND,30.5,-59.944389130668924
0.0,ND,30.75,-59.93782633399775
0.0,ND,31.0,-59.9322503158609
0.0,ND,31.25,-59.92816107998103
0.0,ND,31.5,-59.925059344498905
0.0,ND,31.75,-59.92140403012551
0.0,ND,32.0,-59.917324965554656
0.0,ND,32.25,-59.91333431051132
0.0,ND,32.5,-59.90878759642189
0.0,ND,32.75,-59.903133862596206
0.0,ND,33.0,-59.89701345995171
0.0,ND,33.25,-59.891233415051985
0.0,ND,33.5,-59.886751178588014
0.0,ND,33.75,-59.883930943660275
0.0,ND,34.0,-59.882807597104886
0.0,ND,34.25,-59.88309998654741
0.0,ND,34.5,-59.88467405812207
0.0,ND,34.75,-59.887134188528044
0.0,ND,35.0,-59.89053773687718
0.0,ND,35.25,-59.894337583400656
0.0,ND,35.5,-59.89688422437448
0.0,ND,35.75,-59.89722626084083
0.0,ND,36.0,-59.89629116100636
0.0,ND,36.25,-59.89494579163305
0.0,ND,36.5,-59.89387377118928
0.0,ND,36.75,-59.893549203402564
0.0,ND,37.0,-59.89402731126513
0.0,ND,37.25,-59.89545291553892
0.0,ND,37.5,-59.89768186254343
0.0,ND,37.75,-59.900686128763816
0.0,ND,38.0,-59.904306742273
0.0,ND,38.25,-59.908331183397586
0.0,ND,38.5,-59.91150847511454
0.0,ND,38.75,-59.912779499881275
0.0,ND,39.0,-59.91258368699651
0.0,ND,39.25,-59.910911741586084
0.0,ND,39.5,-59.90615698723957
0.0,ND,39.75,-59.89989421685013
0.0,ND,40.0,-59.89413110272392
0.0,ND,40.25,-59.889598320129245
0.0,ND,40.5,-59.88536180856714
0.0,ND,40.75,-59.88054300299918
0.0,ND,41.0,-59.87561049489415
0.0,ND,41.25,-59.87086433180506
0.0,ND,41.5,-59.8652943344371
0.0,ND,41.75,-59.859264980054746
0.0,ND,42.0,-59.854211697797226
0.0,ND,42.25,-59.85071853126298
0.0,ND,42.5,-59.848701115247074
0.0,ND,42.75,-59.84776247921886
0.0,ND,43.0,-59.847641211032055
0.0,ND,43.25,-59.84653350339611
0.0,ND,43.5,-59.83788021842532
0.0,ND,43.75,-59.82356814887552
0.0,ND,44.0,-59.808096982754115
0.0,ND,44.25,-59.79419573898286
0.0,ND,44.5,-59.78274866454938
0.0,ND,44.75,-59.774046126501936
0.0,ND,45.0,-59.768132095856664
0.0,ND,45.25,-59.765337232273055
0.0,ND,45.5,-59.76538040748252
0.0,ND,45.75,-59.768171828950116
0.0,ND,46.0,-59.773346329417116
0.0,ND,46.25,-59.78022789355872
0.0,ND,46.5,-59.787919044000546
0.0,ND,46.75,-59.79578081590573
0.0,ND,47.0,-59.803668073684086
0.0,ND,47.25,-59.81122630701516
0.0,ND,47.5,-59.81433724592177
0.0,ND,47.75,-59.81291936590217
0.0,ND,48.0,-59.80997401105977
0.0,ND,48.25,-59.80757978819883
0.0,ND,48.5,-59.80662480720405
0.0,ND,48.75,-59.8076308756802
0.0,ND,49.0,-59.81047166027351
0.0,ND,49.25,-59.81399827544502
0.0,ND,49.5,-59.81575956225944
0.0,ND,49.75,-59.81752730722763
0.0,ND,50.0,-59.82028060333522
0.0,ND,50.25,-59.824196182114974
0.0,ND,50.5,-59.82668824534806
0.0,ND,50.75,-59.82775392303531
0.0,ND,51.0,-59.828863420486755
0.0,ND,51.25,-59.82735133550422
0.0,ND,51.5,-59.81366450882818
0.0,ND,51.75,-59.79316564861632
0.0,ND,52.0,-59.773060873633874
0.0,ND,52.25,-59.756275438865224
0.0,ND,52.5,-59.74219780375555
0.0,ND,52.75,-59.732142384178964
0.0,ND,53.0,-59.72610637058292
0.0,ND,53.25,-59.71412919916666
0.0,ND,53.5,-59.67808923915549
0.0,ND,53.75,-59.632945466009666
0.0,ND,54.0,-59.59049982763661
0.0,ND,54.25,-59.545063481309064
0.0,ND,54.5,-59.48511902929039
0.0,ND,54.75,-59.42687485385821
0.0,ND,55.0,-59.38029764650684
0.0,ND,55.25,-59.34713348954869
0.0,ND,55.5,-59.32570867841486
0.0,ND,55.75,-59.3150430824027
0.0,ND,56.0,-59.313950861430655
0.0,ND,56.25,-59.318352831864864
0.0,ND,56.5,-59.32091820114179
0.0,ND,56.75,-59.32528505283683
0.0,ND,57.0,-59.33404316242718
0.0,ND,57.25,-59.33665807049047
0.0,ND,57.5,-59.32201303973487
0.0,ND,57.75,-59.30514864442661
0.0,ND,58.0,-59.294675556371864
0.0,ND,58.25,-59.286034903911194
0.0,ND,58.5,-59.26241694646737
0.0,ND,58.75,-59.23263598569287
0.0,ND,59.0,-59.20613698983424
0.0,ND,59.25,-59.16838145275575
0.0,ND,59.5,-59.09941590065566
0.0,ND,59.75,-59.02832020994856
0.0,ND,60.0,-58.971951772619846
0.0,ND,60.25,-58.928748211575915
0.0,ND,60.5,-58.88131308942702
0.0,ND,60.75,-58.83932868338057
0.0,ND,61.0,-58.81243474631662
0.0,ND,61.25,-58.80106212091799
0.0,ND,61.5,-58.79909877649668
0.0,ND,61.75,-58.80682588009628
0.0,ND,62.0,-58.8258409322284
0.0,ND,62.25,-58.85378455671505
0.0,ND,62.5,-58.885284802136056
0.0,ND,62.75,-58.91959370687053
0.0,ND,63.0,-58.95730090407564
0.0,ND,63.25,-58.99062144019381
0.0,ND,63.5,-59.00972092456693
0.0,ND,63.75,-59.0245194007035
0.0,ND,64.0,-59.04194038780873
0.0,ND,64.25,-59.05621750735386
0.0,ND,64.5,-59.054218149132595
0.0,ND,64.75,-59.04693745767741
0.0,ND,65.0,-59.04293793948213
0.0,ND,65.25,-59.04593974759582
0.0,ND,65.5,-59.05460461815247
0.0,ND,65.75,-59.066788640422054
0.0,ND,66.0,-59.08401685642724
0.0,ND,66.25,-59.09595675691109
0.0,ND,66.5,-59.10665807739673
0.0,ND,66.75,-59.12400295517356
0.0,ND,67.0,-59.14867388733796
0.0,ND,67.25,-59.17718752518898
0.0,ND,67.5,-59.20056519934029
0.0,ND,67.75,-59.2219322773182
0.0,ND,68.0,-59.24512224373021
0.0,ND,68.25,-59.26863970684663
0.0,ND,68.5,-59.284448505069285
0.0,ND,68.75,-59.298196967861884
0.0,ND,69.0,-59.313846056568224
0.0,ND,69.25,-59.33271555861426
0.0,ND,69.5,-59.350501986555415
0.0,ND,69.75,-59.368715349797824
0.0,ND,70.0,-59.38870697522117
0.0,ND,70.25,-59.40152989005476
0.0,ND,70.5,-59.39702728627959
0.0,ND,70.75,-59.38676267718273
0.0,ND,71.0,-59.37978562628516
0.0,ND,71.25,-59.36997796674197
0.0,ND,71.5,-59.35074068204025
0.0,ND,71.75,-59.33578324486157
0.0,ND,72.0,-59.32888481949105
0.0,ND,72.25,-59.32962149966602
0.0,ND,72.5,-59.33035084026941
0.0,ND,72.75,-59.331259410610464
0.0,ND,73.0,-59.33612325942084
0.0,ND,73.25,-59.341579308183306
0.0,ND,73.5,-59.34090552435602
0.0,ND,73.75,-59.342839808252236
0.0,ND,74.0,-59.35131873427894
0.0,ND,74.25,-59.347612534675484
0.0,ND,74.5,-59.31631707551822
0.0,ND,74.75,-59.282722759530955
0.0,ND,75.0,-59.25967592702984
0.0,ND,75.25,-59.22818721259672
0.0,ND,75.5,-59.180606833270055
0.0,ND,75.75,-59.14258121811072
0.0,ND,76.0,-59.12128219628281
0.0,ND,76.25,-59.111828536986685
0.0,ND,76.5,-59.10674120582062
0.0,ND,76.75,-59.10851153459507
0.0,ND,77.0,-59.12115852425251
0.0,ND,77.25,-59.13905130396583
0.0,ND,77.5,-59.14932999812907
0.0,ND,77.75,-59.15930046043716
0.0,ND,78.0,-59.174851903592504
0.0,ND,78.25,-59.19018338921267
0.0,ND,78.5,-59.19511414144535
0.0,ND,78.75,-59.20244427956615
0.0,ND,79.0,-59.21680014142127
0.0,ND,79.25,-59.202542374089404
0.0,ND,79.5,-59.13525691238864
0.0,ND,79.75,-59.06978200999073
0.0,ND,80.0,-59.027181241695864
0.0,ND,80.25,-59.00307481752703
0.0,ND,80.5,-58.98760515619484
0.0,ND,80.75,-58.98475002899594
0.0,ND,81.0,-58.99508946293826
0.0,ND,81.25,-59.01098262329229
0.0,ND,81.5,-59.019053350469854
0.0,ND,81.75,-59.02930674987069
0.0,ND,82.0,-59.04593957565174
0.0,ND,82.25,-59.05213667581945
0.0,ND,82.5,-59.04082030019658
0.0,ND,82.75,-59.036879937310076
0.0,ND,83.0,-59.045710315538216
0.0,ND,83.25,-59.06216283866388
0.0,ND,83.5,-59.07429090130357
0.0,ND,83.75,-59.08656083302868
0.0,ND,84.0,-59.10422956186698
0.0,ND,84.25,-59.12266773332537
0.0,ND,84.5,-59.12446972515317
0.0,ND,84.75,-59.12263430709048
0.0,ND,85.0,-59.12819177027073
0.0,ND,85.25,-59.11162969838152
0.0,ND,85.5,-59.08301197127268
0.0,ND,85.75,-59.067862365632486
0.0,ND,86.0,-59.07049330969974
0.0,ND,86.25,-59.024428621150875
0.0,ND,86.5,-58.950050272546534
0.0,ND,86.75,-58.89859970014111
0.0,ND,87.0,-58.874890361781475
0.0,ND,87.25,-58.84153919169815
0.0,ND,87.5,-58.80187812404498
0.0,ND,87.75,-58.782262266522814
0.0,ND,88.0,-58.785334924565966
0.0,ND,88.25,-58.80312591008762
0.0,ND,88.5,-58.816719267623654
0.0,ND,88.75,-58.83498602804778
0.0,ND,89.0,-58.86416214433469
0.0,ND,89.25,-58.88429994082517
0.0,ND,89.5,-58.879400974458314
0.0,ND,89.75,-58.87543491635742
0.0,ND,90.0,-58.88473321723243
0.0,ND,90.25,-58.8520922528621
0.0,ND,90.5,-58.8383921202618
0.0,ND,90.75,-58.84535203729912
0.0,ND,91.0,-58.86890611579103
0.0,ND,91.25,-58.88690276084613
0.0,ND,91.5,-58.90277429166971
0.0,ND,91.75,-58.93024606049219
0.0,ND,92.0,-58.967449585034515
0.0,ND,92.25,-58.94577597645499
0.0,ND,92.5,-58.87558854573541
0.0,ND,92.75,-58.82385965712269
0.0,ND,93.0,-58.80211019854944
0.0,ND,93.25,-58.79712351549102
0.0,ND,93.5,-58.80107501555644
0.0,ND,93.75,-58.821267899856316
0.0,ND,94.0,-58.85644761002873
0.0,ND,94.25,-58.88838069783648
0.0,ND,94.5,-58.91124419706641
0.0,ND,94.75,-58.93731075093178
0.0,ND,95.0,-58.97033533413275
0.0,ND,95.25,-58.94628234223463
0.0,ND,95.5,-58.86904443034975
0.0,ND,95.75,-58.80836941760415
0.0,ND,96.0,-58.77921097271147
0.0,ND,96.25,-58.69676822954993
0.0,ND,96.5,-58.63299786839971
0.0,ND,96.75,-58.61609410226694
0.0,ND,97.0,-58.63186406347781
0.0,ND,97.25,-58.542986998199815
0.0,ND,97.5,-58.506914567142765
0.0,ND,97.75,-58.523312770056975
0.0,ND,98.0,-58.56503124483456
0.0,ND,98.25,-58.56117077195093
0.0,ND,98.5,-58.52336098323302
0.0,ND,98.75,-58.509213314634266
0.0,ND,99.0,-58.522140515888324
0.0,ND,99.25,-58.44520786183521
0.0,ND,99.5,-58.37969543910269
0.0,ND,99.75,-58.36277850962982
0.0,ND,100.0,-58.38197449763209
0.0,ND,100.25,-58.40047809247397
0.0,ND,100.5,-58.41310610542666
0.0,ND,100.75,-58.44225637965014
0.0,ND,101.0,-58.48852400946772
0.0,ND,101.25,-58.39897428748033
0.0,ND,101.5,-58.274094373217494
0.0,ND,101.75,-58.203823518870024
0.0,ND,102.0,-58.18519421612501
0.0,ND,102.25,-58.13034988740833
0.0,ND,102.5,-58.085599037833404
0.0,ND,102.75,-58.090352928804364
0.0,ND,103.0,-58.129419851324485
0.0,ND,103.25,-58.089056035090444
0.0,ND,103.5,-57.983928470148925
0.0,ND,103.75,-57.919727525166
0.0,ND,104.0,-57.90799017018667
0.0,ND,104.25,-57.84554859944665
0.0,ND,104.5,-57.76678909957311
0.0,ND,104.75,-57.73924546871564
0.0,ND,105.0,-57.760291306250046
0.0,ND,105.25,-57.7026805049285
0.0,ND,105.5,-57.62434937892399
0.0,ND,105.75,-57.59951456537819
0.0,ND,106.0,-57.62212250935817
0.0,ND,106.25,-57.535357469006236
0.0,ND,106.5,-57.44102167852696
0.0,ND,106.75,-57.40963137801642
0.0,ND,107.0,-57.43029061155684
0.0,ND,107.25,-57.37863811345481
0.0,ND,107.5,-57.35916838934978
0.0,ND,107.75,-57.40122589743165
0.0,ND,108.0,-57.48096076717915
0.0,ND,108.25,-56.872908639059105
0.0,ND,108.5,-56.69647864129963
0.0,ND,108.75,-56.69924850954656
0.0,ND,109.0,-56.7843542929238
0.0,ND,109.25,-56.700510752881016
0.0,ND,109.5,-56.614448767294384
0.0,ND,109.75,-56.630900794686106
0.0,ND,110.0,-56.71378100316147
0.0,ND,110.25,-56.78411968765279
0.0,ND,110.5,-56.8486095292237
0.0,ND,110.75,-56.94263255746119
0.0,ND,111.0,-57.06276764659339
0.0,ND,111.25,-57.09116470573684
0.0,ND,111.5,-57.07556815677573
0.0,ND,111.75,-57.10513593927661
0.0,ND,112.0,-57.17590620307445
0.0,ND,112.25,-57.226797931619906
0.0,ND,112.5,-57.2723253250558
0.0,ND,112.75,-57.34721754423958
0.0,ND,113.0,-57.44480495881494
0.0,ND,113.25,-57.53996103397796
0.0,ND,113.5,-57.592966363474844
0.0,ND,113.75,-57.64727718456194
0.0,ND,114.0,-57.72064643305509
0.0,ND,114.25,-57.69424391683974
0.0,ND,114.5,-57.65963433887938
0.0,ND,114.75,-57.672603042895794
0.0,ND,115.0,-57.72821200112247
0.0,ND,115.25,-57.73063411136449
0.0,ND,115.5,-57.6873863818044
0.0,ND,115.75,-57.681072076273914
0.0,ND,116.0,-57.716407196094565
0.0,ND,116.25,-57.70496689953245
0.0,ND,116.5,-57.686082529203524
0.0,ND,116.75,-57.70758230053897
0.0,ND,117.0,-57.765050308066144
0.0,ND,117.25,-57.37205815361097
0.0,ND,117.5,-57.14916333543231
0.0,ND,117.75,-57.05779955781128
0.0,ND,118.0,-57.05105828202688
0.0,ND,118.25,-56.79493044369098
0.0,ND,118.5,-56.72630715102773
0.0,ND,118.75,-56.756813764076846
0.0,ND,119.0,-56.85007669580012
0.0,ND,119.25,-55.93248017696674
0.0,ND,119.5,-55.56139392430721
0.0,ND,119.75,-55.47190826205792
0.0,ND,120.0,-55.52169184273745
0.0,ND,120.25,-55.35343260956789
0.0,ND,120.5,-55.34227719115079
0.0,ND,120.75,-55.437066556006016
0.0,ND,121.0,-55.59822602988785
0.0,ND,121.25,-55.475950871428786
0.0,ND,121.5,-55.45898045553707
0.0,ND,121.75,-55.55945787641874
0.0,ND,122.0,-55.72560632485609
0.0,ND,122.25,-55.4719438695748
0.0,ND,122.5,-55.39022641973928
0.0,ND,122.75,-55.46504693506997
0.0,ND,123.0,-55.62555320597017
0.0,ND,123.25,-55.567302215140934
0.0,ND,123.5,-55.62256827658731
0.0,ND,123.75,-55.76726107355759
0.0,ND,124.0,-55.95906514985086
0.0,ND,124.25,-56.04825589997448
0.0,ND,124.5,-56.09920610098849
