b2gnmda_ns,direction,t_ms,v_mv
0.5,ND,67.25,-58.59563427714791
0.5,ND,67.5,-58.57357740651486
0.5,ND,67.75,-58.560524671193384
0.5,ND,68.0,-58.55691171030181
0.5,ND,68.25,-58.55998760644635
0.5,ND,68.5,-58.5590760314076
0.5,ND,68.75,-58.55926993119881
0.5,ND,69.0,-58.563330934859636
0.5,ND,69.25,-58.5344639367114
0.5,ND,69.5,-58.47743505219322
0.5,ND,69.75,-58.42805614535171
0.5,ND,70.0,-58.39518585708806
0.5,ND,70.25,-58.368952291634706
0.5,ND,70.5,-58.34483857831974
0.5,ND,70.75,-58.33303413157587
0.5,ND,71.0,-58.33722410700666
0.5,ND,71.25,-58.33461051667193
0.5,ND,71.5,-58.315971981544436
0.5,ND,71.75,-58.30081157967475
0.5,ND,72.0,-58.29759510372626
0.5,ND,72.25,-58.281840831732325
0.5,ND,72.5,-58.24444079005209
0.5,ND,72.75,-58.216149619331816
0.5,ND,73.0,-58.20396912963085
0.5,ND,73.25,-58.20696793141784
0.5,ND,73.5,-58.21706354254317
0.5,ND,73.75,-58.232736347798095
0.5,ND,74.0,-58.25749118413631
0.5,ND,74.25,-58.28053577251672
0.5,ND,74.5,-58.29011433027419
0.5,ND,74.75,-58.29850119729901
0.5,ND,75.0,-58.31593266946265
0.5,ND,75.25,-58.333896611563844
0.5,ND,75.5,-58.346271091804134
0.5,ND,75.75,-58.36200752723045
0.5,ND,76.0,-58.38718596884088
0.5,ND,76.25,-58.405044351141626
0.5,ND,76.5,-58.39894498729824
0.5,ND,76.75,-58.39034240265485
0.5,ND,77.0,-58.390496638668616
0.5,ND,77.25,-58.39945310783222
0.5,ND,77.5,-58.413752020277116
0.5,ND,77.75,-58.43379416862682
0.5,ND,78.0,-58.45972953660856
0.5,ND,78.25,-58.49045489652596
0.5,ND,78.5,-58.5204570071729
0.5,ND,78.75,-58.551877912355515
0.5,ND,79.0,-58.58604299994071
0.5,ND,79.25,-58.60972649690338
0.5,ND,79.5,-58.61692756569346
0.5,ND,79.75,-58.625790660347285
0.5,ND,80.0,-58.64111226255462
0.5,ND,80.25,-58.65530132711382
0.5,ND,80.5,-58.65216851341191
0.5,ND,80.75,-58.646577477308945
0.5,ND,81.0,-58.64708673161282
0.5,ND,81.25,-58.6157563100292
0.5,ND,81.5,-58.554667789702016
0.5,ND,81.75,-58.50617831329641
0.5,ND,82.0,-58.47884217616283
0.5,ND,82.25,-58.45296272570213
0.5,ND,82.5,-58.42322532240507
0.5,ND,82.75,-58.40566255126496
0.5,ND,83.0,-58.403051528130966
0.5,ND,83.25,-58.37283649759614
0.5,ND,83.5,-58.308111043606765
0.5,ND,83.75,-58.25450888261244
0.5,ND,84.0,-58.223015363851275
0.5,ND,84.25,-58.154434725628896
0.5,ND,84.5,-58.08172739770339
0.5,ND,84.75,-58.03443080118944
0.5,ND,85.0,-58.01029563898817
0.5,ND,85.25,-57.99118472192631
0.5,ND,85.5,-57.958516456945276
0.5,ND,85.75,-57.93590216879664
0.5,ND,86.0,-57.932985158409295
0.5,ND,86.25,-57.93850579891033
0.5,ND,86.5,-57.941429825332435
0.5,ND,86.75,-57.951965067316884
0.5,ND,87.0,-57.97497434356289
0.5,ND,87.25,-57.98327684678767
0.5,ND,87.5,-57.96794655872695
0.5,ND,87.75,-57.96000847696076
0.5,ND,88.0,-57.96828582739572
0.5,ND,88.25,-57.93842900624639
0.5,ND,88.5,-57.864247761722595
0.5,ND,88.75,-57.8047908263139
0.5,ND,89.0,-57.77259458360389
0.5,ND,89.25,-57.69257583173292
0.5,ND,89.5,-57.62688365782832
0.5,ND,89.75,-57.6040707891929
0.5,ND,90.0,-57.61281259911104
0.5,ND,90.25,-57.59906566403459
0.5,ND,90.5,-57.594481930713705
0.5,ND,90.75,-57.60860987805041
0.5,ND,91.0,-57.64095275844834
0.5,ND,91.25,-57.6704164328546
0.5,ND,91.5,-57.68828599487536
0.5,ND,91.75,-57.71560580005223
0.5,ND,92.0,-57.756086463341454
0.5,ND,92.25,-57.78995910594226
0.5,ND,92.5,-57.80432864051978
0.5,ND,92.75,-57.82119693745239
0.5,ND,93.0,-57.848695234661214
0.5,ND,93.25,-57.785588608202445
0.5,ND,93.5,-57.68140454182729
0.5,ND,93.75,-57.61162635280492
0.5,ND,94.0,-57.58028706243006
0.5,ND,94.25,-57.54498281588867
0.5,ND,94.5,-57.48677564907259
0.5,ND,94.75,-57.44678630473051
0.5,ND,95.0,-57.43374248041116
0.5,ND,95.25,-57.41230260443448
0.5,ND,95.5,-57.37946091290516
0.5,ND,95.75,-57.367065492468946
0.5,ND,96.0,-57.37617034699376
0.5,ND,96.25,-57.383186744965386
0.5,ND,96.5,-57.360695728704655
0.5,ND,96.75,-57.344986769944846
0.5,ND,97.0,-57.352848967873186
0.5,ND,97.25,-57.35394002544896
0.5,ND,97.5,-57.35042977422308
0.5,ND,97.75,-57.3649381210932
0.5,ND,98.0,-57.402639645468554
0.5,ND,98.25,-57.444027218901795
0.5,ND,98.5,-57.45697653695156
0.5,ND,98.75,-57.477041215568356
0.5,ND,99.0,-57.51361376829342
0.5,ND,99.25,-57.50159566015648
0.5,ND,99.5,-57.44574740455043
0.5,ND,99.75,-57.4135339905793
0.5,ND,100.0,-57.41306619794931
0.5,ND,100.25,-57.29882501141649
0.5,ND,100.5,-57.151318456928564
0.5,ND,100.75,-57.061216717596345
0.5,ND,101.0,-57.02356834674871
0.5,ND,101.25,-57.004455196681114
0.5,ND,101.5,-57.001578917388734
0.5,ND,101.75,-57.0270101755877
0.5,ND,102.0,-57.07365696397316
0.5,ND,102.25,-57.02734239300799
0.5,ND,102.5,-56.98341716715542
0.5,ND,102.75,-56.97861608226865
0.5,ND,103.0,-57.00428531757518
0.5,ND,103.25,-57.0152357978916
0.5,ND,103.5,-57.016828998626025
0.5,ND,103.75,-57.04523621204475
0.5,ND,104.0,-57.09566007682992
0.5,ND,104.25,-57.095870175493545
0.5,ND,104.5,-57.04036309895013
0.5,ND,104.75,-57.00953312946033
0.5,ND,105.0,-57.00973606837756
0.5,ND,105.25,-57.01001842027063
0.5,ND,105.5,-57.02005508993741
0.5,ND,105.75,-57.05118183940374
0.5,ND,106.0,-57.10395782940863
0.5,ND,106.25,-57.12517765695151
0.5,ND,106.5,-57.14727238265259
0.5,ND,106.75,-57.1921292616871
0.5,ND,107.0,-57.25173565367377
0.5,ND,107.25,-57.224219588958356
0.5,ND,107.5,-57.151051610777834
0.5,ND,107.75,-57.119090523686026
0.5,ND,108.0,-57.12608610606639
0.5,ND,108.25,-57.06095699048585
0.5,ND,108.5,-56.997418084936925
0.5,ND,108.75,-56.98267694848679
0.5,ND,109.0,-57.00698842318145
0.5,ND,109.25,-56.89621563475595
0.5,ND,109.5,-56.78236739389168
0.5,ND,109.75,-56.73286460809524
0.5,ND,110.0,-56.73285358868777
0.5,ND,110.25,-56.700088052130205
0.5,ND,110.5,-56.66648917669327
0.5,ND,110.75,-56.67142877340376
0.5,ND,111.0,-56.70913356465956
0.5,ND,111.25,-56.76517490810199
0.5,ND,111.5,-56.787039905181885
0.5,ND,111.75,-56.8287068287366
0.5,ND,112.0,-56.89033279022794
0.5,ND,112.25,-56.44367200316062
0.5,ND,112.5,-56.27609185326547
0.5,ND,112.75,-56.22944911414509
0.5,ND,113.0,-56.25732085291634
0.5,ND,113.25,-55.96635374161088
0.5,ND,113.5,-55.82686603131821
0.5,ND,113.75,-55.810453124000155
0.5,ND,114.0,-55.86599260006956
0.5,ND,114.25,-55.95245171247185
0.5,ND,114.5,-55.98663734733166
0.5,ND,114.75,-56.048618797163584
0.5,ND,115.0,-56.14190870949253
0.5,ND,115.25,-56.10896326117234
0.5,ND,115.5,-56.082849173539046
0.5,ND,115.75,-56.11656555985134
0.5,ND,116.0,-56.18691719005763
0.5,ND,116.25,-56.2499335967358
0.5,ND,116.5,-56.29459345243227
0.5,ND,116.75,-56.35815471515659
0.5,ND,117.0,-56.440260461156285
0.5,ND,117.25,-56.25443745472737
0.5,ND,117.5,-56.17745389343216
0.5,ND,117.75,-56.18458116603011
0.5,ND,118.0,-56.24273109815485
0.5,ND,118.25,-56.27603568483697
0.5,ND,118.5,-56.31516042794177
0.5,ND,118.75,-56.383788917010754
0.5,ND,119.0,-56.473557101142546
0.5,ND,119.25,-56.01408354998228
0.5,ND,119.5,-55.91174332346773
0.5,ND,119.75,-55.938270435976506
0.5,ND,120.0,-56.02107117284101
0.5,ND,120.25,-55.738298109579674
0.5,ND,120.5,-55.59492350678341
0.5,ND,120.75,-55.57860781779078
0.5,ND,121.0,-55.637088781359175
0.5,ND,121.25,-55.636760846641025
0.5,ND,121.5,-55.60721881351798
0.5,ND,121.75,-55.63042412665612
0.5,ND,122.0,-55.69776978335766
0.5,ND,122.25,-55.55080811418169
0.5,ND,122.5,-55.51422840328591
0.5,ND,122.75,-55.56601910812505
0.5,ND,123.0,-55.67233228496258
0.5,ND,123.25,-55.28442181759013
0.5,ND,123.5,-55.123065641428255
0.5,ND,123.75,-55.109253927686844
0.5,ND,124.0,-55.17065945588695
0.5,ND,124.25,-55.23877430665334
0.5,ND,124.5,-55.28053790203631
0.5,ND,124.75,-55.35903537524009
0.5,ND,125.0,-55.46616513133128
0.5,ND,125.25,-55.396881730350024
0.5,ND,125.5,-55.32686477543668
0.5,ND,125.75,-55.341842978156464
0.5,ND,126.0,-55.414747350299955
0.5,ND,126.25,-55.112688577449646
0.5,ND,126.5,-55.02002683805978
0.5,ND,126.75,-55.05332017584567
0.5,ND,127.0,-55.15631829383581
0.5,ND,127.25,-54.66044717818745
0.5,ND,127.5,-54.619797909654814
0.5,ND,127.75,-54.70794660824018
0.5,ND,128.0,-54.85294431743138
0.5,ND,128.25,-54.63170562008099
0.5,ND,128.5,-54.57833954533178
0.5,ND,128.75,-54.644493353250354
0.5,ND,129.0,-54.76560158140384
0.5,ND,129.25,-54.50384309201251
0.5,ND,129.5,-54.39149151666287
0.5,ND,129.75,-54.40688729369698
0.5,ND,130.0,-54.50072702479367
0.5,ND,130.25,-54.273135698946454
0.5,ND,130.5,-54.32648737234284
0.5,ND,130.75,-54.48603980068502
0.5,ND,131.0,-54.681757197809084
0.5,ND,131.25,-54.47893815269059
0.5,ND,131.5,-54.48677478359819
0.5,ND,131.75,-54.59346846901815
0.5,ND,132.0,-54.74241535787774
0.5,ND,132.25,-54.6128018357363
0.5,ND,132.5,-54.53981548684316
0.5,ND,132.75,-54.567135069899535
0.5,ND,133.0,-54.66050926537207
0.5,ND,133.25,-54.38755694802683
0.5,ND,133.5,-54.23535395221542
0.5,ND,133.75,-54.23767859173003
0.5,ND,134.0,-54.32996028053218
0.5,ND,134.25,-53.89824817941868
0.5,ND,134.5,-53.74896096786893
0.5,ND,134.75,-53.78159509807383
0.5,ND,135.0,-53.90568678193107
0.5,ND,135.25,-54.0906060575443
0.5,ND,135.5,-54.168302750846095
0.5,ND,135.75,-54.26948782625973
0.5,ND,136.0,-54.40366025799328
0.5,ND,136.25,-53.783484199602114
0.5,ND,136.5,-53.524055451932675
0.5,ND,136.75,-53.49599572990549
0.5,ND,137.0,-53.587684476743796
0.5,ND,137.25,-53.213439947625524
0.5,ND,137.5,-53.115678968195205
0.5,ND,137.75,-53.19489826896735
0.5,ND,138.0,-53.36588612678078
0.5,ND,138.25,-53.425993394102306
0.5,ND,138.5,-53.52399247586351
0.5,ND,138.75,-53.686363971915746
0.5,ND,139.0,-53.8839207395149
0.5,ND,139.25,-53.81739748730128
0.5,ND,139.5,-53.78799122800692
0.5,ND,139.75,-53.866623036140794
0.5,ND,140.0,-54.00769769594883
0.5,ND,140.25,-53.98393480270141
0.5,ND,140.5,-54.014023729484535
0.5,ND,140.75,-54.11112748448992
0.5,ND,141.0,-54.24875344629121
0.5,ND,141.25,-53.051002993789645
0.5,ND,141.5,-52.804145782798926
0.5,ND,141.75,-52.84238571867065
0.5,ND,142.0,-52.99656687085998
0.5,ND,142.25,-52.362845485665325
0.5,ND,142.5,-52.16700812443761
0.5,ND,142.75,-52.217680700479306
0.5,ND,143.0,-52.38459624934514
0.5,ND,143.25,-52.261160071300715
0.5,ND,143.5,-52.27374904789796
0.5,ND,143.75,-52.42455921179873
0.5,ND,144.0,-52.64170259388999
0.5,ND,144.25,-52.187992857907254
0.5,ND,144.5,-52.18891296649944
0.5,ND,144.75,-52.350345267777584
0.5,ND,145.0,-52.59142572829315
0.5,ND,145.25,-52.59414666882956
0.5,ND,145.5,-52.6800393757257
0.5,ND,145.75,-52.84351685483247
0.5,ND,146.0,-53.05887555826157
0.5,ND,146.25,-52.68985540884146
0.5,ND,146.5,-52.62017940102446
0.5,ND,146.75,-52.7316613134262
0.5,ND,147.0,-52.92461886893784
0.5,ND,147.25,-51.928118337989424
0.5,ND,147.5,-51.58954606838612
0.5,ND,147.75,-51.57348522503509
0.5,ND,148.0,-51.71197171025736
0.5,ND,148.25,-50.64436261703788
0.5,ND,148.5,-50.43541385378034
0.5,ND,148.75,-50.5506508148094
0.5,ND,149.0,-50.797889346182046
0.5,ND,149.25,-49.951670371399786
0.5,ND,149.5,-49.8046441244712
0.5,ND,149.75,-49.95929334298661
0.5,ND,150.0,-50.2496630518135
0.5,ND,150.25,-50.4139469576977
0.5,ND,150.5,-50.60957379650651
0.5,ND,150.75,-50.886156931086205
0.5,ND,151.0,-51.20071606117973
0.5,ND,151.25,-51.48002753532473
0.5,ND,151.5,-51.724090696182955
0.5,ND,151.75,-51.995090458438604
0.5,ND,152.0,-52.288894671262355
0.5,ND,152.25,-51.883708251369306
0.5,ND,152.5,-51.82162596251823
0.5,ND,152.75,-51.96182869713872
0.5,ND,153.0,-52.18688441832948
0.5,ND,153.25,-52.008853528331706
0.5,ND,153.5,-52.005600881044934
0.5,ND,153.75,-52.153258163208044
0.5,ND,154.0,-52.37120471754785
0.5,ND,154.25,-51.994627848097274
0.5,ND,154.5,-51.95420115288519
0.5,ND,154.75,-52.08943263870661
0.5,ND,155.0,-52.30525265811486
0.5,ND,155.25,-51.88003091387981
0.5,ND,155.5,-51.87327194934603
0.5,ND,155.75,-52.037450396614794
0.5,ND,156.0,-52.27524266948624
0.5,ND,156.25,-51.94117501366632
0.5,ND,156.5,-51.95782920888223
0.5,ND,156.75,-52.124009657931246
0.5,ND,157.0,-52.35469243766892
0.5,ND,157.25,-51.346829416160375
0.5,ND,157.5,-51.267891186952205
0.5,ND,157.75,-51.42679317746463
0.5,ND,158.0,-51.67873298700419
0.5,ND,158.25,-51.629992075367866
0.5,ND,158.5,-51.69538424749968
0.5,ND,158.75,-51.86492546018001
0.5,ND,159.0,-52.0905549630478
0.5,ND,159.25,-52.16129005035398
0.5,ND,159.5,-52.32104434179135
0.5,ND,159.75,-52.52679485460434
0.5,ND,160.0,-52.76124501340767
0.5,ND,160.25,-51.898298569841074
0.5,ND,160.5,-51.76353994786284
0.5,ND,160.75,-51.88241753291226
0.5,ND,161.0,-52.09110819230399
0.5,ND,161.25,-51.764685532252464
0.5,ND,161.5,-51.71231753020264
0.5,ND,161.75,-51.84052095485472
0.5,ND,162.0,-52.047070301032555
0.5,ND,162.25,-51.88725988223225
0.5,ND,162.5,-51.88448218201272
0.5,ND,162.75,-52.01347597030296
0.5,ND,163.0,-52.20354844221371
0.5,ND,163.25,-52.064738140346485
0.5,ND,163.5,-52.05986830534782
0.5,ND,163.75,-52.17109302989758
0.5,ND,164.0,-52.35012768806515
0.5,ND,164.25,-52.088617030387475
0.5,ND,164.5,-51.96259631683283
0.5,ND,164.75,-52.01035222058814
0.5,ND,165.0,-52.149364108132346
0.5,ND,165.25,-51.8951947189379
0.5,ND,165.5,-51.79541448075291
0.5,ND,165.75,-51.86698970871345
0.5,ND,166.0,-52.02711885736396
0.5,ND,166.25,-51.979849166842214
0.5,ND,166.5,-51.96104519159498
0.5,ND,166.75,-52.05075261582148
0.5,ND,167.0,-52.21296214906536
0.5,ND,167.25,-52.14801497601458
0.5,ND,167.5,-52.193360404377565
0.5,ND,167.75,-52.32091714685343
0.5,ND,168.0,-52.50178614373648
0.5,ND,168.25,-51.72557349115761
0.5,ND,168.5,-51.53334945301906
0.5,ND,168.75,-51.59257609084189
0.5,ND,169.0,-51.75711129372568
0.5,ND,169.25,-51.70611167956888
0.5,ND,169.5,-51.73106111898507
0.5,ND,169.75,-51.84608701536323
0.5,ND,170.0,-52.02332097760827
0.5,ND,170.25,-51.89092877074615
0.5,ND,170.5,-51.88415977406713
0.5,ND,170.75,-51.98717665631467
0.5,ND,171.0,-52.149044035507394
0.5,ND,171.25,-50.86744128357088
0.5,ND,171.5,-50.465986849118785
0.5,ND,171.75,-50.45885401295958
0.5,ND,172.0,-50.62463475378504
0.5,ND,172.25,-50.694081556209916
0.5,ND,172.5,-50.88491938298688
0.5,ND,172.75,-51.14178876648384
0.5,ND,173.0,-51.427306686592644
0.5,ND,173.25,-51.38321901972608
0.5,ND,173.5,-51.349097463697575
0.5,ND,173.75,-51.43864479562076
0.5,ND,174.0,-51.602838259050706
0.5,ND,174.25,-51.639670175808206
0.5,ND,174.5,-51.737510476352554
0.5,ND,174.75,-51.88946459598772
0.5,ND,175.0,-52.07636476036624
0.5,ND,175.25,-51.361544679274495
0.5,ND,175.5,-51.30161749314372
0.5,ND,175.75,-51.44458699718619
0.5,ND,176.0,-51.65536244111189
0.5,ND,176.25,-51.449321844976296
0.5,ND,176.5,-51.40701713958746
0.5,ND,176.75,-51.51711406013674
0.5,ND,177.0,-51.694837517746585
0.5,ND,177.25,-51.18490650668102
0.5,ND,177.5,-51.139241096909764
0.5,ND,177.75,-51.279300312102805
0.5,ND,178.0,-51.49130706114279
0.5,ND,178.25,-51.71240116753592
0.5,ND,178.5,-51.8357609973185
0.5,ND,178.75,-52.00201516564493
0.5,ND,179.0,-52.197287382169094
0.5,ND,179.25,-52.08872014524277
0.5,ND,179.5,-52.12245491192672
0.5,ND,179.75,-52.2583646399555
0.5,ND,180.0,-52.441692643566896
0.5,ND,180.25,-52.10699982040912
0.5,ND,180.5,-52.074704089053014
0.5,ND,180.75,-52.182331552689696
0.5,ND,181.0,-52.35067231553196
0.5,ND,181.25,-52.43677848818118
0.5,ND,181.5,-52.474835003491634
0.5,ND,181.75,-52.578481001971234
0.5,ND,182.0,-52.72759862493845
0.5,ND,182.25,-52.248902740192065
0.5,ND,182.5,-52.071003555744184
0.5,ND,182.75,-52.09830124601428
0.5,ND,183.0,-52.2182941239023
0.5,ND,183.25,-52.100566999406624
0.5,ND,183.5,-52.110363637841886
0.5,ND,183.75,-52.22377371817362
0.5,ND,184.0,-52.39207166454713
0.5,ND,184.25,-52.40672399530927
0.5,ND,184.5,-52.42997269735946
0.5,ND,184.75,-52.52763359582134
0.5,ND,185.0,-52.68068327062273
0.5,ND,185.25,-52.40809196801918
0.5,ND,185.5,-52.329248153965025
0.5,ND,185.75,-52.39825429445939
0.5,ND,186.0,-52.53709666465039
0.5,ND,186.25,-52.36240282309869
0.5,ND,186.5,-52.28937458456719
0.5,ND,186.75,-52.35165413389444
0.5,ND,187.0,-52.488207780857834
0.5,ND,187.25,-52.07849217978891
0.5,ND,187.5,-52.00998925340433
0.5,ND,187.75,-52.086610920437415
0.5,ND,188.0,-52.236301821599305
0.5,ND,188.25,-52.210590883623986
0.5,ND,188.5,-52.20732479543415
0.5,ND,188.75,-52.29825936520605
0.5,ND,189.0,-52.44922919756565
0.5,ND,189.25,-52.01886477523249
0.5,ND,189.5,-51.91000735754815
0.5,ND,189.75,-51.974718364936535
0.5,ND,190.0,-52.118131240880324
0.5,ND,190.25,-52.05526525209083
0.5,ND,190.5,-52.02031782562855
0.5,ND,190.75,-52.10987555638254
0.5,ND,191.0,-52.261706390814886
0.5,ND,191.25,-51.40246319094639
0.5,ND,191.5,-51.24833315581304
0.5,ND,191.75,-51.36722147649779
0.5,ND,192.0,-51.57424388784617
0.5,ND,192.25,-51.72087456708106
0.5,ND,192.5,-51.88478291807686
0.5,ND,192.75,-52.08816382799448
0.5,ND,193.0,-52.3089982442756
0.5,ND,193.25,-52.35502126113948
0.5,ND,193.5,-52.42737762122419
0.5,ND,193.75,-52.55247234057049
0.5,ND,194.0,-52.70830632207355
0.5,ND,194.25,-52.23100301578996
0.5,ND,194.5,-52.15216188989251
0.5,ND,194.75,-52.240350911090765
0.5,ND,195.0,-52.39616305994691
0.5,ND,195.25,-52.226251407729656
0.5,ND,195.5,-52.146277299803316
0.5,ND,195.75,-52.20574060636382
0.5,ND,196.0,-52.338478635109574
0.5,ND,196.25,-52.02404247028394
0.5,ND,196.5,-51.957187209696514
0.5,ND,196.75,-52.022473622919414
0.5,ND,197.0,-52.16093922877479
0.5,ND,197.25,-52.034814636431705
0.5,ND,197.5,-52.07591418397734
0.5,ND,197.75,-52.20358078025466
0.5,ND,198.0,-52.36932565684727
0.5,ND,198.25,-52.23283323238965
0.5,ND,198.5,-52.195163539986446
0.5,ND,198.75,-52.26796925778383
0.5,ND,199.0,-52.39971870726267
0.5,ND,199.25,-51.75328233824104
0.5,ND,199.5,-51.60069493052946
0.5,ND,199.75,-51.658228329099195
0.5,ND,200.0,-51.80504537240376
0.5,ND,200.25,-51.64169069541814
0.5,ND,200.5,-51.653368066444166
0.5,ND,200.75,-51.77531210269504
0.5,ND,201.0,-51.943772737704585
0.5,ND,201.25,-51.73512767679393
0.5,ND,201.5,-51.700057395569274
0.5,ND,201.75,-51.79477063963076
0.5,ND,202.0,-51.950399445929676
0.5,ND,202.25,-52.01329018857979
0.5,ND,202.5,-52.00928560197251
0.5,ND,202.75,-52.07640219774595
0.5,ND,203.0,-52.20061559780334
0.5,ND,203.25,-52.02627439357003
0.5,ND,203.5,-51.85649993606591
0.5,ND,203.75,-51.85004989460435
0.5,ND,204.0,-51.94992479733798
0.5,ND,204.25,-51.671540692249025
0.5,ND,204.5,-51.52956656111665
0.5,ND,204.75,-51.55483422736551
0.5,ND,205.0,-51.68209061050757
0.5,ND,205.25,-50.7698542066801
0.5,ND,205.5,-50.614080320559395
0.5,ND,205.75,-50.7196296129548
0.5,ND,206.0,-50.925921602176956
0.5,ND,206.25,-50.89080310324438
0.5,ND,206.5,-51.019384425335595
0.5,ND,206.75,-51.21475192848891
0.5,ND,207.0,-51.44200064345994
0.5,ND,207.25,-51.18774343162272
0.5,ND,207.5,-51.19494967965608
0.5,ND,207.75,-51.34041427725585
0.5,ND,208.0,-51.53961980945194
0.5,ND,208.25,-51.10793237437262
0.5,ND,208.5,-51.04450083342401
0.5,ND,208.75,-51.14082606428222
0.5,ND,209.0,-51.315818515320366
0.5,ND,209.25,-51.11454762194333
0.5,ND,209.5,-51.16765343694137
0.5,ND,209.75,-51.33957215790515
0.5,ND,210.0,-51.55846559705705
0.5,ND,210.25,-51.375700336083604
0.5,ND,210.5,-51.375108549321084
0.5,ND,210.75,-51.501402887068885
0.5,ND,211.0,-51.686003902452526
0.5,ND,211.25,-51.75281594069006
0.5,ND,211.5,-51.804695467727996
0.5,ND,211.75,-51.91853437979251
0.5,ND,212.0,-52.06830696059143
0.5,ND,212.25,-52.09124935122967
0.5,ND,212.5,-52.14185545272108
0.5,ND,212.75,-52.24710914097771
0.5,ND,213.0,-52.38675125370627
0.5,ND,213.25,-51.834444069213404
0.5,ND,213.5,-51.71332417917792
0.5,ND,213.75,-51.7730071794859
0.5,ND,214.0,-51.909035727148016
0.5,ND,214.25,-52.05268422278276
0.5,ND,214.5,-52.23091486564276
0.5,ND,214.75,-52.41377342443937
0.5,ND,215.0,-52.60326431304652
0.5,ND,215.25,-52.458818838263596
0.5,ND,215.5,-52.42594523001306
0.5,ND,215.75,-52.494753020518445
0.5,ND,216.0,-52.61216879095696
0.5,ND,216.25,-52.50915702653736
0.5,ND,216.5,-52.41452963638479
0.5,ND,216.75,-52.44138319617044
0.5,ND,217.0,-52.52708460326706
0.5,ND,217.25,-52.14195542291804
0.5,ND,217.5,-52.01593330302897
0.5,ND,217.75,-52.058992446419445
0.5,ND,218.0,-52.17921086085257
0.5,ND,218.25,-51.96471186638683
0.5,ND,218.5,-51.92620496207799
0.5,ND,218.75,-52.00781249159959
0.5,ND,219.0,-52.14728241667153
0.5,ND,219.25,-51.66980562668456
0.5,ND,219.5,-51.55175314670529
0.5,ND,219.75,-51.61202777849953
0.5,ND,220.0,-51.760366294309115
0.5,ND,220.25,-51.97652346987894
0.5,ND,220.5,-52.133943166627944
0.5,ND,220.75,-52.29948307219537
0.5,ND,221.0,-52.47206445501733
0.5,ND,221.25,-51.76937367628822
0.5,ND,221.5,-51.57601045706801
0.5,ND,221.75,-51.618908363335784
0.5,ND,222.0,-51.75309371629749
0.5,ND,222.25,-51.27396291057443
0.5,ND,222.5,-51.07775110946652
0.5,ND,222.75,-51.11247528589773
0.5,ND,223.0,-51.247771830517706
0.5,ND,223.25,-50.861175130393185
0.5,ND,223.5,-50.80868994343956
0.5,ND,223.75,-50.913637998522425
0.5,ND,224.0,-51.08975641360752
0.5,ND,224.25,-50.829402373274846
0.5,ND,224.5,-50.75816053657072
0.5,ND,224.75,-50.834006574655334
0.5,ND,225.0,-50.99226120361347
0.5,ND,225.25,-50.9544810521266
0.5,ND,225.5,-50.953526807128135
0.5,ND,225.75,-51.05136872716723
0.5,ND,226.0,-51.21040357734897
0.5,ND,226.25,-51.282053127471066
0.5,ND,226.5,-51.403465556060425
0.5,ND,226.75,-51.563776317520386
0.5,ND,227.0,-51.75134404831964
0.5,ND,227.25,-51.14020042303246
0.5,ND,227.5,-50.95742411964115
0.5,ND,227.75,-51.003738422020085
0.5,ND,228.0,-51.14673396912706
0.5,ND,228.25,-50.95149373538823
0.5,ND,228.5,-50.96787486845672
0.5,ND,228.75,-51.104287751371736
0.5,ND,229.0,-51.295771786006654
0.5,ND,229.25,-51.4701373529658
0.5,ND,229.5,-51.58382386824647
0.5,ND,229.75,-51.73865642476244
0.5,ND,230.0,-51.91824978966539
0.5,ND,230.25,-51.81218485154759
0.5,ND,230.5,-51.83394411374365
0.5,ND,230.75,-51.954712325987835
0.5,ND,231.0,-52.123181915272376
0.5,ND,231.25,-51.93772954222028
0.5,ND,231.5,-51.883761416067856
0.5,ND,231.75,-51.940560848571074
0.5,ND,232.0,-52.063982567208726
0.5,ND,232.25,-51.63716345009134
0.5,ND,232.5,-51.52015168524475
0.5,ND,232.75,-51.60082785734619
0.5,ND,233.0,-51.766124196975476
0.5,ND,233.25,-51.32936592428273
0.5,ND,233.5,-51.2733939579364
0.5,ND,233.75,-51.37282470095293
0.5,ND,234.0,-51.54609514386789
0.5,ND,234.25,-51.141540272416286
0.5,ND,234.5,-51.03499985740505
0.5,ND,234.75,-51.10463124906412
0.5,ND,235.0,-51.26301053952249
0.5,ND,235.25,-51.494657790816674
0.5,ND,235.5,-51.690977582255876
0.5,ND,235.75,-51.89470952810703
0.5,ND,236.0,-52.10059246539529
0.5,ND,236.25,-51.82127331216451
0.5,ND,236.5,-51.80180080065857
0.5,ND,236.75,-51.90435680850685
0.5,ND,237.0,-52.05804602747085
0.5,ND,237.25,-52.08521430409294
0.5,ND,237.5,-52.16112253792497
0.5,ND,237.75,-52.2776561927305
0.5,ND,238.0,-52.420647673315656
0.5,ND,238.25,-52.2732373562034
0.5,ND,238.5,-52.27921934256399
0.5,ND,238.75,-52.366808960028735
0.5,ND,239.0,-52.49928205961859
0.5,ND,239.25,-52.07620536252462
0.5,ND,239.5,-52.021876824554354
0.5,ND,239.75,-52.11084677434574
0.5,ND,240.0,-52.25477534892801
0.5,ND,240.25,-52.27373697197586
0.5,ND,240.5,-52.36115333341345
0.5,ND,240.75,-52.50906786798643
0.5,ND,241.0,-52.677108468582716
0.5,ND,241.25,-52.106216850832475
0.5,ND,241.5,-52.027471419091256
