source_task,seed,generation,dsi_vector_sum,pd_rate_hz,ephys_pc1,ephys_pc2,ephys_pc3
t0106_long_pdnd_nsga2_300gen,44,39,0.9433962264150944,122.61904761904762,8.281227118361054,-3.568915808333999,-1.8091292959303347
t0106_long_pdnd_nsga2_300gen,44,38,0.9535783365570599,120.23809523809526,7.331257857287503,-4.4648379956781,-1.9146444818644193
t0106_long_pdnd_nsga2_300gen,44,38,0.935483870967742,121.42857142857143,7.718510362048413,-3.9035107314612283,-1.9243168808511835
t0106_long_pdnd_nsga2_300gen,44,33,0.935483870967742,121.42857142857143,7.853150157314258,-4.0568096496559445,-2.250492260140027
t0106_long_pdnd_nsga2_300gen,44,36,0.9252336448598132,122.61904761904762,7.423660782815308,-4.003426710373683,-2.0346793404885397
t0106_long_pdnd_nsga2_300gen,44,37,0.9174484052532832,121.66666666666669,8.003698308544537,-3.685822650340306,-1.6452565976806541
t0106_long_pdnd_nsga2_300gen,44,37,0.9003690036900369,122.61904761904762,7.741546660127959,-4.103630422474588,-2.090368218788593
t0106_long_pdnd_nsga2_300gen,44,39,0.92,120.00000000000001,8.344600440921718,-3.6706696245466746,-1.9114914421591662
t0106_long_pdnd_nsga2_300gen,44,34,0.9337231968810917,118.09523809523812,7.900054283608884,-3.75265821383508,-1.7215037200857284
t0106_long_pdnd_nsga2_300gen,44,37,0.9232245681381959,119.28571428571429,7.787291550739717,-3.222188025411482,-1.620939474779457
t0106_long_pdnd_nsga2_300gen,44,38,0.9475806451612903,115.00000000000001,7.449535978661421,-3.729266610231832,-1.5179017020697336
t0106_long_pdnd_nsga2_300gen,44,36,0.9780701754385966,107.3809523809524,7.786060621741564,-3.434067044195255,-1.9405923630960065
t0106_long_pdnd_nsga2_300gen,44,38,0.973741794310722,107.3809523809524,7.4845517201769685,-3.526686738461021,-1.2788830757954208
t0106_long_pdnd_nsga2_300gen,44,38,0.8823529411764705,118.09523809523812,7.702916354404673,-3.3541042133314867,-2.269882730666332
t0106_long_pdnd_nsga2_300gen,44,38,0.901185770750988,114.52380952380953,7.9230905812444075,-3.952777904704287,-1.8875550578681477
