,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
AIS_LENGTH_UM,0.4202018413561995,-0.2036387563896237,-0.26499896654146887,-0.059446958848668595,0.012413005175315878,0.11932812435324877,0.20077377860064233,-0.057423915801742595,-0.029447521348016176,0.05840608178101993
AIS_DIAMETER_UM,0.33149824743233747,0.28282470027379125,-0.12399774709361021,-0.12411144673605815,0.16466323538655872,-0.1561612139335244,-0.008152678886882633,-0.05113446493781704,-0.058925269725378183,-0.10805445047772427
GNMDA_DEND,-0.1292602428154941,0.5098051569712713,-0.1255945710500998,0.10730441660176694,0.22953931429960722,-0.022271005739438913,-0.11398621292847169,-0.062226986634343874,0.0826940622038762,-0.039973813104923005
MG_CONC_MM,-0.23688202066470432,0.3768611459833664,-0.06888050928469137,0.21044080552747266,-0.01684282253674708,-0.0897852404722486,0.07468548754344441,0.2931071752835043,0.1508872546323668,0.02777061467423775
VOFF_NMDA,-0.000299946714535832,0.38704761549027883,0.0006352284570868493,0.04368899597427614,0.02077400575464154,-0.1017462320734824,-0.006346763130943913,0.14323288338069953,0.019835708377720165,0.18374446423464214
NAV16_DEND_DISTAL,-0.06616175831305483,0.06317421441206901,0.04735307195554182,-0.23975365635164775,0.40364109050457625,0.033582038645056905,-0.06195155865683746,0.07349558042076088,0.06191706478735838,0.003843255952895116
NAP_DEND_DISTAL,-0.10683709372185876,-0.14004903790679857,0.31687277805276287,-0.2963766431700123,-0.13561958941097932,-0.09979317780062509,0.16441902567271854,-0.01446820481997655,0.002079339718403537,-0.14742107644134664
num_primary_branches,0.060764519113826354,0.22684218482135277,-0.3439348484835196,0.20696215028291026,0.10485974018582489,0.1998692772448128,0.034115609167751935,0.024638145882073453,-0.18294205223157728,0.04884148025934679
branch_prob_per_um,0.38676875175077685,0.3365227079895703,-0.13524938143687645,-0.06950160361270914,-0.033407136827817034,0.05935926209238087,-0.04722537467890558,0.016230099625464758,0.18109209225544035,-0.0016192658503237137
max_strahler_depth,-0.12279662290658461,-0.11777247931464269,-0.35462800218798834,-0.3230972928620272,-0.17715098582560954,-0.019146488486533886,0.11956054051161452,0.08347724938481314,0.004048206902280916,0.04477467298362068
mean_branching_angle_deg,-0.1668148770973261,-0.07561351751727374,0.5511622204949821,0.06845058168438309,-0.03365516718117525,-0.23036849832018508,0.23118688863970546,-0.09514369125479728,-0.038027651424381574,-0.03171001734460652
rall_exponent,0.2987823055407466,-0.017807959662797815,-0.019753402372822564,0.14388395127578807,-0.09397846474717941,0.02629930987041038,-0.078714353956132,-0.30315140723531436,-0.26196964207334283,0.06513477326099967
soma_offset_pd_um,-0.07950493765504488,-0.28988857773190313,-0.3349794038536939,-0.18414273222138813,0.24835570961157225,-0.07715760660407701,0.004642943503075271,-0.12182784948765124,0.06547427551096689,-0.03225827950838134
field_elongation_pd,-0.413153864095809,0.06447981935279586,0.45439688860430644,-0.15410460482256622,0.01737371418510053,0.08771011428877346,-0.0052868301191223935,0.053997875789498946,0.03616595448941452,-0.06606837592324297
branch_density_gradient_pd,0.6410523096471744,0.06549406004598832,-0.20205912974520968,-0.0875902813242968,0.031961687691594756,0.0069787824436750925,0.14858834287921738,0.15321906693305218,0.0200160448437942,0.015404524342498222
primary_branch_pd_concentration,-0.2653848451520234,0.17249426577586757,0.02011157764251136,0.07472183670421141,-0.0022053136143548356,0.1139046253641962,-0.06744945132571972,-0.09621238254705596,0.14443223185994325,0.2117766234326215
mean_segment_length_um,-0.5455455068375876,0.03982763862776864,0.31770993267795117,0.05944480409823113,-0.0526732205743067,-0.029895324156559308,-0.09070345959799346,-0.07808956724340203,0.29682272885084,0.08404226987918788
soma_diameter_um,-0.06471120365498809,-0.03137509339297268,0.19607795068441208,0.4909732485397896,-0.18378652585551045,-0.061507519280774456,0.04282240196921096,0.08632002081537793,-0.03245862041217832,0.22741219086857675
ais_length_um,0.2390668382393536,-0.15531114897044632,-0.003940632314715893,-0.16109571565114303,0.03369785190133248,0.3394835853669493,0.04151334105304944,-0.10650865822539826,0.08703742228115943,0.07444135139733701
morph_seed,0.15670282718356462,-0.07970294958576651,-0.09368364729436093,-0.5080385096475409,0.1335889855374673,0.12866885842054585,0.061405363088377705,-0.08799220628370008,-0.0033592889153778983,0.1420006115440968
branch_length_cv,0.12577143367667884,-0.16700360526740957,-0.5314085531405998,-0.39572962377587845,-0.023038855027731342,0.009849567448120723,-0.09890531594710288,-0.023848693843475606,-0.00887925681244633,0.008133587754035802
