generation,cell_index,mi_count_bits,atp_per_spike_molecules,dsi_vector_sum,pd_rate_hz,ephys_PC1,ephys_PC2,ephys_PC3,soma_share_atp
34,3254,1.1393262397777593,5741756.839226874,0.16666666666666663,2.857142857142857,-2.1099018726252385,-2.8844621939212796,-0.3417474651415285,0.8905924223063844
25,2332,1.1393262397777593,5901495.1635243725,0.16666666666666663,2.857142857142857,-0.7328770864185792,-0.9750338781515899,-0.5184877058833932,0.9042671067739205
26,2415,1.1393262397777593,5928563.128617011,0.24999999999999994,2.142857142857143,-1.0409225189728413,-1.0819914689242816,-0.25024999741225573,0.9318512182012476
27,2549,1.1393262397777593,6493154.814695549,0.16666666666666663,2.857142857142857,-1.1616501930994612,-3.311482366561838,0.8033391348211834,0.9220411918485322
20,1892,1.1393262397777593,6536882.861071155,0.20327890704543536,2.857142857142857,-0.9267746368665446,-3.15472614318945,1.5449023233338361,0.935596138293168
22,2091,1.1393262397777593,7023402.210799068,0.24999999999999994,2.142857142857143,-1.8903800597794247,-1.932594851322844,0.8653467701933194,0.9311507737910537
23,2192,0.9643374506019364,6581444.631124256,0.1737932151513777,2.857142857142857,-0.9536597051855205,-2.317822679430667,1.1863459334242987,0.9356209351829685
21,1923,1.1393262397777593,7862095.351241913,0.24999999999999994,2.142857142857143,-0.8211544660041168,-1.3107733699926145,1.648993779195364,0.9351335754457591
26,2409,0.9643374506019364,6770824.44635185,0.18601633295108105,2.857142857142857,-0.08278901385339642,-1.9704372679054472,2.520992983489572,0.8963182075104037
13,1174,1.1393262397777593,8309675.54077427,0.12499999999999996,3.5714285714285716,-0.9543813601655771,-5.293793750724513,3.027775471551122,0.8499142803071497
21,1965,1.1393262397777593,8691207.170431722,0.24999999999999994,2.142857142857143,1.475958320494095,-2.5339306650821865,2.3761749889433093,0.8978488307963278
5,399,0.9643374506019364,7450268.328193882,0.1313561565438198,10.714285714285715,-0.34107375433983006,-4.936449236654457,3.2668362752856615,0.89116807149298
18,1690,1.1393262397777593,8811993.970321665,0.24999999999999994,2.142857142857143,0.22997456384078943,-1.84774740168205,3.2938219211196555,0.862987361305154
24,2293,1.1393262397777593,9281936.000811534,0.20327890704543536,2.857142857142857,-0.5356796625060539,-1.6953464545786747,2.2441928098697232,0.9400182401605209
24,2268,1.1393262397777593,9287009.774267005,0.2484519974999766,2.142857142857143,-1.0744820430741264,-1.6093440280655948,1.4330300558267948,0.8900352377949919
