generation,cell_index,mi_count_bits,atp_per_spike_molecules,dsi_vector_sum,pd_rate_hz,ephys_PC1,ephys_PC2,ephys_PC3,soma_share_atp
6,492,0.6309412443480125,12165542.089586638,0.024390243902439067,7.142857142857143,4.490971458365724,-1.007730428581771,0.17426916871143794,0.7253505108471759
14,1283,0.81966311988888,16046366.953832984,0.23570226039551578,1.4285714285714286,2.2146474433917867,0.44026133513595417,0.21191887161373618,0.7223547643390095
17,1614,0.3605152028616353,9056175.329093078,0.10540925533894593,2.142857142857143,1.413207274732375,-2.0634713988121933,1.8393057884226587,0.6794804814858525
12,1142,0.6309412443480125,18209805.407407932,0.007751937984496079,23.571428571428573,3.8975859087887024,-1.8043149430260972,0.13530323210755454,0.7212671529418379
12,1091,0.5083849954297467,17064649.114825662,0.11293848786315638,2.142857142857143,1.9765215041153592,-3.1365910535551613,2.798977931320801,0.4114952861761352
7,615,0.3605152028616353,12175465.37253214,0.009620500424306793,17.142857142857142,4.662548962015065,-0.9326630498575501,-1.9596755682640532,0.5933002969572947
7,640,0.267293452551913,10574336.60369399,0.15596827000764663,1.9047619047619049,5.269322675486132,-1.1713263430847263,-2.9266757844745785,0.9275640435874494
11,988,0.6309412443480125,26773711.113188393,0.006896551724137885,26.42857142857143,3.8079466998344524,-1.3028651096077213,0.9883789384015123,0.441727466902318
37,3539,0.34038395951278777,14758011.48078714,0.0173410404624277,10.714285714285715,-0.8048314801156076,0.15940969487915846,2.224672606222942,0.5876965448032307
11,1026,0.3605152028616353,15955411.838933714,0.00924642590692504,20.714285714285715,3.21056138192265,-2.3781750787107634,0.7128298022001053,0.5262854623428483
19,1779,0.2430856145974703,10806396.991740385,0.00404061017820884,20.952380952380953,2.4973226877638304,-2.0831678694268128,1.7034511671323072,0.6277077880147254
14,1261,0.3689001982913814,17531721.356429223,0.09160696881075088,7.6190476190476195,2.476984257873391,-0.1288458010523148,0.5161079189522956,0.36920305730794795
17,1546,0.6309412443480125,30938785.021823034,0.005405405405405451,32.85714285714286,2.2640919546321068,2.6829988289216273,2.050563562011667,0.19235954364446917
16,1511,0.24011158302361144,12555858.659113947,0.07692307692307687,1.9047619047619049,1.0165668001033648,-3.545464420992061,2.6831377115646386,0.5459113294451289
18,1644,0.27561557506106943,14632549.443264576,0.009090909090909063,26.66666666666667,3.9962528919165825,-0.4098174169530836,0.9091523988044843,0.9182453228136807
