cluster_id,generation,cell_index,mi_count_bits,atp_per_spike_molecules,dsi_vector_sum,pd_rate_hz,pc1_combined,pc2_combined
3,17,1611,0.0,4963406.16534409,7.204529898187539e-17,0.7142857142857143,-1.2718901641726432,1.0728505536597508
2,17,1612,0.0,5794331.342466541,5.581431114489108e-17,10.0,1.065415085942849,0.9055838906646115
3,17,1613,0.0,14555590.087087426,6.00022302837189e-17,16.42857142857143,-1.24913801693241,-5.426304538717368
4,17,1614,0.3605152028616353,9056175.329093078,0.10540925533894593,2.142857142857143,-2.213020554608337,-1.2337228472177364
3,17,1615,0.0,31570184.01951788,7.204529898187539e-17,1.4285714285714286,-1.1487061727056624,-3.639252138888212
3,17,1616,0.0,7818793.177151886,7.204529898187539e-17,0.7142857142857143,0.13006853628521825,-0.6320348853218192
3,17,1617,0.0,25160566.48272211,5.897955049882633e-17,17.142857142857142,-2.5962449759755413,-3.4416935502015344
3,17,1618,0.6309412443480125,10078835.34762485,0.11111111111111108,2.142857142857143,-1.134345417287926,-4.371770484772147
3,17,1619,0.6309412443480125,10927033.600267649,0.14285714285714282,1.4285714285714286,-1.7558097473418743,-3.112788926154133
3,17,1620,0.0,20000000000.0,0.0,0.0,-4.192577418495533,-5.542181283739525
1,17,1621,0.0,12374505.69347386,7.204529898187539e-17,0.7142857142857143,-1.870551041760212,-2.8605662870815576
3,17,1622,0.0,7834601.048595085,7.204529898187539e-17,0.7142857142857143,-1.6796588983945833,-3.6607486673748344
2,17,1623,0.0,12142820.171838412,7.204529898187539e-17,0.7142857142857143,-0.5562675773485926,1.881475528152415
3,17,1624,0.0,12388162.498111805,7.204529898187539e-17,0.7142857142857143,-0.7271282098038,-4.765955455283681
4,17,1625,0.0,21927597.946966093,7.204529898187539e-17,0.7142857142857143,-3.4043122915154727,-1.164163053107538
4,17,1626,0.0,21877441.552936662,6.00022302837189e-17,16.42857142857143,-2.4081320911558945,-1.0973555227139362
3,17,1627,0.0,31209292.68968453,6.177058251187725e-17,30.714285714285715,-0.4151740622354819,-3.750237832028354
0,17,1628,0.0039060116788910415,432985619.2289478,0.00398406374501986,15.000000000000002,-1.5563039755184092,-2.5171137940819417
3,17,1629,0.0,65432506.01557388,7.204529898187539e-17,0.7142857142857143,-0.5065770071529473,-0.697558950886722
3,17,1630,0.0,10453183.21940729,6.388418785130454e-17,14.285714285714286,-1.6619492542844316,-5.134207703026241
1,17,1631,0.0,3639407.4986765445,7.204529898187539e-17,0.7142857142857143,0.33534285612107695,2.0238746213709784
3,18,1632,0.6309412443480125,12845647.600484466,0.14285714285714282,1.4285714285714286,-1.6155660623489736,-2.4178597228474152
2,18,1633,0.0,5724238.029565035,7.204529898187539e-17,0.7142857142857143,-0.6689585824135342,1.61590809070787
3,18,1634,0.0,6991929.6342310235,7.204529898187539e-17,0.7142857142857143,-2.125004308231885,2.3087622768984546
3,18,1635,0.0,7919650.06496457,7.204529898187539e-17,0.7142857142857143,-2.74783293501031,-4.791112383288327
3,18,1636,0.5699579180264102,11914596.50595238,0.12432935432634444,2.142857142857143,-1.1731255825068134,-4.489454221655663
2,18,1637,0.0,74418620.06578453,7.204529898187539e-17,0.7142857142857143,-0.4449913925848408,0.4857257162009136
4,18,1638,0.0039060116788910415,7282763.80959636,0.09090909090909088,0.7142857142857143,-2.3249516916228568,-3.1321275832739564
3,18,1639,0.6309412443480125,9427119.924840348,0.09090909090909086,2.142857142857143,-0.8100723971724533,-3.5367672251637425
3,18,1640,0.6309412443480125,7807216.592010734,0.19999999999999996,1.4285714285714286,-1.5822986967149957,-5.8895472646230775
4,18,1641,0.0,6979756.593921792,7.204529898187539e-17,0.7142857142857143,-3.2116686313165177,4.292250237771858
4,18,1642,0.0,13770445.768164333,5.581431114489108e-17,10.0,-4.337787774670439,0.2338787588972699
2,18,1643,1.1393262397777593,6539199.81894989,0.24999999999999994,2.142857142857143,2.1695977237071165,-1.6895699972491254
4,18,1644,0.27561557506106943,14632549.443264576,0.009090909090909063,26.66666666666667,-4.476211564183102,-0.11445964257293391
3,18,1645,0.5083849954297467,12106293.223104108,0.1976423537605237,1.4285714285714286,-1.844163166968229,-2.832779476329209
3,18,1646,0.43180749013833714,10025965.059598893,0.16666666666666663,1.9047619047619049,-1.0357482844949017,-1.6048759711500324
2,18,1647,0.0039060116788910415,6240894.508080304,0.0034843205574912306,17.142857142857142,-0.4220494300789483,-0.7456490798951665
1,18,1648,0.0,17826777.251621936,7.204529898187539e-17,0.7142857142857143,-1.0932562938580601,4.5089895814200345
2,18,1649,0.0,26328328.924998764,7.204529898187539e-17,0.7142857142857143,-0.19345236738576657,1.8273897774805887
4,18,1650,0.0,10705189.591138948,7.204529898187539e-17,0.7142857142857143,-1.5361635990987248,3.9682334588482435
3,18,1651,0.24011158302361144,8547551.170773512,0.19999999999999996,0.7142857142857143,-1.2343224456219177,-5.044169397802112
3,18,1652,0.0,11395736.204019105,6.388418785130454e-17,14.285714285714286,0.03879068296656445,-2.4453856848425395
3,18,1653,0.0,20000000000.0,0.0,0.0,-4.396812268373259,-3.88561598577972
3,18,1654,0.0,8574882.541340306,7.204529898187539e-17,1.4285714285714286,-1.7795029885929439,-4.338756177489386
3,18,1655,0.0,22331345.709551264,5.649027278170325e-17,19.28571428571429,-2.8814589050253065,-3.7676168113645523
3,18,1656,0.0,12922353.925418526,5.649027278170325e-17,19.28571428571429,-2.054874562948222,-4.341833950806202
4,18,1657,0.0,7390936.290473015,7.204529898187539e-17,0.7142857142857143,-1.1185109772485378,0.5533664049327836
3,18,1658,0.0,36834792.153061606,7.204529898187539e-17,0.7142857142857143,-0.7441325336373913,-2.967983195492165
3,18,1659,0.0,13609249.792934129,7.204529898187539e-17,0.7142857142857143,-0.8672117742830278,-3.4379638108111785
2,18,1660,0.0,5052293.948844037,7.204529898187539e-17,0.7142857142857143,-1.3679174583920966,1.9369593713886284
3,18,1661,0.0,24214731.692276757,7.204529898187539e-17,5.714285714285714,-1.8477628213718715,-1.9779964330451592
3,18,1662,0.6309412443480125,8630424.479348911,0.09090909090909086,2.142857142857143,-1.6127013480041563,-3.3014869854642677
0,18,1663,0.0,9463887.207543597,7.204529898187539e-17,0.7142857142857143,-5.178373779729242,1.097637666161369
1,18,1664,1.1393262397777593,32877558.554676194,0.24999999999999994,2.142857142857143,0.5590157122157364,-1.774466221724247
