generation,cell_index,mi_count_bits,atp_per_spike_molecules,corner_label,share_soma,share_ais,share_dend
7,614,0.0,17838182.73247282,low_mi_high_atp,0.4119171009895688,0.06602059131240988,0.5220623076980213
7,615,0.3605152028616353,12175465.37253214,low_mi_high_atp,0.5933002969572947,0.04498013649855093,0.36171956654415455
7,616,0.0,12064195.33131562,low_mi_high_atp,0.5478417602858348,0.10803139396878968,0.3441268457453756
7,619,0.0,8031543.659961891,low_mi_high_atp,0.8640957117957342,0.12879699014062532,0.007107298063640466
7,620,0.0,12651916.035765229,low_mi_high_atp,0.8235768784089168,0.02784883371058927,0.14857428788049393
7,625,0.0,8267983.193517778,low_mi_high_atp,0.9047866760794342,0.09437334919067604,0.000839974729889813
7,626,0.0,8355847.582742128,low_mi_high_atp,0.8967962567715811,0.09472832760407457,0.008475415624344309
7,627,0.0,25042193.38800468,low_mi_high_atp,0.32384010090772525,0.014710871108169469,0.6614490279841053
7,628,0.0,51405923.49753685,low_mi_high_atp,0.19474747677618703,0.00844820872976973,0.7968043144940432
7,631,0.0,7472949.285051447,low_mi_high_atp,0.9339099258710654,0.06367766667120393,0.0024124074577307674
7,632,0.0,12290861.241887214,low_mi_high_atp,0.9540597780888144,0.042897365107062546,0.003042856804123055
7,635,0.0,7421082.879003873,low_mi_high_atp,0.9434775253578707,0.056231624623676944,0.00029085001845238285
7,636,0.0,13668676.11530433,low_mi_high_atp,0.5260858176525567,0.04500563566403758,0.4289085466834057
7,638,0.0,51201069.673227906,low_mi_high_atp,0.18075312142517286,0.00945888426951964,0.8097879943053075
7,640,0.267293452551913,10574336.60369399,low_mi_high_atp,0.9275640435874494,0.0543454758294219,0.018090480583128656
7,642,0.0,13284164.041605465,low_mi_high_atp,0.5499191188600803,0.03348440893824963,0.4165964722016701
7,645,0.0,10643379.313984701,low_mi_high_atp,0.9454949175442607,0.04260358478700529,0.01190149766873405
7,648,0.0,7894482.885009335,low_mi_high_atp,0.9438295389221399,0.05551474751506205,0.0006557135627979582
7,650,0.0,10821826.28762854,low_mi_high_atp,0.9509554932509162,0.04414868773077467,0.004895819018309079
7,654,0.0,20834539.29377458,low_mi_high_atp,0.519062195107438,0.010555391965424895,0.47038241292713706
7,656,0.0,40052800.97188291,low_mi_high_atp,0.1966636253162497,0.01854421349539846,0.7847921611883518
7,658,0.0,14096736.20610608,low_mi_high_atp,0.5503354000339403,0.03545349810236413,0.41421110186369553
7,659,0.0,11622444.16308995,low_mi_high_atp,0.9666762089828826,0.033133330232415506,0.00019046078470180474
7,661,0.0,9104465.839877253,low_mi_high_atp,0.947761413790947,0.05154798000603265,0.0006906062030205279
7,662,0.0,9003687.43319012,low_mi_high_atp,0.9326569836585432,0.05686961407247398,0.010473402268982855
7,663,0.0,22805285.48314868,low_mi_high_atp,0.2863087149520181,0.0209318966456562,0.6927593884023256
7,665,0.0,6936830.617844673,low_mi_high_atp,0.9458405576039298,0.05389104193329558,0.00026840046277455876
7,667,0.0,101405702.67143609,low_mi_high_atp,0.08718043074154636,0.005779425908857533,0.9070401433495962
7,668,0.0,10191476.181866424,low_mi_high_atp,0.9356966726437991,0.051910026899358544,0.012393300456842272
7,671,0.0,7707066.185316953,low_mi_high_atp,0.9033281179001714,0.09015166924879062,0.006520212851037973
8,673,0.0,50625484.52668738,low_mi_high_atp,0.13998344286366032,0.0023723376223057178,0.857644219514034
8,675,0.0,7090483.444211128,low_mi_high_atp,0.9152368843361447,0.08387206811491058,0.0008910475489446776
8,677,0.0,20197606.29853694,low_mi_high_atp,0.3877633424227913,0.03734149628608548,0.5748951612911232
8,678,0.0,10196762.562142955,low_mi_high_atp,0.8521941593656724,0.03650588247832651,0.11129995815600105
8,679,0.0,7406040.101315751,low_mi_high_atp,0.9721130944411976,0.0276132897589795,0.0002736157998228862
8,680,0.0,9252204.619663501,low_mi_high_atp,0.9556455987771575,0.04337574564678552,0.0009786555760568937
8,684,0.0,10945292.076183025,low_mi_high_atp,0.887617121961864,0.05529612834313366,0.057086749695002256
8,687,0.0039060116788910415,16684809.79130849,low_mi_high_atp,0.4745611260812283,0.047904431984683825,0.4775344419340879
8,690,0.0,21458378.18038007,low_mi_high_atp,0.5658398362467084,0.07059389360705341,0.36356627014623816
8,691,0.0,10034280.924592385,low_mi_high_atp,0.919031020217087,0.054835860120054765,0.026133119662858098
8,692,0.0,7398205.718500668,low_mi_high_atp,0.8870380604961672,0.11062662099822078,0.002335318505612129
8,693,0.0,10347521.812607493,low_mi_high_atp,0.6363317321903524,0.03953400817459054,0.324134259635057
