generation,cell_index,mi_count_bits,atp_per_spike_molecules,dsi_vector_sum,pd_rate_hz,ephys_PC1,ephys_PC2,ephys_PC3,soma_share_atp
30,2788,0.6309412443480125,12911205.461932724,0.14285714285714282,1.4285714285714286,1.1059210396826618,1.9713489667364668,1.744900153189835,0.8397525505028053
15,1408,0.27561557506106943,11289974.697671661,0.04082282797641247,5.476190476190477,5.415954652117138,0.9321666005431251,-3.2784475371961377,0.9642116234932067
15,1363,0.5984741568050038,29299344.39046835,0.8689660757568886,1.4285714285714286,2.337010326694628,-3.6822197904516254,0.02602304518670572,0.31338158120047627
14,1333,0.688563318180261,39366508.26397268,0.032283095385502135,21.42857142857143,2.9147232857634626,-3.389057234459834,-0.021981483008484664,0.26347655865540426
13,1190,0.43180749013833714,27212500.770282894,0.02453304305529828,30.000000000000004,4.682323114707714,-2.5285709192153387,0.6372839110704888,0.2993867877595053
20,1859,0.34038395951278777,21884402.652934052,0.09677419354838707,2.142857142857143,1.994345781477778,-3.281958428323014,1.1791795318453886,0.41650049391835975
4,380,0.4726595731110926,31364419.4578117,0.014836795252225529,19.761904761904763,3.3651651461621013,-0.9781956104276401,-1.507611315100279,0.5060107472966684
5,397,0.15469898846636965,11112200.445304902,0.056685945338258006,5.714285714285714,5.210730002088273,1.4614055867261861,-3.313654905057046,0.9666013559134359
11,1008,0.5699579180264102,56697431.51726827,0.007254630332925463,30.000000000000004,4.652776523373852,-3.084863132386749,0.9647623481699271,0.13651964047145185
10,951,0.5051895335746919,50574420.10537733,0.002783884965301391,30.476190476190478,3.9565388195158584,-1.5644345374468807,0.4067651758644389,0.2131448348084556
10,940,0.5083849954297467,53832914.731825836,0.02136674094708368,8.571428571428571,0.7362827171860142,0.26744018983238366,0.06393491062987716,0.15422765892932797
17,1543,0.17179332732076766,18612339.74365964,0.002237136465324401,26.42857142857143,0.3738014420866053,-0.491764699510093,-1.382370974812409,0.3761180472636056
9,838,0.5627487344863497,63314052.52802283,0.04905511939406795,16.666666666666668,3.7680003097008483,-1.3197017891673202,-0.298035416168616,0.16301959982989211
11,1041,0.5051895335746917,57779382.94638726,0.03212054879800221,14.04761904761905,0.7325061279263335,-0.594508149795394,1.6202420567860927,0.10708073787296789
9,823,0.5051895335746917,58732771.89463543,0.014243071267018945,21.666666666666668,4.605939714885708,-1.3763993265071666,1.0562872698955754,0.16456521054231885
