generation,cell_index,mi_count_bits,atp_per_spike_molecules,dsi_vector_sum,pd_rate_hz,ephys_PC1,ephys_PC2,ephys_PC3,soma_share_atp
57,5467,1.4589893596666386,4824382.4185771495,0.3162277660168379,2.857142857142857,-2.6846754401619495,-0.5418588859021938,-2.591382887869444,0.9464711234411465
60,5664,1.4589893596666386,4829247.071808388,0.3162277660168379,2.857142857142857,-2.601381750591825,-0.6014138673047057,-2.592621760508769,0.9456356971473435
59,5577,1.4589893596666386,4829411.9580021165,0.3162277660168379,2.857142857142857,-2.751157752244733,-0.5331884654530311,-2.7308191864385623,0.9517809827852577
60,5754,1.4589893596666386,4852297.238198246,0.3162277660168379,2.857142857142857,-2.9073417700052384,-0.6812115381633781,-2.7045124857726917,0.9523849146991458
56,5285,1.4589893596666386,4901937.686722636,0.3162277660168379,2.857142857142857,-3.17370824506001,0.32577348623233315,-1.297239420404411,0.9531328482991505
58,5523,1.4589893596666386,4956697.611038093,0.3162277660168379,2.857142857142857,-2.6333744020457575,-0.38366270293332816,-2.6360709074174755,0.9459583616209795
53,5029,1.4589893596666386,5000528.846431184,0.3162277660168379,2.857142857142857,-3.3491212996945574,-1.51989226894008,-2.165106335197775,0.9300778903172943
51,4873,1.4589893596666386,5043280.251217076,0.3162277660168379,2.857142857142857,-3.4234522087668084,-1.4509996926126132,-2.1719242667595173,0.9378566822263875
55,5221,1.4589893596666386,5047038.0143303685,0.3162277660168379,2.857142857142857,-2.960830960835158,-0.47382830985219015,-2.683241153708919,0.9434626850986787
54,5161,1.4589893596666386,5055165.628942928,0.3162277660168379,2.857142857142857,-3.3450646469065153,-1.5402413314699264,-2.1992415435438324,0.9304229475653748
50,4742,1.4589893596666386,5090636.40871171,0.3162277660168379,2.857142857142857,-3.5449869439178863,-0.477721190166337,-0.001541665447409384,0.9393178027567278
56,5356,1.4589893596666386,5112987.860023558,0.3162277660168379,2.857142857142857,-2.779116259295169,-0.022934853835727378,-2.1742757964668478,0.9440086101539088
46,4352,1.4589893596666386,5128828.223627227,0.3162277660168379,2.857142857142857,-3.260399639907045,-1.7147555276650432,-0.7909814980427926,0.9347177880287475
45,4238,1.4589893596666386,5233438.613041705,0.3162277660168379,2.857142857142857,-2.704327652477506,-1.7573222742586565,-1.4492900092098382,0.9353922850023748
46,4324,1.4589893596666386,5257167.163675929,0.3162277660168379,2.857142857142857,-2.1233822687323527,-1.2986621569091095,-1.1431599595721,0.9394626685066102
