mode,direction,t_ms,v_mv
FULL,PD,77.6000,-58.068481
FULL,PD,77.7000,-58.052950
FULL,PD,77.8000,-58.037016
FULL,PD,77.9000,-58.023526
FULL,PD,78.0000,-58.013332
FULL,PD,78.1000,-57.994129
FULL,PD,78.2000,-57.966477
FULL,PD,78.3000,-57.932029
FULL,PD,78.4000,-57.892464
FULL,PD,78.5000,-57.851846
FULL,PD,78.6000,-57.812810
FULL,PD,78.7000,-57.773208
FULL,PD,78.8000,-57.736990
FULL,PD,78.9000,-57.702938
FULL,PD,79.0000,-57.672564
FULL,PD,79.1000,-57.644171
FULL,PD,79.2000,-57.615090
FULL,PD,79.3000,-57.584822
FULL,PD,79.4000,-57.554841
FULL,PD,79.5000,-57.525192
FULL,PD,79.6000,-57.498026
FULL,PD,79.7000,-57.470473
FULL,PD,79.8000,-57.446747
FULL,PD,79.9000,-57.424543
FULL,PD,80.0000,-57.403256
FULL,PD,80.1000,-57.378761
FULL,PD,80.2000,-57.351196
FULL,PD,80.3000,-57.323339
FULL,PD,80.4000,-57.296880
FULL,PD,80.5000,-57.273368
FULL,PD,80.6000,-57.250475
FULL,PD,80.7000,-57.231932
FULL,PD,80.8000,-57.219899
FULL,PD,80.9000,-57.209149
FULL,PD,81.0000,-57.205022
FULL,PD,81.1000,-57.197351
FULL,PD,81.2000,-57.187236
FULL,PD,81.3000,-57.174656
FULL,PD,81.4000,-57.161923
FULL,PD,81.5000,-57.150914
FULL,PD,81.6000,-57.142653
FULL,PD,81.7000,-57.136321
FULL,PD,81.8000,-57.131486
FULL,PD,81.9000,-57.128055
FULL,PD,82.0000,-57.126458
FULL,PD,82.1000,-57.125014
FULL,PD,82.2000,-57.117633
FULL,PD,82.3000,-57.111023
FULL,PD,82.4000,-57.103809
FULL,PD,82.5000,-57.098046
FULL,PD,82.6000,-57.093240
FULL,PD,82.7000,-57.089092
FULL,PD,82.8000,-57.087397
FULL,PD,82.9000,-57.086126
FULL,PD,83.0000,-57.087734
FULL,PD,83.1000,-57.085379
FULL,PD,83.2000,-57.077805
FULL,PD,83.3000,-57.064693
FULL,PD,83.4000,-57.049788
FULL,PD,83.5000,-57.033177
FULL,PD,83.6000,-57.016880
FULL,PD,83.7000,-56.999920
FULL,PD,83.8000,-56.984876
FULL,PD,83.9000,-56.974504
FULL,PD,84.0000,-56.965261
FULL,PD,84.1000,-56.955412
FULL,PD,84.2000,-56.947193
FULL,PD,84.3000,-56.936342
FULL,PD,84.4000,-56.926998
FULL,PD,84.5000,-56.919223
FULL,PD,84.6000,-56.911823
FULL,PD,84.7000,-56.909844
FULL,PD,84.8000,-56.908163
FULL,PD,84.9000,-56.909306
FULL,PD,85.0000,-56.912946
FULL,PD,85.1000,-56.907438
FULL,PD,85.2000,-56.891215
FULL,PD,85.3000,-56.867776
FULL,PD,85.4000,-56.842877
FULL,PD,85.5000,-56.818693
FULL,PD,85.6000,-56.794943
FULL,PD,85.7000,-56.774877
FULL,PD,85.8000,-56.757052
FULL,PD,85.9000,-56.745619
FULL,PD,86.0000,-56.733773
FULL,PD,86.1000,-56.726001
FULL,PD,86.2000,-56.720227
FULL,PD,86.3000,-56.717522
FULL,PD,86.4000,-56.715452
FULL,PD,86.5000,-56.715058
FULL,PD,86.6000,-56.716071
FULL,PD,86.7000,-56.719794
FULL,PD,86.8000,-56.725456
FULL,PD,86.9000,-56.730713
FULL,PD,87.0000,-56.741166
FULL,PD,87.1000,-56.747014
FULL,PD,87.2000,-56.744601
FULL,PD,87.3000,-56.739250
FULL,PD,87.4000,-56.729108
FULL,PD,87.5000,-56.716015
FULL,PD,87.6000,-56.705583
FULL,PD,87.7000,-56.696542
FULL,PD,87.8000,-56.688542
FULL,PD,87.9000,-56.680419
FULL,PD,88.0000,-56.676305
FULL,PD,88.1000,-56.661595
FULL,PD,88.2000,-56.644236
FULL,PD,88.3000,-56.627596
FULL,PD,88.4000,-56.610664
FULL,PD,88.5000,-56.599888
FULL,PD,88.6000,-56.588882
FULL,PD,88.7000,-56.585102
FULL,PD,88.8000,-56.581931
FULL,PD,88.9000,-56.582272
FULL,PD,89.0000,-56.584871
FULL,PD,89.1000,-56.571061
FULL,PD,89.2000,-56.546118
FULL,PD,89.3000,-56.515887
FULL,PD,89.4000,-56.485976
FULL,PD,89.5000,-56.454349
FULL,PD,89.6000,-56.427239
FULL,PD,89.7000,-56.403953
FULL,PD,89.8000,-56.385336
FULL,PD,89.9000,-56.369988
FULL,PD,90.0000,-56.355907
FULL,PD,90.1000,-56.320857
FULL,PD,90.2000,-56.279678
FULL,PD,90.3000,-56.239345
FULL,PD,90.4000,-56.201756
FULL,PD,90.5000,-56.169707
FULL,PD,90.6000,-56.143697
FULL,PD,90.7000,-56.124151
FULL,PD,90.8000,-56.108203
FULL,PD,90.9000,-56.097726
FULL,PD,91.0000,-56.092753
FULL,PD,91.1000,-56.080045
FULL,PD,91.2000,-56.064177
FULL,PD,91.3000,-56.042995
FULL,PD,91.4000,-56.023900
FULL,PD,91.5000,-56.010172
FULL,PD,91.6000,-55.997237
FULL,PD,91.7000,-55.989722
FULL,PD,91.8000,-55.983684
FULL,PD,91.9000,-55.984853
FULL,PD,92.0000,-55.990474
FULL,PD,92.1000,-55.983105
FULL,PD,92.2000,-55.963814
FULL,PD,92.3000,-55.941166
FULL,PD,92.4000,-55.916585
FULL,PD,92.5000,-55.887628
FULL,PD,92.6000,-55.864376
FULL,PD,92.7000,-55.846560
FULL,PD,92.8000,-55.830989
FULL,PD,92.9000,-55.820118
FULL,PD,93.0000,-55.813020
FULL,PD,93.1000,-55.773061
FULL,PD,93.2000,-55.717449
FULL,PD,93.3000,-55.661448
FULL,PD,93.4000,-55.610442
FULL,PD,93.5000,-55.573640
FULL,PD,93.6000,-55.542187
FULL,PD,93.7000,-55.522065
FULL,PD,93.8000,-55.510435
FULL,PD,93.9000,-55.505085
FULL,PD,94.0000,-55.502155
FULL,PD,94.1000,-55.498501
FULL,PD,94.2000,-55.494492
FULL,PD,94.3000,-55.484969
FULL,PD,94.4000,-55.479303
FULL,PD,94.5000,-55.475288
FULL,PD,94.6000,-55.469269
FULL,PD,94.7000,-55.472832
FULL,PD,94.8000,-55.475049
FULL,PD,94.9000,-55.482894
FULL,PD,95.0000,-55.490840
FULL,PD,95.1000,-55.494439
FULL,PD,95.2000,-55.495288
FULL,PD,95.3000,-55.488321
FULL,PD,95.4000,-55.480908
FULL,PD,95.5000,-55.470958
FULL,PD,95.6000,-55.462259
FULL,PD,95.7000,-55.456038
FULL,PD,95.8000,-55.449080
FULL,PD,95.9000,-55.447471
FULL,PD,96.0000,-55.446772
FULL,PD,96.1000,-55.429395
FULL,PD,96.2000,-55.401347
FULL,PD,96.3000,-55.365949
FULL,PD,96.4000,-55.333179
FULL,PD,96.5000,-55.307977
FULL,PD,96.6000,-55.282769
FULL,PD,96.7000,-55.264071
FULL,PD,96.8000,-55.245108
FULL,PD,96.9000,-55.238831
FULL,PD,97.0000,-55.235000
FULL,PD,97.1000,-55.221838
FULL,PD,97.2000,-55.210892
FULL,PD,97.3000,-55.201251
FULL,PD,97.4000,-55.201019
FULL,PD,97.5000,-55.202349
FULL,PD,97.6000,-55.209439
FULL,PD,97.7000,-55.220058
FULL,PD,97.8000,-55.231094
FULL,PD,97.9000,-55.250887
FULL,PD,98.0000,-55.267781
FULL,PD,98.1000,-55.280343
FULL,PD,98.2000,-55.288935
FULL,PD,98.3000,-55.291065
FULL,PD,98.4000,-55.289682
FULL,PD,98.5000,-55.287325
FULL,PD,98.6000,-55.286743
FULL,PD,98.7000,-55.284910
FULL,PD,98.8000,-55.284810
FULL,PD,98.9000,-55.283883
FULL,PD,99.0000,-55.287379
FULL,PD,99.1000,-55.269623
FULL,PD,99.2000,-55.235383
FULL,PD,99.3000,-55.196339
FULL,PD,99.4000,-55.163261
FULL,PD,99.5000,-55.131564
FULL,PD,99.6000,-55.103766
FULL,PD,99.7000,-55.082181
FULL,PD,99.8000,-55.063128
FULL,PD,99.9000,-55.053073
FULL,PD,100.0000,-55.046731
FULL,PD,100.1000,-55.021005
FULL,PD,100.2000,-54.991407
FULL,PD,100.3000,-54.960916
FULL,PD,100.4000,-54.931706
FULL,PD,100.5000,-54.912195
FULL,PD,100.6000,-54.893501
FULL,PD,100.7000,-54.884101
FULL,PD,100.8000,-54.878946
FULL,PD,100.9000,-54.882919
FULL,PD,101.0000,-54.885712
FULL,PD,101.1000,-54.879771
FULL,PD,101.2000,-54.872332
FULL,PD,101.3000,-54.865593
FULL,PD,101.4000,-54.864150
FULL,PD,101.5000,-54.867258
FULL,PD,101.6000,-54.876607
FULL,PD,101.7000,-54.887104
FULL,PD,101.8000,-54.901760
FULL,PD,101.9000,-54.920185
FULL,PD,102.0000,-54.940292
FULL,PD,102.1000,-54.956943
FULL,PD,102.2000,-54.966534
FULL,PD,102.3000,-54.972852
FULL,PD,102.4000,-54.979089
FULL,PD,102.5000,-54.982265
FULL,PD,102.6000,-54.989602
FULL,PD,102.7000,-55.001299
FULL,PD,102.8000,-55.013865
FULL,PD,102.9000,-55.029420
FULL,PD,103.0000,-55.046888
FULL,PD,103.1000,-55.065624
FULL,PD,103.2000,-55.074067
FULL,PD,103.3000,-55.079046
FULL,PD,103.4000,-55.085763
FULL,PD,103.5000,-55.095546
FULL,PD,103.6000,-55.105218
FULL,PD,103.7000,-55.113779
FULL,PD,103.8000,-55.127050
FULL,PD,103.9000,-55.141817
FULL,PD,104.0000,-55.158899
FULL,PD,104.1000,-55.166419
FULL,PD,104.2000,-55.169256
FULL,PD,104.3000,-55.172170
FULL,PD,104.4000,-55.173625
FULL,PD,104.5000,-55.180615
FULL,PD,104.6000,-55.187452
FULL,PD,104.7000,-55.197205
FULL,PD,104.8000,-55.210734
FULL,PD,104.9000,-55.226776
FULL,PD,105.0000,-55.244099
FULL,PD,105.1000,-55.251484
FULL,PD,105.2000,-55.247178
FULL,PD,105.3000,-55.239569
FULL,PD,105.4000,-55.223997
FULL,PD,105.5000,-55.208288
FULL,PD,105.6000,-55.196957
FULL,PD,105.7000,-55.189201
FULL,PD,105.8000,-55.182054
FULL,PD,105.9000,-55.182103
FULL,PD,106.0000,-55.186378
FULL,PD,106.1000,-55.174649
FULL,PD,106.2000,-55.148711
FULL,PD,106.3000,-55.121329
FULL,PD,106.4000,-55.088584
FULL,PD,106.5000,-55.064493
FULL,PD,106.6000,-55.041593
FULL,PD,106.7000,-55.023833
FULL,PD,106.8000,-55.010209
FULL,PD,106.9000,-54.999858
FULL,PD,107.0000,-54.996219
FULL,PD,107.1000,-54.990269
FULL,PD,107.2000,-54.984595
FULL,PD,107.3000,-54.977565
FULL,PD,107.4000,-54.972777
FULL,PD,107.5000,-54.970175
FULL,PD,107.6000,-54.964142
FULL,PD,107.7000,-54.960669
FULL,PD,107.8000,-54.961342
FULL,PD,107.9000,-54.963023
FULL,PD,108.0000,-54.970247
FULL,PD,108.1000,-54.946233
FULL,PD,108.2000,-54.890926
FULL,PD,108.3000,-54.823817
FULL,PD,108.4000,-54.752843
FULL,PD,108.5000,-54.678520
FULL,PD,108.6000,-54.609628
FULL,PD,108.7000,-54.553177
FULL,PD,108.8000,-54.498827
FULL,PD,108.9000,-54.456097
FULL,PD,109.0000,-54.423178
FULL,PD,109.1000,-54.270533
FULL,PD,109.2000,-54.130548
FULL,PD,109.3000,-54.012658
FULL,PD,109.4000,-53.916490
FULL,PD,109.5000,-53.841346
FULL,PD,109.6000,-53.785443
FULL,PD,109.7000,-53.740312
FULL,PD,109.8000,-53.705508
FULL,PD,109.9000,-53.686016
FULL,PD,110.0000,-53.678348
FULL,PD,110.1000,-53.672831
FULL,PD,110.2000,-53.667028
FULL,PD,110.3000,-53.668107
FULL,PD,110.4000,-53.668933
FULL,PD,110.5000,-53.672902
FULL,PD,110.6000,-53.681417
FULL,PD,110.7000,-53.693622
FULL,PD,110.8000,-53.715176
FULL,PD,110.9000,-53.740880
FULL,PD,111.0000,-53.765599
FULL,PD,111.1000,-53.804375
FULL,PD,111.2000,-53.820058
FULL,PD,111.3000,-53.824694
FULL,PD,111.4000,-53.823545
FULL,PD,111.5000,-53.823507
FULL,PD,111.6000,-53.820402
FULL,PD,111.7000,-53.824267
FULL,PD,111.8000,-53.833696
FULL,PD,111.9000,-53.841974
FULL,PD,112.0000,-53.853656
FULL,PD,112.1000,-53.782876
FULL,PD,112.2000,-53.703081
FULL,PD,112.3000,-53.638669
FULL,PD,112.4000,-53.587065
FULL,PD,112.5000,-53.544892
FULL,PD,112.6000,-53.509913
FULL,PD,112.7000,-53.494812
FULL,PD,112.8000,-53.486979
FULL,PD,112.9000,-53.486711
FULL,PD,113.0000,-53.495030
FULL,PD,113.1000,-53.408081
FULL,PD,113.2000,-53.339375
FULL,PD,113.3000,-53.295844
FULL,PD,113.4000,-53.271860
FULL,PD,113.5000,-53.260644
FULL,PD,113.6000,-53.259504
FULL,PD,113.7000,-53.275251
FULL,PD,113.8000,-53.294891
FULL,PD,113.9000,-53.324955
FULL,PD,114.0000,-53.361156
FULL,PD,114.1000,-53.350183
FULL,PD,114.2000,-53.316943
FULL,PD,114.3000,-53.278574
FULL,PD,114.4000,-53.239232
FULL,PD,114.5000,-53.210889
FULL,PD,114.6000,-53.191200
FULL,PD,114.7000,-53.180226
FULL,PD,114.8000,-53.177533
FULL,PD,114.9000,-53.182814
FULL,PD,115.0000,-53.190944
FULL,PD,115.1000,-53.209171
FULL,PD,115.2000,-53.234091
FULL,PD,115.3000,-53.258137
FULL,PD,115.4000,-53.280498
FULL,PD,115.5000,-53.311582
FULL,PD,115.6000,-53.336227
FULL,PD,115.7000,-53.365522
FULL,PD,115.8000,-53.396179
FULL,PD,115.9000,-53.432425
FULL,PD,116.0000,-53.469380
FULL,PD,116.1000,-53.479522
FULL,PD,116.2000,-53.475433
FULL,PD,116.3000,-53.471608
FULL,PD,116.4000,-53.471884
FULL,PD,116.5000,-53.473371
FULL,PD,116.6000,-53.486184
FULL,PD,116.7000,-53.499935
FULL,PD,116.8000,-53.518357
FULL,PD,116.9000,-53.546594
FULL,PD,117.0000,-53.583289
FULL,PD,117.1000,-53.511689
FULL,PD,117.2000,-53.444911
FULL,PD,117.3000,-53.388514
FULL,PD,117.4000,-53.334024
FULL,PD,117.5000,-53.287540
FULL,PD,117.6000,-53.253986
FULL,PD,117.7000,-53.232376
FULL,PD,117.8000,-53.211791
FULL,PD,117.9000,-53.204296
FULL,PD,118.0000,-53.203685
FULL,PD,118.1000,-53.086124
FULL,PD,118.2000,-52.963568
FULL,PD,118.3000,-52.860034
FULL,PD,118.4000,-52.771361
FULL,PD,118.5000,-52.700960
FULL,PD,118.6000,-52.643507
FULL,PD,118.7000,-52.604598
FULL,PD,118.8000,-52.578344
FULL,PD,118.9000,-52.564358
FULL,PD,119.0000,-52.564935
FULL,PD,119.1000,-52.429196
FULL,PD,119.2000,-52.314459
FULL,PD,119.3000,-52.235037
FULL,PD,119.4000,-52.176271
FULL,PD,119.5000,-52.140469
FULL,PD,119.6000,-52.120699
FULL,PD,119.7000,-52.113221
FULL,PD,119.8000,-52.118124
FULL,PD,119.9000,-52.137669
FULL,PD,120.0000,-52.165153
FULL,PD,120.1000,-52.149403
FULL,PD,120.2000,-52.110366
FULL,PD,120.3000,-52.062247
FULL,PD,120.4000,-52.015080
FULL,PD,120.5000,-51.974359
FULL,PD,120.6000,-51.939616
FULL,PD,120.7000,-51.913567
FULL,PD,120.8000,-51.903604
FULL,PD,120.9000,-51.895922
FULL,PD,121.0000,-51.899006
FULL,PD,121.1000,-51.817293
FULL,PD,121.2000,-51.724744
FULL,PD,121.3000,-51.642520
FULL,PD,121.4000,-51.569383
FULL,PD,121.5000,-51.508233
FULL,PD,121.6000,-51.462428
FULL,PD,121.7000,-51.427897
FULL,PD,121.8000,-51.406990
FULL,PD,121.9000,-51.401435
FULL,PD,122.0000,-51.401378
FULL,PD,122.1000,-51.389731
FULL,PD,122.2000,-51.362699
FULL,PD,122.3000,-51.339532
FULL,PD,122.4000,-51.311012
FULL,PD,122.5000,-51.292668
FULL,PD,122.6000,-51.285137
FULL,PD,122.7000,-51.290893
FULL,PD,122.8000,-51.304241
FULL,PD,122.9000,-51.324575
FULL,PD,123.0000,-51.357320
FULL,PD,123.1000,-51.202903
FULL,PD,123.2000,-50.994475
FULL,PD,123.3000,-50.793000
FULL,PD,123.4000,-50.596335
FULL,PD,123.5000,-50.425384
FULL,PD,123.6000,-50.272312
FULL,PD,123.7000,-50.142790
FULL,PD,123.8000,-50.028739
FULL,PD,123.9000,-49.940263
FULL,PD,124.0000,-49.873875
FULL,PD,124.1000,-49.625396
FULL,PD,124.2000,-49.414790
FULL,PD,124.3000,-49.235726
FULL,PD,124.4000,-49.079467
FULL,PD,124.5000,-48.954744
FULL,PD,124.6000,-48.843703
FULL,PD,124.7000,-48.755327
FULL,PD,124.8000,-48.691454
FULL,PD,124.9000,-48.640954
FULL,PD,125.0000,-48.611245
FULL,PD,125.1000,-48.313172
FULL,PD,125.2000,-48.001034
FULL,PD,125.3000,-47.705293
FULL,PD,125.4000,-47.424113
FULL,PD,125.5000,-47.147255
FULL,PD,125.6000,-46.887592
FULL,PD,125.7000,-46.623588
FULL,PD,125.8000,-46.358124
FULL,PD,125.9000,-46.081235
FULL,PD,126.0000,-45.790199
FULL,PD,126.1000,-45.306519
FULL,PD,126.2000,-44.748682
FULL,PD,126.3000,-44.059268
FULL,PD,126.4000,-43.148820
FULL,PD,126.5000,-41.818526
FULL,PD,126.6000,-39.592576
FULL,PD,126.7000,-35.016262
FULL,PD,126.8000,-21.920039
FULL,PD,126.9000,20.163944
FULL,PD,127.0000,43.108888
FULL,PD,127.1000,43.180414
FULL,PD,127.2000,40.040659
FULL,PD,127.3000,34.824180
FULL,PD,127.4000,27.527840
FULL,PD,127.5000,18.508262
FULL,PD,127.6000,8.328814
FULL,PD,127.7000,-2.161469
FULL,PD,127.8000,-10.897283
FULL,PD,127.9000,-17.791283
FULL,PD,128.0000,-24.687487
FULL,PD,128.1000,-32.837578
FULL,PD,128.2000,-42.018936
FULL,PD,128.3000,-48.939993
FULL,PD,128.4000,-52.285783
FULL,PD,128.5000,-53.735578
FULL,PD,128.6000,-54.303853
FULL,PD,128.7000,-54.443590
FULL,PD,128.8000,-54.368485
FULL,PD,128.9000,-54.190310
FULL,PD,129.0000,-53.962936
FULL,PD,129.1000,-53.665316
FULL,PD,129.2000,-53.339871
FULL,PD,129.3000,-53.014089
FULL,PD,129.4000,-52.706916
FULL,PD,129.5000,-52.423291
FULL,PD,129.6000,-52.161957
FULL,PD,129.7000,-51.935125
FULL,PD,129.8000,-51.734203
FULL,PD,129.9000,-51.553145
FULL,PD,130.0000,-51.402912
FULL,PD,130.1000,-51.012412
FULL,PD,130.2000,-50.708501
FULL,PD,130.3000,-50.466305
FULL,PD,130.4000,-50.289131
FULL,PD,130.5000,-50.139104
FULL,PD,130.6000,-50.027315
FULL,PD,130.7000,-49.942842
FULL,PD,130.8000,-49.883838
FULL,PD,130.9000,-49.842198
FULL,PD,131.0000,-49.821972
FULL,PD,131.1000,-49.536167
FULL,PD,131.2000,-49.288837
FULL,PD,131.3000,-49.093233
FULL,PD,131.4000,-48.937989
FULL,PD,131.5000,-48.823004
FULL,PD,131.6000,-48.731029
FULL,PD,131.7000,-48.672880
FULL,PD,131.8000,-48.636382
FULL,PD,131.9000,-48.614913
FULL,PD,132.0000,-48.616957
FULL,PD,132.1000,-48.578107
FULL,PD,132.2000,-48.525013
FULL,PD,132.3000,-48.484457
FULL,PD,132.4000,-48.457704
FULL,PD,132.5000,-48.439663
FULL,PD,132.6000,-48.437042
FULL,PD,132.7000,-48.448825
FULL,PD,132.8000,-48.470117
FULL,PD,132.9000,-48.499410
FULL,PD,133.0000,-48.554641
FULL,PD,133.1000,-48.522731
FULL,PD,133.2000,-48.475125
FULL,PD,133.3000,-48.432732
FULL,PD,133.4000,-48.392768
FULL,PD,133.5000,-48.372805
FULL,PD,133.6000,-48.373436
FULL,PD,133.7000,-48.381038
FULL,PD,133.8000,-48.396717
FULL,PD,133.9000,-48.419916
FULL,PD,134.0000,-48.461150
FULL,PD,134.1000,-48.514261
FULL,PD,134.2000,-48.558811
FULL,PD,134.3000,-48.603590
FULL,PD,134.4000,-48.645655
FULL,PD,134.5000,-48.694314
FULL,PD,134.6000,-48.739716
FULL,PD,134.7000,-48.805604
FULL,PD,134.8000,-48.873061
FULL,PD,134.9000,-48.939842
FULL,PD,135.0000,-49.022875
FULL,PD,135.1000,-48.701398
FULL,PD,135.2000,-48.380476
FULL,PD,135.3000,-48.088824
FULL,PD,135.4000,-47.835940
FULL,PD,135.5000,-47.618201
FULL,PD,135.6000,-47.444732
FULL,PD,135.7000,-47.277822
FULL,PD,135.8000,-47.144398
FULL,PD,135.9000,-47.033222
FULL,PD,136.0000,-46.949390
FULL,PD,136.1000,-46.683073
FULL,PD,136.2000,-46.394985
FULL,PD,136.3000,-46.098910
FULL,PD,136.4000,-45.825880
FULL,PD,136.5000,-45.549857
FULL,PD,136.6000,-45.288727
FULL,PD,136.7000,-45.029434
FULL,PD,136.8000,-44.772409
FULL,PD,136.9000,-44.507411
FULL,PD,137.0000,-44.236328
FULL,PD,137.1000,-43.917714
FULL,PD,137.2000,-43.550553
FULL,PD,137.3000,-43.105376
FULL,PD,137.4000,-42.554643
FULL,PD,137.5000,-41.831584
FULL,PD,137.6000,-40.841292
FULL,PD,137.7000,-39.348416
FULL,PD,137.8000,-36.760787
FULL,PD,137.9000,-31.273094
FULL,PD,138.0000,-15.723328
FULL,PD,138.1000,23.864426
FULL,PD,138.2000,39.860780
FULL,PD,138.3000,38.726640
FULL,PD,138.4000,33.877868
FULL,PD,138.5000,26.689374
FULL,PD,138.6000,17.630365
FULL,PD,138.7000,7.411916
FULL,PD,138.8000,-2.988647
FULL,PD,138.9000,-11.499675
FULL,PD,139.0000,-18.328307
FULL,PD,139.1000,-25.117402
FULL,PD,139.2000,-32.864772
FULL,PD,139.3000,-41.145506
FULL,PD,139.4000,-47.333589
FULL,PD,139.5000,-50.479021
FULL,PD,139.6000,-51.894225
FULL,PD,139.7000,-52.471655
FULL,PD,139.8000,-52.633548
FULL,PD,139.9000,-52.581633
FULL,PD,140.0000,-52.420368
FULL,PD,140.1000,-52.117935
FULL,PD,140.2000,-51.789672
FULL,PD,140.3000,-51.474091
FULL,PD,140.4000,-51.176216
FULL,PD,140.5000,-50.906861
FULL,PD,140.6000,-50.667928
FULL,PD,140.7000,-50.450066
FULL,PD,140.8000,-50.260376
FULL,PD,140.9000,-50.099581
FULL,PD,141.0000,-49.952045
FULL,PD,141.1000,-49.807908
FULL,PD,141.2000,-49.658885
FULL,PD,141.3000,-49.521491
FULL,PD,141.4000,-49.398504
FULL,PD,141.5000,-49.297491
FULL,PD,141.6000,-49.214551
FULL,PD,141.7000,-49.143786
FULL,PD,141.8000,-49.089182
FULL,PD,141.9000,-49.054161
FULL,PD,142.0000,-49.028769
FULL,PD,142.1000,-48.815326
FULL,PD,142.2000,-48.607779
FULL,PD,142.3000,-48.433415
FULL,PD,142.4000,-48.277015
FULL,PD,142.5000,-48.155078
FULL,PD,142.6000,-48.053388
FULL,PD,142.7000,-47.959294
FULL,PD,142.8000,-47.897498
FULL,PD,142.9000,-47.853954
FULL,PD,143.0000,-47.836764
FULL,PD,143.1000,-47.538814
FULL,PD,143.2000,-47.229492
FULL,PD,143.3000,-46.958472
FULL,PD,143.4000,-46.728820
FULL,PD,143.5000,-46.538920
FULL,PD,143.6000,-46.386578
FULL,PD,143.7000,-46.274332
FULL,PD,143.8000,-46.190298
FULL,PD,143.9000,-46.130788
FULL,PD,144.0000,-46.104563
FULL,PD,144.1000,-46.105055
FULL,PD,144.2000,-46.117812
FULL,PD,144.3000,-46.136968
FULL,PD,144.4000,-46.168075
FULL,PD,144.5000,-46.215401
FULL,PD,144.6000,-46.276323
FULL,PD,144.7000,-46.353419
FULL,PD,144.8000,-46.434255
FULL,PD,144.9000,-46.527460
FULL,PD,145.0000,-46.638789
FULL,PD,145.1000,-46.187089
FULL,PD,145.2000,-45.813125
FULL,PD,145.3000,-45.511460
FULL,PD,145.4000,-45.272810
FULL,PD,145.5000,-45.081426
FULL,PD,145.6000,-44.937808
FULL,PD,145.7000,-44.835258
FULL,PD,145.8000,-44.761472
FULL,PD,145.9000,-44.728165
FULL,PD,146.0000,-44.718028
FULL,PD,146.1000,-44.567459
FULL,PD,146.2000,-44.422019
FULL,PD,146.3000,-44.286507
FULL,PD,146.4000,-44.160165
FULL,PD,146.5000,-44.060315
FULL,PD,146.6000,-43.978179
FULL,PD,146.7000,-43.910567
FULL,PD,146.8000,-43.859900
FULL,PD,146.9000,-43.833928
FULL,PD,147.0000,-43.821293
FULL,PD,147.1000,-43.754514
FULL,PD,147.2000,-43.702699
FULL,PD,147.3000,-43.661524
FULL,PD,147.4000,-43.624244
FULL,PD,147.5000,-43.611005
FULL,PD,147.6000,-43.618193
FULL,PD,147.7000,-43.636951
FULL,PD,147.8000,-43.682072
FULL,PD,147.9000,-43.750452
FULL,PD,148.0000,-43.835842
FULL,PD,148.1000,-43.619980
FULL,PD,148.2000,-43.370653
FULL,PD,148.3000,-43.087144
FULL,PD,148.4000,-42.797380
FULL,PD,148.5000,-42.494970
FULL,PD,148.6000,-42.151734
FULL,PD,148.7000,-41.781082
FULL,PD,148.8000,-41.362426
FULL,PD,148.9000,-40.884497
FULL,PD,149.0000,-40.293345
FULL,PD,149.1000,-39.420319
FULL,PD,149.2000,-38.178346
FULL,PD,149.3000,-36.226105
FULL,PD,149.4000,-32.729156
FULL,PD,149.5000,-24.948028
FULL,PD,149.6000,-3.937969
FULL,PD,149.7000,27.415284
FULL,PD,149.8000,34.080563
FULL,PD,149.9000,30.354249
FULL,PD,150.0000,23.149179
FULL,PD,150.1000,13.979919
FULL,PD,150.2000,3.818929
FULL,PD,150.3000,-6.026517
FULL,PD,150.4000,-13.696015
FULL,PD,150.5000,-20.232485
FULL,PD,150.6000,-26.946244
FULL,PD,150.7000,-34.365834
FULL,PD,150.8000,-41.574903
FULL,PD,150.9000,-46.531676
FULL,PD,151.0000,-49.089868
FULL,PD,151.1000,-50.037175
FULL,PD,151.2000,-50.354115
FULL,PD,151.3000,-50.364058
FULL,PD,151.4000,-50.215829
FULL,PD,151.5000,-49.989810
FULL,PD,151.6000,-49.733984
FULL,PD,151.7000,-49.476805
FULL,PD,151.8000,-49.227325
FULL,PD,151.9000,-49.004506
FULL,PD,152.0000,-48.789067
FULL,PD,152.1000,-48.582441
FULL,PD,152.2000,-48.393975
FULL,PD,152.3000,-48.239827
FULL,PD,152.4000,-48.100319
FULL,PD,152.5000,-47.980388
FULL,PD,152.6000,-47.895343
FULL,PD,152.7000,-47.819240
FULL,PD,152.8000,-47.765232
FULL,PD,152.9000,-47.726302
FULL,PD,153.0000,-47.709007
FULL,PD,153.1000,-47.698565
FULL,PD,153.2000,-47.640669
FULL,PD,153.3000,-47.569662
FULL,PD,153.4000,-47.512526
FULL,PD,153.5000,-47.458601
FULL,PD,153.6000,-47.407100
FULL,PD,153.7000,-47.380225
FULL,PD,153.8000,-47.361378
FULL,PD,153.9000,-47.345569
FULL,PD,154.0000,-47.355697
FULL,PD,154.1000,-47.208891
FULL,PD,154.2000,-47.064923
FULL,PD,154.3000,-46.937022
FULL,PD,154.4000,-46.810195
FULL,PD,154.5000,-46.709412
FULL,PD,154.6000,-46.634495
FULL,PD,154.7000,-46.582481
FULL,PD,154.8000,-46.547763
FULL,PD,154.9000,-46.529165
FULL,PD,155.0000,-46.527549
FULL,PD,155.1000,-46.365924
FULL,PD,155.2000,-46.224177
FULL,PD,155.3000,-46.092062
