diameter_multiplier,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
2.00,2,300,0,-48.406,0.000000
2.00,3,300,0,-48.409,0.000000
2.00,4,300,0,-48.409,0.000000
2.00,5,300,0,-48.413,0.000000
2.00,6,300,0,-48.409,0.000000
2.00,7,300,0,-48.405,0.000000
2.00,8,300,0,-48.403,0.000000
2.00,9,300,0,-48.404,0.000000
2.00,0,330,9,44.259,9.000000
2.00,1,330,9,44.269,9.000000
2.00,2,330,9,44.260,9.000000
2.00,3,330,9,44.265,9.000000
2.00,4,330,9,44.261,9.000000
2.00,5,330,9,44.261,9.000000
2.00,6,330,9,44.251,9.000000
2.00,7,330,9,44.258,9.000000
2.00,8,330,9,44.254,9.000000
2.00,9,330,9,44.258,9.000000
