length_multiplier,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
2.00,4,180,0,-49.501,0.000000
2.00,5,180,0,-50.285,0.000000
2.00,6,180,0,-49.093,0.000000
2.00,7,180,1,34.841,1.000000
2.00,8,180,1,36.721,1.000000
2.00,9,180,1,35.744,1.000000
2.00,0,210,1,36.289,1.000000
2.00,1,210,1,36.876,1.000000
2.00,2,210,1,37.379,1.000000
2.00,3,210,1,36.641,1.000000
2.00,4,210,1,36.102,1.000000
2.00,5,210,1,34.502,1.000000
2.00,6,210,1,37.023,1.000000
2.00,7,210,1,37.466,1.000000
2.00,8,210,1,35.515,1.000000
2.00,9,210,1,35.600,1.000000
2.00,0,240,1,36.586,1.000000
2.00,1,240,1,37.424,1.000000
2.00,2,240,1,37.692,1.000000
2.00,3,240,1,37.247,1.000000
2.00,4,240,1,37.424,1.000000
2.00,5,240,2,37.339,2.000000
2.00,6,240,1,37.290,1.000000
2.00,7,240,1,34.949,1.000000
2.00,8,240,1,35.655,1.000000
2.00,9,240,1,38.631,1.000000
2.00,0,270,2,36.363,2.000000
2.00,1,270,2,37.130,2.000000
2.00,2,270,1,35.967,1.000000
2.00,3,270,1,37.151,1.000000
2.00,4,270,1,36.742,1.000000
2.00,5,270,1,36.747,1.000000
2.00,6,270,1,36.205,1.000000
2.00,7,270,1,36.517,1.000000
2.00,8,270,1,36.849,1.000000
2.00,9,270,1,37.773,1.000000
2.00,0,300,3,37.388,3.000000
2.00,1,300,2,36.686,2.000000
2.00,2,300,3,38.491,3.000000
2.00,3,300,4,36.414,4.000000
2.00,4,300,3,37.269,3.000000
2.00,5,300,2,37.248,2.000000
2.00,6,300,2,37.141,2.000000
2.00,7,300,2,36.882,2.000000
2.00,8,300,1,37.890,1.000000
2.00,9,300,2,36.890,2.000000
2.00,0,330,3,37.568,3.000000
2.00,1,330,3,38.358,3.000000
2.00,2,330,4,36.706,4.000000
2.00,3,330,3,37.147,3.000000
2.00,4,330,3,36.878,3.000000
2.00,5,330,4,37.245,4.000000
2.00,6,330,3,36.803,3.000000
2.00,7,330,4,37.671,4.000000
2.00,8,330,4,37.284,4.000000
2.00,9,330,2,36.361,2.000000
