,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
NAP_SOMA_GBAR,-0.0979037098066432,-0.04045199840870379,0.06645508829313602,-0.07842615744130237,0.705370349337227,0.024299941891202992,0.09330990774650381,0.04832143219251236,-0.045248520935290346,-0.09687584192139864
NAP_PRIMARY_GBAR,-0.42491394708448815,-0.02742496728101076,0.2877708860799769,0.14689643984123155,-0.14338597420240717,0.08122986393863908,0.13134895712944708,-0.004972168890995513,-0.04924549564268247,0.010861977920926963
NAP_MID_GBAR,0.5320999767712306,-0.0515375402822472,0.02545778772308372,-0.2149219553941724,0.15568496981781116,0.09777625871020201,0.3219666925445861,-0.010697670894314682,0.09154530883813648,-0.05341807614289036
NAP_TERMINAL_GBAR,0.19167112087019353,-0.17391366950071985,0.1437178901237638,-0.07315794460679952,-0.10206865449906287,0.08838491981415306,0.10274767255857592,0.01099218037295967,0.22536388242494204,0.049171171043173985
NAP_AIS_GBAR,-0.32243092717458666,-0.0394771852740532,-0.1735131063256101,-0.005101447202496723,-0.04085362546915079,-0.0049992034871620935,-0.15541582127454082,-0.09303771573765128,0.04973807836286803,-0.05455745773452775
BK_SOMA_GBAR,-0.013886989438130739,-0.053275572465031985,0.5795009120195946,-0.10861994125989567,0.1362066464785822,-0.06493158411244969,-0.08905885554952189,0.005784073132221434,-0.03460156284519857,0.04603475811092897
BK_PRIMARY_GBAR,-0.5780520052792134,-0.06144318011236852,-0.16119929252857784,0.042695614424791084,0.06516162038747556,-0.06650439996279828,0.04147652434112735,0.07627965295812211,-0.12009738534665444,-0.03140296637922262
BK_MID_GBAR,-0.05407578871858864,-0.2717856129687389,0.5434540665951104,0.051578285019695636,0.002408608745349767,0.03488525283752786,0.23358268989871053,0.03495510604919531,0.03977945521575963,0.01003841306380286
BK_TERMINAL_GBAR,-0.48468905351432656,-0.07623053951577727,0.34147935470396873,0.1829297010655495,0.09845808765065624,-0.009041099023857678,0.0665995996563036,-0.0515076110273154,-0.045048508985680295,-0.048834199192112224
BK_AIS_GBAR,-0.04633946983361489,0.12539781982990197,0.02132612806242552,-0.2811917358721516,-0.21455195535875357,-0.11449022804297164,-0.2718271366560608,-0.04535253111064397,-0.008059586415059009,0.0064310045051296765
SK_SOMA_GBAR,-0.323692311522487,-0.1488368677433379,-0.18212765099503822,-0.06583846867340742,0.2591345359715389,-0.02421658612539623,0.11695703468788841,0.09453013061371306,-0.2296192774918689,-0.4216579083231218
SK_PRIMARY_GBAR,-0.5340226318620473,0.3197204046276842,-0.15814060465768348,0.16780316979475385,-0.043972621264038426,0.003802087442209746,-0.16468788452760624,0.005872321160006305,0.0006248692002074258,0.06550345172063447
SK_MID_GBAR,-0.042780366294401226,-0.6892273587162062,0.16758037760185301,-0.0016817585003873008,0.06764934018046534,0.05873262182680106,0.07965056971175877,0.0013745275942384433,0.007636576528018687,-0.03007377374449059
SK_TERMINAL_GBAR,-0.34389314820703115,-0.26025233758178434,-0.06400992168639784,0.0763730001875952,0.26817147889673754,-0.0965302607819907,0.10493200450638118,-0.11798591629790507,0.026733261704235147,-0.32516479184316033
SK_AIS_GBAR,-0.6719221401965859,0.12054384400559931,-0.16073647109005731,0.13205100666684141,0.06851237342108601,-0.049585629920225284,-0.09356227595431044,0.046358647499435274,0.0842981564867789,-0.14518706810204965
KDR_GBAR,-0.1534328708729812,0.011679935235370472,-0.09731744449074342,0.024152385059504972,-0.31620789061525745,0.0029484704612382415,-0.07897410479577949,-0.022943065462465047,-0.06121917164557424,0.4630683603216052
KV4_GBAR,0.1324122125647101,0.06756892734121972,0.013586170406807162,0.058455484593017866,-0.41287526394627827,-0.04051943342881893,-0.17607256373270905,-0.007504730047080747,0.11711838061137111,0.4166237652278971
NAR_GBAR,0.14581519862025857,-0.18399614575524498,-0.016481066588180517,-0.5459697275449402,0.0651901661298144,0.12311800053142845,-0.015534726019583927,-0.22392344836451306,-0.040261353539532925,-0.08650709010532619
IH_GBAR,0.00830782966733344,0.27937400266618306,0.059810707581406976,-0.4668112891707217,-0.14419177079077355,0.03359973116730541,-0.12104882234442203,0.15674463710155748,0.0038069134729110297,0.028846693577726665
CAL_GBAR,-0.16585380925201723,0.031065577007713324,-0.15889455876141328,0.3408175405631259,0.011755069031274299,-0.03182182972752831,-0.18342618456917734,-0.03373285924845609,0.062350417659440695,-0.20246283942810264
CAT_GBAR,0.25481387181234577,-0.2372144517028891,0.209060928438536,-0.1366623007962446,0.12938725744167015,-0.17257942728956582,0.1558453019657412,0.17708305925663026,0.08819392527225602,-0.06368749021961424
IM_GBAR,0.4781347208797776,0.1948712967282143,0.07980955268843455,0.08038973725706507,-0.13577072631435882,-0.09128904076136024,0.03798300623897739,0.054697496213798935,0.027762352690124212,0.151956906221694
SKAHP_GBAR_SOMA_AIS,-0.4534667943972689,-0.2628405596548611,0.14879345676965303,-0.007356616096769083,0.26991159684957117,0.12414265236938965,-0.06074307517454472,-0.05313168961512815,-0.030345017559779877,0.06875004507700042
SKAHP_TAU_CA_MULTIPLIER,0.7045783219336359,-0.08668760319695107,0.039208725323074234,0.011269215397421138,-0.16078544555021232,0.05143448997364602,-0.08991994842761879,0.04725537710600921,-0.03940883290856553,0.030688707356631418
RA_OHM_CM,-0.11992996977372583,-0.20437526835941175,0.07202015073691961,0.10035480831222614,0.16945701725269557,0.06171037026770725,0.5719959552919736,-0.09884977666552214,-0.028016431562290996,-0.09639500581830608
CM_UF_CM2,-0.22987405164120536,-0.04309783357334541,0.27940118127648067,-0.09526148877305814,0.2153902744991718,-0.004701222946041947,0.03204436514537133,-0.12748892662934946,0.06336991900035745,-0.09441093377200975
GLEAK_S_CM2,0.3678745930929649,0.1431873516937144,-0.2441336317101588,0.07722321186387845,-0.12255085523667776,0.01460040384208746,-0.08005916496910932,0.10923792525954795,0.0751653942024502,0.2735799222908269
CAD_DEPTH_UM,0.43235613291529634,0.12644377048473654,-0.025746124318056184,-0.018729137841396418,-0.3796730512353901,-0.18768332438975996,0.1121589005012743,0.13089674646116134,0.05037551313835267,0.18906482666333574
CAD_TAUR_MS,-0.10898044831987865,-0.036722596429249584,0.029947694332346265,0.07685048158359471,0.7250536048235126,-0.042072980061359525,-0.022112706286534126,-0.08226085227517567,0.02318533867822548,-0.030717718025051327
N_ACH,-0.6662112046736268,-0.07050384182009375,0.08233972671688451,0.05415340823273096,0.14722758584551884,-0.027341498757026492,-0.025790874218091557,0.08155306606182439,0.044769175232021736,-0.09109892889164055
N_GABA,0.19391339128667762,0.20265773108899135,-0.4006016401165796,-0.027808770622374336,-0.2112157084273194,0.10662405302645916,-0.0016152210477897275,-0.10094926631657714,-0.07025027185859868,-0.0870461159785736
RHO0_ACH,-0.5080579898115143,-0.05895242289257961,0.0649377359172316,-0.08899147844446649,0.3583660977192314,-0.09594045875425562,0.11024011526203731,-0.05908290757874654,0.013008132066380728,-0.11812840358581642
LAMBDA_ACH_UM,-0.043647043309391585,0.06429622234424429,-0.21784969102879276,-0.021400503738331633,0.037792082386114895,-0.1835091601554169,-0.11762905038562839,-0.01653472427005782,0.109093871254175,-0.39382997924639757
