source_task,seed,generation,dsi_vector_sum,pd_rate_hz,ephys_pc1,ephys_pc2,ephys_pc3
t0114_seed7755_no_autostop,7755,61,0.9872881355932204,111.66666666666669,-5.1554202890992995,0.30664239194270526,0.16103033192200586
t0114_seed7755_no_autostop,7755,61,0.9831223628691982,111.9047619047619,-4.922163506908901,0.8189768252940173,0.5350775282764836
t0114_seed7755_no_autostop,7755,60,0.9872611464968153,111.42857142857143,-5.168256041596422,0.3490252413455745,0.24030626208004116
t0114_seed7755_no_autostop,7755,62,0.9830866807610993,111.66666666666669,-4.803541801650987,0.39894933030533086,-0.21679068723844203
t0114_seed7755_no_autostop,7755,60,0.9871794871794872,110.71428571428572,-5.508002082747472,-0.11422519909877571,-0.3675932447335111
t0114_seed7755_no_autostop,7755,60,0.9871794871794872,110.71428571428572,-5.154674770967294,0.3812153816469723,-0.5974546614554389
t0114_seed7755_no_autostop,7755,59,0.987152034261242,110.47619047619048,-5.219639179016699,0.4116475196139388,-0.8536286728722657
t0114_seed7755_no_autostop,7755,62,0.987152034261242,110.47619047619048,-5.173650282287955,0.36656651055803935,-0.6017017480612227
t0114_seed7755_no_autostop,7755,58,0.987152034261242,110.47619047619048,-4.96135831071196,0.4009720009449819,-0.22480719127482476
t0114_seed7755_no_autostop,7755,56,0.987152034261242,110.47619047619048,-5.132854611856669,0.38584224828688274,-0.7398879047257005
t0114_seed7755_no_autostop,7755,58,0.987152034261242,110.47619047619048,-4.725708202968347,0.8964193241670498,0.08379456313818028
t0114_seed7755_no_autostop,7755,59,0.9829424307036246,110.71428571428572,-5.111336628372078,0.44646313058277887,-0.677588177260276
t0114_seed7755_no_autostop,7755,60,0.9871244635193133,110.23809523809526,-4.96403762961218,0.45272499366608054,-0.1532902445268961
t0114_seed7755_no_autostop,7755,60,0.9871244635193133,110.23809523809526,-4.738268385569552,0.8319893940401204,-0.6178951160199794
t0114_seed7755_no_autostop,7755,62,0.9871244635193133,110.23809523809526,-4.790501800156487,0.45290495029813543,-0.19012810739997432
