source_task,seed,generation,dsi_vector_sum,pd_rate_hz,ephys_pc1,ephys_pc2,ephys_pc3
t0106_long_pdnd_nsga2_300gen,44,39,0.9433962264150944,122.61904761904762,1.4138494111051134,5.178275018073466,0.4945162264633686
t0106_long_pdnd_nsga2_300gen,44,38,0.9535783365570599,120.23809523809526,0.8084057651252129,5.477872946898064,0.23663952855731812
t0106_long_pdnd_nsga2_300gen,44,33,0.935483870967742,121.42857142857143,1.055665584925204,5.514394127468619,0.508917282476614
t0106_long_pdnd_nsga2_300gen,44,38,0.935483870967742,121.42857142857143,1.2026802287225662,5.13984954273917,0.645177828063603
t0106_long_pdnd_nsga2_300gen,44,36,0.9252336448598132,122.61904761904762,0.9827519720192595,5.3508077887951115,0.5861234655172298
t0106_long_pdnd_nsga2_300gen,44,37,0.9174484052532832,121.66666666666669,1.2968650871394456,5.312093639162807,0.5254931954671969
t0106_long_pdnd_nsga2_300gen,44,37,0.9003690036900369,122.61904761904762,1.1913364895782932,5.239651355216928,0.5894414921314384
t0106_long_pdnd_nsga2_300gen,44,39,0.92,120.00000000000001,1.5185126324506804,5.513542162506777,0.4880167323905014
t0106_long_pdnd_nsga2_300gen,44,34,0.9337231968810917,118.09523809523812,1.3219245890079776,5.05193782466345,0.34970177469432695
t0106_long_pdnd_nsga2_300gen,44,37,0.9232245681381959,119.28571428571429,1.0771079133952723,5.071417058417606,0.27166379799404916
t0106_long_pdnd_nsga2_300gen,44,38,0.9475806451612903,115.00000000000001,0.7214253638924882,4.982839039967762,0.6956535864862854
t0106_long_pdnd_nsga2_300gen,44,36,0.9780701754385966,107.3809523809524,0.6528335887877842,5.340433943250262,-0.1492124669322324
t0106_long_pdnd_nsga2_300gen,44,38,0.973741794310722,107.3809523809524,0.4558004293032296,5.216476497978762,-0.0494498507075526
t0106_long_pdnd_nsga2_300gen,44,38,0.8823529411764705,118.09523809523812,0.6824712758825487,5.399976789394543,0.4299447943286793
t0106_long_pdnd_nsga2_300gen,44,38,0.901185770750988,114.52380952380953,1.310580849656058,5.15173963686714,0.29396543884789034
