source_task,seed,generation,dsi_vector_sum,pd_rate_hz,ephys_pc1,ephys_pc2,ephys_pc3
t0112_t0106_seed77_replicate,77,21,0.9354838709677419,42.85714285714286,-0.21546572825758922,-1.4981272769247407,0.11161786416042246
t0112_t0106_seed77_replicate,77,14,0.8690476190476192,37.38095238095239,-0.9956453421227982,-1.3020323002218257,0.14904327882483281
t0115_seed9354_no_autostop,9354,52,0.5272727272727272,50.0,2.3891416212204546,-0.3836960838339677,3.6114093765860824
t0115_seed9354_no_autostop,9354,40,0.5564516129032259,45.95238095238095,3.730087570711394,-0.4426902523272868,3.8934480265669307
t0115_seed9354_no_autostop,9354,24,0.5636363636363636,40.952380952380956,2.4403644073533663,-0.36515848587879324,3.127689621094725
t0115_seed9354_no_autostop,9354,30,0.4372623574144486,45.0,2.8740272427541877,-1.4145284758621197,3.5123281348711193
t0115_seed9354_no_autostop,9354,28,0.5257731958762886,35.23809523809524,2.352518308796343,0.3168462048453242,3.9396732187536996
t0115_seed9354_no_autostop,9354,24,0.5705521472392638,30.476190476190478,3.413301836988965,0.06322596992079411,4.173621830021983
t0115_seed9354_no_autostop,9354,23,0.28,45.714285714285715,2.4921032044671256,-0.8618861531280544,3.67905866369881
t0112_t0106_seed77_replicate,77,21,0.8983050847457628,13.333333333333336,1.6673424456131483,-1.0948588148033762,-0.23453570640542662
t0115_seed9354_no_autostop,9354,35,0.41818181818181815,27.857142857142858,2.7176519409935422,-0.44394703214632336,3.328186017380581
t0115_seed9354_no_autostop,9354,22,0.5918367346938775,18.571428571428573,3.0076929204057303,0.16121980536578312,2.6053407210277966
t0115_seed9354_no_autostop,9354,31,0.2517482517482518,42.61904761904762,2.484564739675839,-0.21921496261872145,2.994269553350173
t0115_seed9354_no_autostop,9354,35,0.2312703583061889,45.0,3.1798622533193424,0.28617205815496444,3.840002452044916
t0115_seed9354_no_autostop,9354,31,0.43478260869565216,23.571428571428573,2.3002489407059574,-0.0982322810385788,3.1183080685199456
