source_task,seed,generation,dsi_vector_sum,pd_rate_hz,ephys_pc1,ephys_pc2,ephys_pc3
t0115_seed9354_no_autostop,9354,42,0.7899159663865546,50.714285714285715,1.949064366645877,-0.5425696033444094,3.1669181923037684
t0115_seed9354_no_autostop,9354,49,0.8913043478260869,41.42857142857143,1.8812021940111523,-0.7656425232241358,3.3859157951682675
t0115_seed9354_no_autostop,9354,55,0.8391959798994975,43.57142857142858,2.188317460186367,-0.9501558525029355,3.289058654761391
t0115_seed9354_no_autostop,9354,52,0.9390243902439025,37.85714285714286,2.0453466492496872,-0.35256855438198914,3.6592846377711283
t0115_seed9354_no_autostop,9354,50,0.6691729323308271,52.85714285714286,2.0359222127852954,-0.48024159478141587,4.043396464702084
t0115_seed9354_no_autostop,9354,53,0.9166666666666666,38.333333333333336,2.7235836350561486,-0.4324736373032827,3.268300160990082
t0115_seed9354_no_autostop,9354,42,0.75,46.666666666666664,1.5864372229562418,-0.10831773800235864,3.591079363979801
t0115_seed9354_no_autostop,9354,53,0.9493670886075949,36.66666666666667,1.8077009352731404,-0.8071676598270677,3.4059378712301056
t0115_seed9354_no_autostop,9354,51,0.9735099337748345,35.476190476190474,2.0680364517696437,-0.06218330259638931,3.889036148966119
t0115_seed9354_no_autostop,9354,53,0.915151515151515,37.61904761904762,2.167682299143396,-0.759759771124349,2.9888328217860662
t0115_seed9354_no_autostop,9354,44,0.8750000000000001,39.285714285714285,2.256886094876431,-0.30726500769425436,2.7085094913231678
t0115_seed9354_no_autostop,9354,52,0.7345132743362832,46.666666666666664,1.4896816204818015,-0.5870274358377483,3.042381293341052
t0115_seed9354_no_autostop,9354,50,0.9141104294478527,37.142857142857146,2.2292926912000777,-0.9606224882891307,2.915627268185131
t0115_seed9354_no_autostop,9354,42,0.9602649006622517,35.23809523809524,1.9918731012962212,-0.37218182328122096,3.1384642803913625
t0115_seed9354_no_autostop,9354,53,0.7889447236180904,42.38095238095239,1.5991257234399772,-0.8577069334798134,3.126420893284986
