diameter_multiplier,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
2.00,0,60,4,36.701,4.000000
2.00,1,60,2,35.625,2.000000
2.00,2,60,2,35.146,2.000000
2.00,3,60,3,37.481,3.000000
2.00,4,60,3,36.334,3.000000
2.00,5,60,3,37.214,3.000000
2.00,6,60,3,36.887,3.000000
2.00,7,60,3,37.280,3.000000
2.00,8,60,3,35.839,3.000000
2.00,9,60,4,36.669,4.000000
2.00,0,90,3,36.880,3.000000
2.00,1,90,1,35.712,1.000000
2.00,2,90,2,36.215,2.000000
2.00,3,90,3,36.797,3.000000
2.00,4,90,2,36.011,2.000000
2.00,5,90,3,36.287,3.000000
2.00,6,90,1,35.552,1.000000
2.00,7,90,2,36.095,2.000000
2.00,8,90,2,34.831,2.000000
2.00,9,90,1,35.068,1.000000
2.00,0,120,1,35.997,1.000000
2.00,1,120,1,36.321,1.000000
2.00,2,120,1,36.254,1.000000
2.00,3,120,0,-49.819,0.000000
2.00,4,120,2,37.078,2.000000
2.00,5,120,1,35.854,1.000000
2.00,6,120,1,36.150,1.000000
2.00,7,120,2,35.911,2.000000
2.00,8,120,1,35.846,1.000000
2.00,9,120,0,-49.469,0.000000
2.00,0,150,1,35.919,1.000000
2.00,1,150,0,-50.889,0.000000
2.00,2,150,0,-50.248,0.000000
2.00,3,150,1,36.869,1.000000
2.00,4,150,1,37.965,1.000000
2.00,5,150,1,37.181,1.000000
2.00,6,150,1,36.475,1.000000
2.00,7,150,1,36.773,1.000000
2.00,8,150,1,36.893,1.000000
2.00,9,150,1,35.649,1.000000
2.00,0,180,1,34.714,1.000000
2.00,1,180,0,-55.024,0.000000
2.00,2,180,0,-49.519,0.000000
2.00,3,180,1,36.962,1.000000
2.00,4,180,1,35.135,1.000000
2.00,5,180,0,-55.393,0.000000
2.00,6,180,0,-51.154,0.000000
2.00,7,180,1,34.929,1.000000
2.00,8,180,1,37.140,1.000000
2.00,9,180,2,37.454,2.000000
2.00,0,210,1,35.495,1.000000
2.00,1,210,0,-46.909,0.000000
2.00,2,210,1,37.874,1.000000
2.00,3,210,1,37.284,1.000000
2.00,4,210,1,36.140,1.000000
2.00,5,210,1,36.184,1.000000
2.00,6,210,0,-47.739,0.000000
2.00,7,210,1,38.175,1.000000
2.00,8,210,1,36.436,1.000000
2.00,9,210,1,35.842,1.000000
2.00,0,240,2,35.453,2.000000
2.00,1,240,1,36.751,1.000000
2.00,2,240,1,36.320,1.000000
2.00,3,240,1,36.923,1.000000
2.00,4,240,1,38.050,1.000000
2.00,5,240,2,36.465,2.000000
2.00,6,240,1,37.442,1.000000
2.00,7,240,1,35.581,1.000000
2.00,8,240,1,35.389,1.000000
2.00,9,240,1,38.003,1.000000
2.00,0,270,1,35.938,1.000000
2.00,1,270,3,37.013,3.000000
2.00,2,270,1,37.420,1.000000
2.00,3,270,1,36.884,1.000000
2.00,4,270,0,-48.727,0.000000
2.00,5,270,1,36.734,1.000000
2.00,6,270,1,35.707,1.000000
2.00,7,270,1,37.224,1.000000
2.00,8,270,1,37.008,1.000000
2.00,9,270,2,37.252,2.000000
2.00,0,300,3,37.838,3.000000
2.00,1,300,2,36.086,2.000000
2.00,2,300,3,37.946,3.000000
2.00,3,300,4,36.897,4.000000
2.00,4,300,3,36.810,3.000000
2.00,5,300,2,37.408,2.000000
2.00,6,300,3,36.845,3.000000
2.00,7,300,3,36.288,3.000000
2.00,8,300,2,37.072,2.000000
2.00,9,300,3,37.090,3.000000
2.00,0,330,6,37.627,6.000000
2.00,1,330,3,37.751,3.000000
2.00,2,330,4,37.098,4.000000
2.00,3,330,4,37.269,4.000000
2.00,4,330,4,37.875,4.000000
2.00,5,330,4,37.710,4.000000
2.00,6,330,5,37.739,5.000000
2.00,7,330,5,37.909,5.000000
2.00,8,330,3,36.914,3.000000
2.00,9,330,4,36.551,4.000000
