condition_id,channel_kind,density_label,density_ms_cm2,angle_deg,trial_seed,trial_mode,n_spikes,firing_rate_hz,peak_vm_mv,baseline_vm_mv,is_unstable
bk_low,BK,low,0.3,330.0,2,FULL,17,17.0,43.52535561682806,-59.734561160557696,False
bk_low,BK,low,0.3,330.0,3,FULL,13,13.0,43.56329802040443,-59.83229355557783,False
bk_low,BK,low,0.3,330.0,4,FULL,16,16.0,43.29809050607222,-59.80512660502945,False
bk_low,BK,low,0.3,330.0,5,FULL,15,15.0,42.435004658222766,-59.87357909503151,False
bk_med,BK,med,1.0,0.0,1,FULL,16,16.0,43.31098557001134,-59.045447231899956,False
bk_med,BK,med,1.0,0.0,2,FULL,10,10.0,42.55272425561922,-59.165527279254945,False
bk_med,BK,med,1.0,0.0,3,FULL,14,14.0,43.695170781693115,-59.191037206044086,False
bk_med,BK,med,1.0,0.0,4,FULL,13,13.0,42.465004256770236,-59.15659833808316,False
bk_med,BK,med,1.0,0.0,5,FULL,16,16.0,42.85934796288417,-59.28811323062415,False
bk_med,BK,med,1.0,30.0,1,FULL,12,12.0,43.10021604857844,-43.80977405518799,False
bk_med,BK,med,1.0,30.0,2,FULL,14,14.0,44.09361265809705,-43.781075374909484,False
bk_med,BK,med,1.0,30.0,3,FULL,14,14.0,44.2232141137103,-44.1023239292509,False
bk_med,BK,med,1.0,30.0,4,FULL,15,15.0,43.566897601510924,-44.16692414344991,False
bk_med,BK,med,1.0,30.0,5,FULL,14,14.0,44.13434483117942,-43.92205892406841,False
bk_med,BK,med,1.0,60.0,1,FULL,7,7.0,43.222875337354694,-36.61741180711915,False
bk_med,BK,med,1.0,60.0,2,FULL,7,7.0,43.22057219910361,-36.8717482689596,False
bk_med,BK,med,1.0,60.0,3,FULL,7,7.0,43.76520773797495,-36.829706797032905,False
bk_med,BK,med,1.0,60.0,4,FULL,11,11.0,43.14292153579204,-36.630087021749546,False
bk_med,BK,med,1.0,60.0,5,FULL,11,11.0,44.01160201744301,-36.88066440289016,False
bk_med,BK,med,1.0,90.0,1,FULL,10,10.0,44.06694942008669,-36.067487499808855,False
bk_med,BK,med,1.0,90.0,2,FULL,7,7.0,43.49807108544776,-36.79207624035357,False
bk_med,BK,med,1.0,90.0,3,FULL,9,9.0,43.067463649538105,-36.85098683661789,False
bk_med,BK,med,1.0,90.0,4,FULL,10,10.0,43.12452493209803,-36.454149794915416,False
bk_med,BK,med,1.0,90.0,5,FULL,9,9.0,43.74930225247754,-36.58761892532951,False
