condition_id,angle_deg,trial_seed,firing_rate_hz
nap_low,300.0,1,27.0
nap_low,300.0,2,27.0
nap_low,300.0,3,24.0
nap_low,300.0,4,26.0
nap_low,300.0,5,28.0
nap_low,330.0,1,27.0
nap_low,330.0,2,29.0
nap_low,330.0,3,27.0
nap_low,330.0,4,27.0
nap_low,330.0,5,27.0
nap_med,0.0,1,36.0
nap_med,0.0,2,34.0
nap_med,0.0,3,38.0
nap_med,0.0,4,39.0
nap_med,0.0,5,37.0
nap_med,30.0,1,28.0
nap_med,30.0,2,29.0
nap_med,30.0,3,28.0
nap_med,30.0,4,32.0
nap_med,30.0,5,31.0
nap_med,60.0,1,20.0
nap_med,60.0,2,23.0
nap_med,60.0,3,22.0
nap_med,60.0,4,21.0
nap_med,60.0,5,21.0
nap_med,90.0,1,19.0
nap_med,90.0,2,15.0
nap_med,90.0,3,19.0
nap_med,90.0,4,18.0
nap_med,90.0,5,20.0
nap_med,120.0,1,17.0
nap_med,120.0,2,14.0
nap_med,120.0,3,17.0
nap_med,120.0,4,17.0
nap_med,120.0,5,17.0
nap_med,150.0,1,16.0
nap_med,150.0,2,15.0
nap_med,150.0,3,17.0
nap_med,150.0,4,17.0
nap_med,150.0,5,18.0
nap_med,180.0,1,18.0
nap_med,180.0,2,19.0
nap_med,180.0,3,20.0
nap_med,180.0,4,20.0
nap_med,180.0,5,21.0
nap_med,210.0,1,26.0
nap_med,210.0,2,25.0
nap_med,210.0,3,30.0
nap_med,210.0,4,25.0
nap_med,210.0,5,23.0
nap_med,240.0,1,32.0
nap_med,240.0,2,33.0
nap_med,240.0,3,35.0
nap_med,240.0,4,39.0
nap_med,240.0,5,37.0
nap_med,270.0,1,38.0
nap_med,270.0,2,40.0
nap_med,270.0,3,40.0
nap_med,270.0,4,40.0
nap_med,270.0,5,40.0
nap_med,300.0,1,38.0
nap_med,300.0,2,38.0
nap_med,300.0,3,39.0
nap_med,300.0,4,39.0
nap_med,300.0,5,42.0
nap_med,330.0,1,35.0
nap_med,330.0,2,39.0
nap_med,330.0,3,39.0
nap_med,330.0,4,39.0
nap_med,330.0,5,41.0
nar_high,0.0,1,20.0
nar_high,0.0,2,14.0
nar_high,0.0,3,18.0
nar_high,0.0,4,17.0
nar_high,0.0,5,19.0
nar_high,30.0,1,11.0
nar_high,30.0,2,15.0
nar_high,30.0,3,14.0
nar_high,30.0,4,17.0
nar_high,30.0,5,18.0
nar_high,60.0,1,8.0
nar_high,60.0,2,9.0
nar_high,60.0,3,11.0
nar_high,60.0,4,15.0
nar_high,60.0,5,11.0
nar_high,90.0,1,11.0
nar_high,90.0,2,10.0
nar_high,90.0,3,9.0
nar_high,90.0,4,12.0
nar_high,90.0,5,10.0
nar_high,120.0,1,11.0
nar_high,120.0,2,9.0
nar_high,120.0,3,10.0
nar_high,120.0,4,11.0
nar_high,120.0,5,10.0
nar_high,150.0,1,10.0
nar_high,150.0,2,10.0
nar_high,150.0,3,11.0
nar_high,150.0,4,11.0
nar_high,150.0,5,10.0
nar_high,180.0,1,11.0
nar_high,180.0,2,10.0
nar_high,180.0,3,11.0
nar_high,180.0,4,11.0
nar_high,180.0,5,10.0
nar_high,210.0,1,12.0
nar_high,210.0,2,8.0
nar_high,210.0,3,13.0
nar_high,210.0,4,12.0
nar_high,210.0,5,8.0
nar_high,240.0,1,22.0
nar_high,240.0,2,20.0
nar_high,240.0,3,19.0
nar_high,240.0,4,19.0
nar_high,240.0,5,20.0
nar_high,270.0,1,19.0
nar_high,270.0,2,17.0
nar_high,270.0,3,22.0
nar_high,270.0,4,19.0
nar_high,270.0,5,22.0
nar_high,300.0,1,19.0
nar_high,300.0,2,19.0
nar_high,300.0,3,20.0
nar_high,300.0,4,20.0
nar_high,300.0,5,21.0
nar_high,330.0,1,21.0
nar_high,330.0,2,19.0
nar_high,330.0,3,17.0
nar_high,330.0,4,18.0
nar_high,330.0,5,20.0
nar_low,0.0,1,19.0
nar_low,0.0,2,12.0
nar_low,0.0,3,16.0
nar_low,0.0,4,14.0
nar_low,0.0,5,17.0
nar_low,30.0,1,11.0
nar_low,30.0,2,15.0
nar_low,30.0,3,15.0
nar_low,30.0,4,15.0
nar_low,30.0,5,15.0
nar_low,60.0,1,8.0
nar_low,60.0,2,8.0
nar_low,60.0,3,8.0
nar_low,60.0,4,13.0
nar_low,60.0,5,10.0
nar_low,90.0,1,9.0
nar_low,90.0,2,7.0
nar_low,90.0,3,9.0
nar_low,90.0,4,9.0
nar_low,90.0,5,10.0
nar_low,120.0,1,8.0
nar_low,120.0,2,7.0
nar_low,120.0,3,9.0
nar_low,120.0,4,9.0
nar_low,120.0,5,10.0
nar_low,150.0,1,8.0
nar_low,150.0,2,7.0
nar_low,150.0,3,10.0
nar_low,150.0,4,9.0
nar_low,150.0,5,10.0
nar_low,180.0,1,8.0
nar_low,180.0,2,7.0
nar_low,180.0,3,10.0
nar_low,180.0,4,9.0
nar_low,180.0,5,10.0
nar_low,210.0,1,12.0
nar_low,210.0,2,8.0
nar_low,210.0,3,13.0
nar_low,210.0,4,10.0
nar_low,210.0,5,7.0
nar_low,240.0,1,20.0
nar_low,240.0,2,17.0
nar_low,240.0,3,17.0
nar_low,240.0,4,16.0
nar_low,240.0,5,18.0
nar_low,270.0,1,18.0
nar_low,270.0,2,13.0
nar_low,270.0,3,20.0
nar_low,270.0,4,18.0
nar_low,270.0,5,19.0
nar_low,300.0,1,18.0
nar_low,300.0,2,16.0
nar_low,300.0,3,16.0
nar_low,300.0,4,15.0
nar_low,300.0,5,19.0
nar_low,330.0,1,18.0
nar_low,330.0,2,17.0
nar_low,330.0,3,14.0
nar_low,330.0,4,17.0
nar_low,330.0,5,16.0
nar_med,0.0,1,19.0
nar_med,0.0,2,13.0
nar_med,0.0,3,16.0
nar_med,0.0,4,14.0
nar_med,0.0,5,18.0
nar_med,30.0,1,11.0
nar_med,30.0,2,14.0
nar_med,30.0,3,14.0
nar_med,30.0,4,16.0
nar_med,30.0,5,18.0
nar_med,60.0,1,8.0
nar_med,60.0,2,9.0
nar_med,60.0,3,9.0
nar_med,60.0,4,13.0
nar_med,60.0,5,11.0
nar_med,90.0,1,9.0
nar_med,90.0,2,7.0
nar_med,90.0,3,9.0
nar_med,90.0,4,10.0
nar_med,90.0,5,10.0
nar_med,120.0,1,8.0
nar_med,120.0,2,7.0
nar_med,120.0,3,10.0
nar_med,120.0,4,10.0
nar_med,120.0,5,10.0
nar_med,150.0,1,8.0
nar_med,150.0,2,7.0
nar_med,150.0,3,10.0
nar_med,150.0,4,10.0
nar_med,150.0,5,10.0
nar_med,180.0,1,8.0
nar_med,180.0,2,7.0
nar_med,180.0,3,10.0
nar_med,180.0,4,10.0
nar_med,180.0,5,10.0
nar_med,210.0,1,12.0
nar_med,210.0,2,8.0
nar_med,210.0,3,12.0
nar_med,210.0,4,10.0
nar_med,210.0,5,6.0
nar_med,240.0,1,20.0
nar_med,240.0,2,18.0
nar_med,240.0,3,18.0
nar_med,240.0,4,16.0
nar_med,240.0,5,18.0
nar_med,270.0,1,18.0
nar_med,270.0,2,14.0
nar_med,270.0,3,20.0
nar_med,270.0,4,17.0
nar_med,270.0,5,20.0
nar_med,300.0,1,18.0
nar_med,300.0,2,16.0
nar_med,300.0,3,18.0
nar_med,300.0,4,17.0
nar_med,300.0,5,20.0
nar_med,330.0,1,20.0
nar_med,330.0,2,17.0
nar_med,330.0,3,14.0
nar_med,330.0,4,17.0
nar_med,330.0,5,16.0
nav16_high,0.0,1,62.0
nav16_high,0.0,2,57.0
nav16_high,0.0,3,60.0
nav16_high,0.0,4,54.0
nav16_high,0.0,5,61.0
nav16_high,30.0,1,46.0
nav16_high,30.0,2,52.0
nav16_high,30.0,3,48.0
nav16_high,30.0,4,48.0
nav16_high,30.0,5,49.0
nav16_high,60.0,1,39.0
nav16_high,60.0,2,32.0
nav16_high,60.0,3,39.0
nav16_high,60.0,4,40.0
nav16_high,60.0,5,36.0
nav16_high,90.0,1,37.0
nav16_high,90.0,2,30.0
nav16_high,90.0,3,34.0
nav16_high,90.0,4,35.0
nav16_high,90.0,5,33.0
nav16_high,120.0,1,32.0
nav16_high,120.0,2,28.0
nav16_high,120.0,3,32.0
nav16_high,120.0,4,30.0
nav16_high,120.0,5,30.0
nav16_high,150.0,1,34.0
nav16_high,150.0,2,29.0
nav16_high,150.0,3,32.0
nav16_high,150.0,4,33.0
nav16_high,150.0,5,30.0
nav16_high,180.0,1,37.0
nav16_high,180.0,2,32.0
nav16_high,180.0,3,35.0
nav16_high,180.0,4,38.0
nav16_high,180.0,5,35.0
nav16_high,210.0,1,43.0
nav16_high,210.0,2,36.0
nav16_high,210.0,3,43.0
nav16_high,210.0,4,40.0
nav16_high,210.0,5,42.0
nav16_high,240.0,1,59.0
nav16_high,240.0,2,59.0
nav16_high,240.0,3,64.0
nav16_high,240.0,4,62.0
nav16_high,240.0,5,63.0
nav16_high,270.0,1,67.0
nav16_high,270.0,2,63.0
nav16_high,270.0,3,67.0
nav16_high,270.0,4,67.0
nav16_high,270.0,5,67.0
nav16_high,300.0,1,65.0
nav16_high,300.0,2,64.0
nav16_high,300.0,3,63.0
nav16_high,300.0,4,65.0
nav16_high,300.0,5,68.0
nav16_high,330.0,1,64.0
nav16_high,330.0,2,65.0
nav16_high,330.0,3,61.0
nav16_high,330.0,4,63.0
nav16_high,330.0,5,64.0
nav16_low,0.0,1,20.0
nav16_low,0.0,2,15.0
nav16_low,0.0,3,18.0
nav16_low,0.0,4,18.0
nav16_low,0.0,5,23.0
nav16_low,30.0,1,14.0
nav16_low,30.0,2,17.0
nav16_low,30.0,3,14.0
nav16_low,30.0,4,17.0
nav16_low,30.0,5,19.0
nav16_low,60.0,1,9.0
nav16_low,60.0,2,10.0
nav16_low,60.0,3,12.0
nav16_low,60.0,4,15.0
nav16_low,60.0,5,13.0
nav16_low,90.0,1,12.0
nav16_low,90.0,2,9.0
nav16_low,90.0,3,10.0
nav16_low,90.0,4,12.0
nav16_low,90.0,5,10.0
nav16_low,120.0,1,12.0
nav16_low,120.0,2,8.0
nav16_low,120.0,3,11.0
nav16_low,120.0,4,11.0
nav16_low,120.0,5,10.0
nav16_low,150.0,1,11.0
nav16_low,150.0,2,9.0
nav16_low,150.0,3,11.0
nav16_low,150.0,4,11.0
nav16_low,150.0,5,10.0
nav16_low,180.0,1,12.0
nav16_low,180.0,2,9.0
nav16_low,180.0,3,12.0
nav16_low,180.0,4,11.0
nav16_low,180.0,5,10.0
nav16_low,210.0,1,15.0
nav16_low,210.0,2,9.0
nav16_low,210.0,3,15.0
nav16_low,210.0,4,14.0
nav16_low,210.0,5,9.0
nav16_low,240.0,1,25.0
nav16_low,240.0,2,23.0
nav16_low,240.0,3,22.0
nav16_low,240.0,4,21.0
nav16_low,240.0,5,21.0
nav16_low,270.0,1,21.0
nav16_low,270.0,2,17.0
nav16_low,270.0,3,24.0
nav16_low,270.0,4,20.0
nav16_low,270.0,5,24.0
nav16_low,300.0,1,21.0
nav16_low,300.0,2,19.0
nav16_low,300.0,3,21.0
nav16_low,300.0,4,24.0
nav16_low,300.0,5,21.0
nav16_low,330.0,1,22.0
nav16_low,330.0,2,20.0
nav16_low,330.0,3,19.0
nav16_low,330.0,4,19.0
nav16_low,330.0,5,21.0
nav16_med,0.0,1,29.0
nav16_med,0.0,2,24.0
nav16_med,0.0,3,30.0
nav16_med,0.0,4,28.0
nav16_med,0.0,5,33.0
nav16_med,30.0,1,21.0
nav16_med,30.0,2,23.0
nav16_med,30.0,3,18.0
nav16_med,30.0,4,23.0
nav16_med,30.0,5,24.0
nav16_med,60.0,1,18.0
nav16_med,60.0,2,15.0
nav16_med,60.0,3,17.0
nav16_med,60.0,4,21.0
nav16_med,60.0,5,16.0
nav16_med,90.0,1,18.0
nav16_med,90.0,2,14.0
nav16_med,90.0,3,15.0
nav16_med,90.0,4,16.0
nav16_med,90.0,5,12.0
nav16_med,120.0,1,16.0
nav16_med,120.0,2,13.0
nav16_med,120.0,3,15.0
nav16_med,120.0,4,14.0
nav16_med,120.0,5,12.0
nav16_med,150.0,1,14.0
nav16_med,150.0,2,13.0
nav16_med,150.0,3,16.0
nav16_med,150.0,4,16.0
nav16_med,150.0,5,13.0
nav16_med,180.0,1,17.0
nav16_med,180.0,2,13.0
nav16_med,180.0,3,16.0
nav16_med,180.0,4,16.0
nav16_med,180.0,5,13.0
nav16_med,210.0,1,19.0
nav16_med,210.0,2,11.0
nav16_med,210.0,3,22.0
nav16_med,210.0,4,20.0
nav16_med,210.0,5,19.0
nav16_med,240.0,1,31.0
nav16_med,240.0,2,30.0
nav16_med,240.0,3,34.0
nav16_med,240.0,4,33.0
nav16_med,240.0,5,28.0
nav16_med,270.0,1,31.0
nav16_med,270.0,2,29.0
nav16_med,270.0,3,34.0
nav16_med,270.0,4,33.0
nav16_med,270.0,5,32.0
nav16_med,300.0,1,33.0
nav16_med,300.0,2,32.0
nav16_med,300.0,3,31.0
nav16_med,300.0,4,33.0
nav16_med,300.0,5,36.0
nav16_med,330.0,1,32.0
nav16_med,330.0,2,33.0
nav16_med,330.0,3,30.0
nav16_med,330.0,4,29.0
nav16_med,330.0,5,31.0
sk_high,0.0,1,14.0
sk_high,0.0,2,11.0
sk_high,0.0,3,13.0
sk_high,0.0,4,11.0
sk_high,0.0,5,14.0
sk_high,30.0,1,13.0
sk_high,30.0,2,16.0
sk_high,30.0,3,15.0
sk_high,30.0,4,16.0
sk_high,30.0,5,18.0
sk_high,60.0,1,12.0
sk_high,60.0,2,12.0
sk_high,60.0,3,8.0
sk_high,60.0,4,14.0
sk_high,60.0,5,13.0
sk_high,90.0,1,10.0
sk_high,90.0,2,9.0
sk_high,90.0,3,9.0
sk_high,90.0,4,10.0
sk_high,90.0,5,8.0
sk_high,120.0,1,9.0
sk_high,120.0,2,9.0
sk_high,120.0,3,9.0
sk_high,120.0,4,10.0
sk_high,120.0,5,8.0
sk_high,150.0,1,9.0
sk_high,150.0,2,9.0
sk_high,150.0,3,9.0
sk_high,150.0,4,10.0
sk_high,150.0,5,8.0
sk_high,180.0,1,9.0
sk_high,180.0,2,9.0
sk_high,180.0,3,9.0
sk_high,180.0,4,10.0
sk_high,180.0,5,8.0
sk_high,210.0,1,11.0
sk_high,210.0,2,9.0
sk_high,210.0,3,12.0
sk_high,210.0,4,12.0
sk_high,210.0,5,9.0
sk_high,240.0,1,18.0
sk_high,240.0,2,15.0
sk_high,240.0,3,14.0
sk_high,240.0,4,13.0
sk_high,240.0,5,16.0
sk_high,270.0,1,16.0
sk_high,270.0,2,13.0
sk_high,270.0,3,16.0
sk_high,270.0,4,15.0
sk_high,270.0,5,16.0
sk_high,300.0,1,15.0
sk_high,300.0,2,14.0
sk_high,300.0,3,13.0
sk_high,300.0,4,13.0
sk_high,300.0,5,16.0
sk_high,330.0,1,16.0
sk_high,330.0,2,13.0
sk_high,330.0,3,10.0
sk_high,330.0,4,14.0
sk_high,330.0,5,12.0
sk_low,0.0,1,17.0
sk_low,0.0,2,11.0
sk_low,0.0,3,15.0
sk_low,0.0,4,14.0
sk_low,0.0,5,17.0
sk_low,30.0,1,12.0
sk_low,30.0,2,16.0
sk_low,30.0,3,15.0
sk_low,30.0,4,13.0
sk_low,30.0,5,15.0
sk_low,60.0,1,9.0
sk_low,60.0,2,8.0
sk_low,60.0,3,8.0
sk_low,60.0,4,13.0
sk_low,60.0,5,12.0
sk_low,90.0,1,8.0
sk_low,90.0,2,7.0
sk_low,90.0,3,9.0
sk_low,90.0,4,10.0
sk_low,90.0,5,9.0
sk_low,120.0,1,7.0
sk_low,120.0,2,7.0
sk_low,120.0,3,9.0
sk_low,120.0,4,10.0
sk_low,120.0,5,9.0
sk_low,150.0,1,7.0
sk_low,150.0,2,7.0
sk_low,150.0,3,9.0
sk_low,150.0,4,10.0
sk_low,150.0,5,9.0
sk_low,180.0,1,7.0
sk_low,180.0,2,7.0
sk_low,180.0,3,9.0
sk_low,180.0,4,10.0
sk_low,180.0,5,9.0
sk_low,210.0,1,12.0
sk_low,210.0,2,7.0
sk_low,210.0,3,12.0
sk_low,210.0,4,12.0
sk_low,210.0,5,7.0
sk_low,240.0,1,20.0
sk_low,240.0,2,17.0
sk_low,240.0,3,17.0
sk_low,240.0,4,16.0
sk_low,240.0,5,17.0
sk_low,270.0,1,17.0
sk_low,270.0,2,13.0
sk_low,270.0,3,18.0
sk_low,270.0,4,16.0
sk_low,270.0,5,19.0
sk_low,300.0,1,17.0
sk_low,300.0,2,15.0
sk_low,300.0,3,16.0
sk_low,300.0,4,15.0
sk_low,300.0,5,19.0
sk_low,330.0,1,18.0
sk_low,330.0,2,17.0
sk_low,330.0,3,13.0
sk_low,330.0,4,16.0
sk_low,330.0,5,15.0
sk_med,0.0,1,17.0
sk_med,0.0,2,12.0
sk_med,0.0,3,13.0
sk_med,0.0,4,13.0
sk_med,0.0,5,16.0
sk_med,30.0,1,12.0
sk_med,30.0,2,13.0
sk_med,30.0,3,14.0
sk_med,30.0,4,16.0
sk_med,30.0,5,15.0
sk_med,60.0,1,9.0
sk_med,60.0,2,7.0
sk_med,60.0,3,8.0
sk_med,60.0,4,15.0
sk_med,60.0,5,12.0
sk_med,90.0,1,9.0
sk_med,90.0,2,7.0
sk_med,90.0,3,10.0
sk_med,90.0,4,9.0
sk_med,90.0,5,10.0
sk_med,120.0,1,8.0
sk_med,120.0,2,7.0
sk_med,120.0,3,10.0
sk_med,120.0,4,9.0
sk_med,120.0,5,10.0
sk_med,150.0,1,8.0
sk_med,150.0,2,7.0
sk_med,150.0,3,10.0
sk_med,150.0,4,9.0
sk_med,150.0,5,10.0
sk_med,180.0,1,8.0
sk_med,180.0,2,7.0
sk_med,180.0,3,10.0
sk_med,180.0,4,9.0
sk_med,180.0,5,10.0
sk_med,210.0,1,12.0
sk_med,210.0,2,8.0
sk_med,210.0,3,12.0
sk_med,210.0,4,12.0
sk_med,210.0,5,7.0
sk_med,240.0,1,18.0
sk_med,240.0,2,17.0
sk_med,240.0,3,15.0
sk_med,240.0,4,15.0
sk_med,240.0,5,18.0
sk_med,270.0,1,17.0
sk_med,270.0,2,14.0
sk_med,270.0,3,19.0
sk_med,270.0,4,16.0
sk_med,270.0,5,17.0
sk_med,300.0,1,17.0
sk_med,300.0,2,15.0
sk_med,300.0,3,16.0
sk_med,300.0,4,14.0
sk_med,300.0,5,17.0
sk_med,330.0,1,17.0
sk_med,330.0,2,17.0
sk_med,330.0,3,11.0
sk_med,330.0,4,15.0
sk_med,330.0,5,15.0
