gnmda_ns,angle_deg,trial_seed,sample_idx,t_ms,voltage_mv
0.250000,150,5008,336,108.6145,-70.6344
0.250000,150,5008,344,108.8420,-70.7174
0.250000,150,5008,352,109.3255,-70.8384
0.250000,150,5008,360,109.5017,-70.8719
0.250000,150,5008,368,109.6315,-70.8868
0.250000,150,5008,376,109.8321,-70.8903
0.250000,150,5008,384,109.9386,-70.8832
0.250000,150,5008,392,109.9812,-70.8776
0.250000,150,5008,400,110.2010,-70.8110
0.250000,150,5008,408,110.6235,-70.6589
0.250000,150,5008,416,110.6911,-70.6421
0.250000,150,5008,424,111.0234,-70.5753
0.250000,150,5008,432,111.3180,-70.5625
0.250000,150,5008,440,111.4412,-70.5689
0.250000,150,5008,448,111.7838,-70.5940
0.250000,150,5008,456,111.8588,-70.6012
0.250000,150,5008,464,112.3370,-70.6425
0.250000,150,5008,472,112.8814,-70.7593
0.250000,150,5008,480,112.9118,-70.7679
0.250000,150,5008,488,113.1298,-70.8025
0.250000,150,5008,496,113.7344,-70.8396
0.250000,150,5008,504,113.7908,-70.8460
0.250000,150,5008,512,113.9394,-70.8578
0.250000,150,5008,520,114.2311,-70.8517
0.250000,150,5008,528,115.1307,-70.9027
0.250000,150,5008,536,116.3996,-71.2482
0.250000,150,5008,544,116.4606,-71.2645
0.250000,150,5008,552,116.5087,-71.2748
0.250000,150,5008,560,116.8820,-71.2803
0.250000,150,5008,568,117.7534,-71.2650
0.250000,150,5008,576,119.3682,-71.4994
0.250000,150,5008,584,119.4653,-71.5117
0.250000,150,5008,592,119.5675,-71.5144
0.250000,150,5008,600,120.0384,-71.4350
0.250000,150,5008,608,121.1635,-71.3357
0.250000,150,5008,616,123.2099,-71.5026
0.250000,150,5008,624,128.3182,-71.4227
0.250000,150,5008,632,137.6571,-70.4179
0.250000,150,5008,640,155.9594,-68.1240
0.250000,150,5008,648,179.6742,-65.8525
0.250000,150,5008,656,192.9271,-65.1415
0.250000,150,5008,664,203.6368,-64.8015
0.250000,150,5008,672,222.6586,-64.5161
0.250000,150,5008,680,256.3627,-64.4225
0.250000,150,5008,688,341.3569,-64.4985
0.250000,150,5008,696,364.9620,-64.5169
0.250000,150,5008,704,426.4710,-64.5403
0.250000,150,5008,712,743.5151,-64.5611
0.250000,150,5009,0,0.0000,-65.0000
0.250000,150,5009,8,0.0707,-64.9854
0.250000,150,5009,16,0.6925,-64.9161
0.250000,150,5009,24,5.7031,-64.6221
0.250000,150,5009,32,14.5994,-64.5431
0.250000,150,5009,40,23.4957,-64.5550
0.250000,150,5009,48,32.3920,-64.5604
0.250000,150,5009,56,41.2882,-64.5625
0.250000,150,5009,64,61.0579,-64.5615
0.250000,150,5009,72,100.0083,-64.5599
0.250000,150,5009,80,100.0471,-64.5259
0.250000,150,5009,88,100.0745,-64.4693
0.250000,150,5009,96,100.1890,-64.0006
0.250000,150,5009,104,100.2850,-63.3894
0.250000,150,5009,112,100.4189,-62.3728
0.250000,150,5009,120,100.4765,-61.9169
0.250000,150,5009,128,100.6100,-60.8945
